StationCode,SampleID,latitude,longitude,YYYY,MM,DD
105DLCDCC,105DLCDCC_09152009_BMI_RWB_1,41.57269,-123.54353,2009,9,15
105DLCDCC,105DLCDCC_05192009_BMI_RWB_1,41.57269,-123.54353,2009,5,19
105DLCDCC,105DLCDCC_10202009_BMI_RWB_1,41.57269,-123.54353,2009,10,20
105DLCDCC,105DLCDCC_06232009_BMI_RWB_1,41.57269,-123.54353,2009,6,23
105FC1116,105FC1116_05082014_BMI_RWB_1,41.91258,-120.92125,2014,5,8
105FC1120,105FC1120_07302014_BMI_RWB_1,41.55364,-121.92469,2014,7,30
105FC1297,105FC1297_07222014_BMI_RWB_1,41.3286,-123.41992,2014,7,22
105FCA010,105FCA010_03092008_BMI_RWB_1,42.001220000000004,-122.76609,2008,3,9
105FCA020,105FCA020_05082009_BMI_RWB_1,41.31853,-123.52796,2009,5,8
105FCA020,105FCA020_05082009_BMI_RWB_2,41.31853,-123.52796,2009,5,8
105FCA020,105FCA020_09182008_BMI_RWB_1,41.31853,-123.52796,2008,9,18
105FCA040,105FCA040_09202008_BMI_RWB_1,41.53926,-123.52673,2008,9,20
105FCA056,105FCA056_09192008_BMI_RWB_1,41.4564,-123.93556,2008,9,19
105FCA068,105FCA068_09212008_BMI_RWB_1,41.84335,-122.89971,2008,9,21
105FCA116,105FCA116_08072009_BMI_RWB_1,41.31833,-123.04833000000001,2009,8,7
105FCA116,105FCA116_07162013_BMI_RWB_1,41.31833,-123.04833000000001,2013,7,16
105FCA132,105FCA132_07072009_BMI_RWB_1,41.95472,-122.66083,2009,7,7
105FLH087,105FLH087_07192016_BMI_RWB_1,41.8124,-120.79008,2016,7,19
105FS0416,105FS0416_09242013_BMI_RWB_1,41.61411,-123.28187,2013,9,24
105FS0425,105FS0425_10082011_BMI_RWB_1,41.35799,-123.07511,2011,10,8
105FS0428,105FS0428_03082011_BMI_RWB_1,41.44105,-123.3582,2011,3,8
105NWC151,105NWC151_06262013_BMI_RWB_1,41.91713,-120.88105,2013,6,26
105PS0028,105PS0028_12082008_BMI_RWB_1,41.75104,-122.00236,2008,12,8
105PS0028,105PS0028_08262008_BMI_RWB_1,41.75104,-122.00236,2008,8,26
105PS0043,105PS0043_09172008_BMI_RWB_1,41.72919,-123.23588,2008,9,17
105PS0067,105PS0067_09152009_BMI_RWB_1,41.13969,-123.13928,2009,9,15
105PS0067,105PS0067_08242009_BMI_RWB_1,41.13969,-123.13928,2009,8,24
105PS0067,105PS0067_08242009_BMI_RWB_2,41.13969,-123.13928,2009,8,24
105PS0069,105PS0069_08182009_BMI_RWB_1,41.2952,-123.94041,2009,8,18
105PS0083,105PS0083_08092009_BMI_RWB_1,41.36472,-123.18805,2009,8,9
105PS0090,105PS0090_07082012_BMI_RWB_1,41.07997,-123.02911,2012,7,8
105PS0090,105PS0090_08252009_BMI_RWB_1,41.07997,-123.02911,2009,8,25
105PS0092,105PS0092_11082008_BMI_RWB_1,41.5766,-121.92436,2008,11,8
105PS0097,105PS0097_08092009_BMI_RWB_1,41.73897,-123.35637,2009,8,9
105PS0097,105PS0097_08092009_BMI_RWB_2,41.73897,-123.35637,2009,8,9
105PS0097,105PS0097_07222014_BMI_RWB_1,41.73897,-123.35637,2014,7,22
105PS0107,105PS0107_09142009_BMI_RWB_1,41.71232,-123.0186,2009,9,14
105PS0129,105PS0129_11082010_BMI_RWB_1,41.92387,-123.46497,2010,11,8
105PS0129,105PS0129_11082010_BMI_RWB_2,41.92387,-123.46497,2010,11,8
105PS0149,105PS0149_08292012_BMI_RWB_1,41.241,-123.65545,2012,8,29
105PS0154,105PS0154_09082011_BMI_RWB_1,41.09811,-123.0733,2011,9,8
105PS0154,105PS0154_09082011_BMI_RWB_2,41.09811,-123.0733,2011,9,8
105PS0188,105PS0188_08262008_BMI_RWB_1,41.71972,-122.34917,2008,8,26
105PS0188,105PS0188_08262008_BMI_RWB_2,41.71972,-122.34917,2008,8,26
105PS0193,105PS0193_08292012_BMI_RWB_1,41.8294,-123.3849,2012,8,29
105PS0195,105PS0195_07082012_BMI_RWB_1,41.1889,-123.0749,2012,7,8
105PS0211,105PS0211_09162013_BMI_RWB_1,41.42697,-122.9217,2013,9,16
105PS0211,105PS0211_08202013_BMI_RWB_1,41.42697,-122.9217,2013,8,20
105PS0231,105PS0231_08292013_BMI_RWB_1,41.60865,-122.45671,2013,8,29
105PS0259,105PS0259_09172013_BMI_RWB_1,41.14068,-123.17273,2013,9,17
105PS0267,105PS0267_07212014_BMI_RWB_1,41.88061,-123.12994,2014,7,21
105PS0276,105PS0276_01092009_BMI_RWB_1,41.98998,-120.81077,2009,1,9
105PS0276,105PS0276_09222009_BMI_RWB_1,41.98998,-120.81077,2009,9,22
105PS0468,105PS0468_01092009_BMI_RWB_1,41.90294,-121.01732,2009,1,9
105PS0540,105PS0540_05082010_BMI_RWB_1,41.62029,-122.06964,2010,5,8
105PS0540,105PS0540_03082015_BMI_RWB_1,41.62029,-122.06964,2015,3,8
105PS0540,105PS0540_06142016_BMI_RWB_1,41.62029,-122.06964,2016,6,14
105PS0540,105PS0540_09152010_BMI_RWB_1,41.62029,-122.06964,2010,9,15
105PS0660,105PS0660_03082010_BMI_RWB_1,41.91571,-120.88863,2010,3,8
105PS0660,105PS0660_03082010_BMI_RWB_2,41.91571,-120.88863,2010,3,8
105PS1148,105PS1148_09182012_BMI_RWB_1,41.8659,-122.4641,2012,9,18
105PS1404,105PS1404_08282013_BMI_RWB_1,41.92433,-122.38887,2013,8,28
105PS1404,105PS1404_08282013_BMI_RWB_2,41.92433,-122.38887,2013,8,28
105PS1492,105PS1492_06082014_BMI_RWB_1,41.86231,-120.995,2014,6,8
105SED077,105SED077_09162008_BMI_RWB_1,41.62417,-122.06463,2008,9,16
105TMCACC,105TMCACC_10082010_BMI_RWB_1,41.73691,-123.54855,2010,10,8
105WE0579,105WE0579_05222002_BMI_RWB_1,41.24859,-123.77525,2002,5,22
105WE0579,105WE0579_07282003_BMI_RWB_1,41.24859,-123.77525,2003,7,28
105WE0583,105WE0583_01082001_BMI_CSBP_Trans_1,41.70845,-123.13085,2001,1,8
105WE0583,105WE0583_01082001_BMI_RWB_1,41.70845,-123.13085,2001,1,8
105WE0583,105WE0583_01082001_BMI_TRC_1,41.70845,-123.13085,2001,1,8
105WE0591,105WE0591_07092000_BMI_RWB_1,41.60326,-123.49999,2000,7,9
105WE0591,105WE0591_07252003_BMI_RWB_1,41.60326,-123.49999,2003,7,25
105WE0592,105WE0592_12092000_BMI_CSBP_Trans_1,41.3626,-122.5188,2000,12,9
105WE0592,105WE0592_12092000_BMI_RWB_1,41.3626,-122.5188,2000,12,9
105WE0592,105WE0592_12092000_BMI_TRC_1,41.3626,-122.5188,2000,12,9
105WE0592,105WE0592_07132015_BMI_RWB_1,41.3626,-122.5188,2015,7,13
105WE0598,105WE0598_09172002_BMI_RWB_1,41.24444,-123.32795,2002,9,17
105WE0598,105WE0598_09172002_BMI_TRC_1,41.24444,-123.32795,2002,9,17
105WE0598,105WE0598_07242014_BMI_RWB_1,41.24444,-123.32795,2014,7,24
105WE0601,105WE0601_05092000_BMI_RWB_1,41.83196,-122.84729,2000,5,9
105WE0603,105WE0603_06222001_BMI_RWB_1,41.2912,-123.56865,2001,6,22
105WE0603,105WE0603_07292003_BMI_RWB_1,41.2912,-123.56865,2003,7,29
105WE0604,105WE0604_09132000_BMI_CSBP_Trans_1,41.33837,-122.9178,2000,9,13
105WE0604,105WE0604_09132000_BMI_RWB_1,41.33837,-122.9178,2000,9,13
105WE0604,105WE0604_09132000_BMI_TRC_1,41.33837,-122.9178,2000,9,13
105WE0613,105WE0613_08082000_BMI_CSBP_Trans_1,41.88844,-123.4131,2000,8,8
105WE0613,105WE0613_08082000_BMI_RWB_1,41.88844,-123.4131,2000,8,8
105WE0613,105WE0613_08082000_BMI_TRC_1,41.88844,-123.4131,2000,8,8
105WE0630,105WE0630_11092000_BMI_RWB_1,41.46137,-123.49679,2000,11,9
105WE0630,105WE0630_05172004_BMI_RWB_1,41.46137,-123.49679,2004,5,17
105WE0756,105WE0756_08212001_BMI_CSBP_Trans_1,41.49024,-122.02899,2001,8,21
105WE0756,105WE0756_08212001_BMI_RWB_1,41.49024,-122.02899,2001,8,21
105WE0756,105WE0756_08212001_BMI_TRC_1,41.49024,-122.02899,2001,8,21
105WE0756,105WE0756_09262002_BMI_RWB_1,41.49024,-122.02899,2002,9,26
105WE0756,105WE0756_09262002_BMI_TRC_1,41.49024,-122.02899,2002,9,26
105WE0756,105WE0756_09272001_BMI_CSBP_Trans_1,41.49024,-122.02899,2001,9,27
105WE0756,105WE0756_09272001_BMI_RWB_1,41.49024,-122.02899,2001,9,27
105WE0756,105WE0756_09272001_BMI_TRC_1,41.49024,-122.02899,2001,9,27
105WE0756,105WE0756_07312002_BMI_RWB_1,41.49024,-122.02899,2002,7,31
105WE0756,105WE0756_07312002_BMI_TRC_1,41.49024,-122.02899,2002,7,31
105WE0761,105WE0761_02102001_BMI_CSBP_Trans_1,41.66347,-123.27663,2001,2,10
105WE0761,105WE0761_02102001_BMI_RWB_1,41.66347,-123.27663,2001,2,10
105WE0761,105WE0761_02102001_BMI_TRC_1,41.66347,-123.27663,2001,2,10
105WE0811,105WE0811_08182015_BMI_RWB_1,41.57212,-123.64054,2015,8,18
105WE0811,105WE0811_07312001_BMI_CSBP_Trans_1,41.57212,-123.64054,2001,7,31
105WE0811,105WE0811_07312001_BMI_RWB_1,41.57212,-123.64054,2001,7,31
105WE0811,105WE0811_07312001_BMI_TRC_1,41.57212,-123.64054,2001,7,31
105WE0833,105WE0833_08152001_BMI_RWB_1,41.8617,-122.20766,2001,8,15
105WE0833,105WE0833_08152001_BMI_RWB_2,41.8617,-122.20766,2001,8,15
105WE0845,105WE0845_09262001_BMI_CSBP_Trans_1,42.003,-122.76312,2001,9,26
105WE0845,105WE0845_09262001_BMI_RWB_1,42.003,-122.76312,2001,9,26
105WE0845,105WE0845_09262001_BMI_TRC_1,42.003,-122.76312,2001,9,26
105WE0857,105WE0857_08262003_BMI_RWB_1,41.8443,-123.19272,2003,8,26
105WE0857,105WE0857_08262003_BMI_TRC_1,41.8443,-123.19272,2003,8,26
105WE1000,105WE1000_07172002_BMI_RWB_1,41.74725,-122.62649,2002,7,17
105WE1000,105WE1000_07172002_BMI_TRC_1,41.74725,-122.62649,2002,7,17
105WE1005,105WE1005_08212002_BMI_RWB_1,41.11777,-123.81514,2002,8,21
105WE1005,105WE1005_08212002_BMI_TRC_1,41.11777,-123.81514,2002,8,21
105WE1060,105WE1060_08222002_BMI_RWB_1,41.39686,-123.83009,2002,8,22
105WE1060,105WE1060_08222002_BMI_TRC_1,41.39686,-123.83009,2002,8,22
105WE1064,105WE1064_07162002_BMI_RWB_1,41.81902,-122.81502,2002,7,16
105WE1064,105WE1064_07162002_BMI_TRC_1,41.81902,-122.81502,2002,7,16
105WE1067,105WE1067_10072002_BMI_RWB_1,41.3289,-122.84332,2002,10,7
105WE1067,105WE1067_10072002_BMI_TRC_1,41.3289,-122.84332,2002,10,7
105WE1091,105WE1091_08132002_BMI_RWB_1,41.05071,-122.93366,2002,8,13
105WE1091,105WE1091_08132002_BMI_TRC_1,41.05071,-122.93366,2002,8,13
105WE1091,105WE1091_07142015_BMI_RWB_1,41.05071,-122.93366,2015,7,14
105WER052,105WER052_08272003_BMI_RWB_1,41.31614,-123.05905,2003,8,27
105WER052,105WER052_08272003_BMI_TRC_1,41.31614,-123.05905,2003,8,27
105WLC135,105WLC135_07082013_BMI_RWB_1,41.89911,-121.04438,2013,7,8
105WLCABC,105WLCABC_03082011_BMI_RWB_1,41.44211,-123.34896,2011,3,8
106CE0217,106CE0217_12072006_BMI_RWB_1,40.55472,-123.09861,2006,12,7
106CE0217,106CE0217_12072006_BMI_TRC_1,40.55472,-123.09861,2006,12,7
106CE0257,106CE0257_11072006_BMI_RWB_1,40.45583,-123.16222,2006,11,7
106CE0257,106CE0257_11072006_BMI_TRC_1,40.45583,-123.16222,2006,11,7
106CE0377,106CE0377_08152007_BMI_RWB_1,40.62472,-123.44166,2007,8,15
106CE0377,106CE0377_08152007_BMI_TRC_1,40.62472,-123.44166,2007,8,15
106CE0521,106CE0521_07202006_BMI_RWB_1,41.04583,-123.53888,2006,7,20
106CE0521,106CE0521_07202006_BMI_TRC_1,41.04583,-123.53888,2006,7,20
106CE0577,106CE0577_07132006_BMI_RWB_1,40.59777,-122.90361,2006,7,13
106CE0577,106CE0577_07132006_BMI_TRC_1,40.59777,-122.90361,2006,7,13
106CE0713,106CE0713_08132007_BMI_RWB_1,40.75027,-122.91777,2007,8,13
106CE0713,106CE0713_08132007_BMI_TRC_1,40.75027,-122.91777,2007,8,13
106FC1183,106FC1183_07242014_BMI_RWB_1,40.63704,-122.7465,2014,7,24
106FC1313,106FC1313_07232014_BMI_RWB_1,40.87032,-122.80039,2014,7,23
106FCA008,106FCA008_06232009_BMI_RWB_1,40.62833,-123.37666,2009,6,23
106FCA036,106FCA036_07152013_BMI_RWB_1,40.80167,-122.92944,2013,7,15
106FCA036,106FCA036_06222009_BMI_RWB_1,40.80167,-122.92944,2009,6,22
106FS0040,106FS0040_08302011_BMI_RWB_1,40.16904,-123.02523,2011,8,30
106HLCACC,106HLCACC_09232013_BMI_RWB_1,41.01605,-123.59623,2013,9,23
106MNCAHC,106MNCAHC_01102008_BMI_RWB_1,40.638,-123.321,2008,1,10
106MNCAHC,106MNCAHC_01102008_BMI_RWB_2,40.638,-123.321,2008,1,10
106PS0022,106PS0022_09302008_BMI_RWB_1,40.67269,-123.52279,2008,9,30
106PS0051,106PS0051_09162008_BMI_RWB_1,41.24781,-122.64249,2008,9,16
106PS0051,106PS0051_09162008_BMI_RWB_2,41.24781,-122.64249,2008,9,16
106PS0078,106PS0078_08262009_BMI_RWB_1,40.55161,-123.13495,2009,8,26
106PS0106,106PS0106_08092009_BMI_RWB_1,40.81234,-123.11985,2009,8,9
106PS0106,106PS0106_08092009_BMI_RWB_2,40.81234,-123.11985,2009,8,9
106PS0115,106PS0115_09212010_BMI_RWB_1,41.17285,-122.86988,2010,9,21
106PS0122,106PS0122_09202010_BMI_RWB_1,41.11227,-122.86482,2010,9,20
106PS0124,106PS0124_08162010_BMI_RWB_1,40.1704,-123.02884,2010,8,16
106PS0142,106PS0142_07192010_BMI_RWB_1,40.45844,-123.16716,2010,7,19
106PS0166,106PS0166_02082011_BMI_RWB_1,41.04441,-123.61115,2011,2,8
106PS0173,106PS0173_04082011_BMI_RWB_1,40.37818,-123.29889,2011,4,8
106PS0186,106PS0186_09262012_BMI_RWB_1,40.3062,-123.1213,2012,9,26
106PTCAHC,106PTCAHC_02092008_BMI_RWB_1,40.49615,-123.03502,2008,2,9
106WE0505,106WE0505_09082000_BMI_CSBP_Trans_1,40.86244,-122.90169,2000,9,8
106WE0505,106WE0505_09082000_BMI_RWB_1,40.86244,-122.90169,2000,9,8
106WE0505,106WE0505_09082000_BMI_TRC_1,40.86244,-122.90169,2000,9,8
106WE0505,106WE0505_04102001_BMI_CSBP_Trans_1,40.86244,-122.90169,2001,4,10
106WE0505,106WE0505_04102001_BMI_RWB_1,40.86244,-122.90169,2001,4,10
106WE0505,106WE0505_04102001_BMI_TRC_1,40.86244,-122.90169,2001,4,10
106WE0505,106WE0505_05092001_BMI_CSBP_Trans_1,40.86244,-122.90169,2001,5,9
106WE0505,106WE0505_05092001_BMI_RWB_1,40.86244,-122.90169,2001,5,9
106WE0505,106WE0505_05092001_BMI_TRC_1,40.86244,-122.90169,2001,5,9
106WE0505,106WE0505_09142000_BMI_CSBP_Trans_1,40.86244,-122.90169,2000,9,14
106WE0505,106WE0505_09142000_BMI_RWB_1,40.86244,-122.90169,2000,9,14
106WE0505,106WE0505_09142000_BMI_TRC_1,40.86244,-122.90169,2000,9,14
106WE0505,106WE0505_07212014_BMI_RWB_1,40.86244,-122.90169,2014,7,21
106WE0574,106WE0574_08152000_BMI_CSBP_Trans_1,41.0483,-122.6553,2000,8,15
106WE0574,106WE0574_08152000_BMI_RWB_1,41.0483,-122.6553,2000,8,15
106WE0574,106WE0574_08152000_BMI_TRC_1,41.0483,-122.6553,2000,8,15
106WE0580,106WE0580_08302000_BMI_RWB_1,40.7789,-123.33513,2000,8,30
106WE0581,106WE0581_07262001_BMI_RWB_1,40.25425,-123.1078,2001,7,26
106WE0587,106WE0587_08162000_BMI_CSBP_Trans_1,40.62725,-123.3729,2000,8,16
106WE0587,106WE0587_08162000_BMI_RWB_1,40.62725,-123.3729,2000,8,16
106WE0587,106WE0587_08162000_BMI_TRC_1,40.62725,-123.3729,2000,8,16
106WE0593,106WE0593_08282001_BMI_CSBP_Trans_1,40.84723,-123.39963,2001,8,28
106WE0593,106WE0593_08282001_BMI_RWB_1,40.84723,-123.39963,2001,8,28
106WE0593,106WE0593_08282001_BMI_TRC_1,40.84723,-123.39963,2001,8,28
106WE0768,106WE0768_07252001_BMI_CSBP_Trans_1,40.62567,-122.95602,2001,7,25
106WE0768,106WE0768_07252001_BMI_RWB_1,40.62567,-122.95602,2001,7,25
106WE0768,106WE0768_07252001_BMI_TRC_1,40.62567,-122.95602,2001,7,25
106WE0812,106WE0812_12072001_BMI_CSBP_Trans_1,40.68862,-122.93228,2001,12,7
106WE0812,106WE0812_12072001_BMI_RWB_1,40.68862,-122.93228,2001,12,7
106WE0812,106WE0812_12072001_BMI_TRC_1,40.68862,-122.93228,2001,12,7
106WE0824,106WE0824_07242001_BMI_CSBP_Trans_1,41.19708,-122.52973,2001,7,24
106WE0824,106WE0824_07242001_BMI_RWB_1,41.19708,-122.52973,2001,7,24
106WE0824,106WE0824_07242001_BMI_TRC_1,41.19708,-122.52973,2001,7,24
106WE0831,106WE0831_11072001_BMI_CSBP_Trans_1,40.6977,-123.36434,2001,11,7
106WE0831,106WE0831_11072001_BMI_RWB_1,40.6977,-123.36434,2001,11,7
106WE0831,106WE0831_11072001_BMI_TRC_1,40.6977,-123.36434,2001,11,7
106WE0843,106WE0843_03102001_BMI_CSBP_Trans_1,40.44593,-122.94635,2001,3,10
106WE0843,106WE0843_03102001_BMI_RWB_1,40.44593,-122.94635,2001,3,10
106WE0843,106WE0843_03102001_BMI_TRC_1,40.44593,-122.94635,2001,3,10
106WE1055,106WE1055_11072002_BMI_RWB_1,40.90353,-123.01368,2002,11,7
106WE1055,106WE1055_11072002_BMI_TRC_1,40.90353,-123.01368,2002,11,7
106WE1055,106WE1055_07202015_BMI_RWB_1,40.90353,-123.01368,2015,7,20
106WE1062,106WE1062_12092002_BMI_RWB_1,40.60279,-122.91109,2002,12,9
106WE1062,106WE1062_12092002_BMI_TRC_1,40.60279,-122.91109,2002,12,9
106WE1066,106WE1066_07172002_BMI_RWB_1,41.15445,-123.56903,2002,7,17
106WE1066,106WE1066_07172002_BMI_TRC_1,41.15445,-123.56903,2002,7,17
106WE1079,106WE1079_09072002_BMI_RWB_1,41.13251,-122.80644,2002,9,7
106WE1079,106WE1079_09072002_BMI_TRC_1,41.13251,-122.80644,2002,9,7
106WE1079,106WE1079_08082012_BMI_RWB_1,41.13251,-122.80644,2012,8,8
106WE1080,106WE1080_05182002_BMI_RWB_1,40.45212,-123.41928,2002,5,18
106WER011,106WER011_11092013_BMI_RWB_1,40.93667,-123.15389,2013,11,9
106WER011,106WER011_09252003_BMI_RWB_1,40.93667,-123.15389,2003,9,25
106WER011,106WER011_09252003_BMI_TRC_1,40.93667,-123.15389,2003,9,25
106WER012,106WER012_09172003_BMI_RWB_1,40.23806,-123.08,2003,9,17
106WER012,106WER012_09172003_BMI_TRC_1,40.23806,-123.08,2003,9,17
106WER014,106WER014_09182003_BMI_RWB_1,40.24101,-123.08278,2003,9,18
106WER014,106WER014_09182003_BMI_TRC_1,40.24101,-123.08278,2003,9,18
106WER016,106WER016_04082009_BMI_RWB_1,40.48972,-123.02833,2009,4,8
106WER016,106WER016_09072015_BMI_RWB_1,40.48972,-123.02833,2015,9,7
106WER016,106WER016_05072016_BMI_RWB_1,40.48972,-123.02833,2016,5,7
106WER016,106WER016_09162003_BMI_RWB_1,40.48972,-123.02833,2003,9,16
106WER016,106WER016_09162003_BMI_TRC_1,40.48972,-123.02833,2003,9,16
106WER016,106WER016_09162009_BMI_RWB_1,40.48972,-123.02833,2009,9,16
106WER016,106WER016_05182009_BMI_RWB_1,40.48972,-123.02833,2009,5,18
106WER016,106WER016_06192017_BMI_RWB_1,40.48972,-123.02833,2017,6,19
106WER016,106WER016_10202009_BMI_RWB_1,40.48972,-123.02833,2009,10,20
106WER016,106WER016_06222009_BMI_RWB_1,40.48972,-123.02833,2009,6,22
106WER037,106WER037_08142003_BMI_RWB_1,41.00861,-123.60081,2003,8,14
106WER037,106WER037_08142003_BMI_TRC_1,41.00861,-123.60081,2003,8,14
106WER062,106WER062_08282003_BMI_RWB_1,41.13472,-122.80333,2003,8,28
106WER062,106WER062_08282003_BMI_TRC_1,41.13472,-122.80333,2003,8,28
107GWCAPC,107GWCAPC_09152010_BMI_RWB_1,41.36788,-124.02434,2010,9,15
107LLM101,107LLM101_09132010_BMI_RWB_1,41.32697,-124.02387,2010,9,13
107PS0021,107PS0021_03092008_BMI_RWB_1,41.32445,-124.00712,2008,3,9
107PS0021,107PS0021_07142014_BMI_RWB_1,41.32445,-124.00712,2014,7,14
107RWCBHW,107RWCBHW_03082011_BMI_RWB_1,41.19664,-123.99636,2011,3,8
107RWCBHW,107RWCBHW_03082011_BMI_RWB_2,41.19664,-123.99636,2011,3,8
