list_id,metric,status_code,status,alteration_type,comid,gage_id
11108000,Wet_BFL_Mag_10,1,likely_unaltered,none_found,17574541,11108000
11108000,Wet_BFL_Mag_50,-1,likely_altered,low,17574541,11108000
11108000,Peak_Dur_10,1,likely_unaltered,none_found,17574541,11108000
11108000,Peak_Dur_2,1,likely_unaltered,none_found,17574541,11108000
11108000,Peak_Dur_5,1,likely_unaltered,none_found,17574541,11108000
11108000,Peak_10,1,likely_unaltered,none_found,17574541,11108000
11108000,Peak_2,1,likely_unaltered,none_found,17574541,11108000
11108000,Peak_5,1,likely_unaltered,none_found,17574541,11108000
11108000,Peak_Fre_10,1,likely_unaltered,none_found,17574541,11108000
11108000,Peak_Fre_2,1,likely_unaltered,none_found,17574541,11108000
11108000,Peak_Fre_5,1,likely_unaltered,none_found,17574541,11108000
11108080,DS_Dur_WS,1,likely_unaltered,none_found,17569729,11108080
11108080,DS_Tim,1,likely_unaltered,none_found,17569729,11108080
11108080,DS_Mag_50,1,likely_unaltered,none_found,17569729,11108080
11108080,DS_Mag_90,0,indeterminate,high,17569729,11108080
11108080,FA_Dur,-1,likely_altered,high,17569729,11108080
11108080,FA_Mag,1,likely_unaltered,none_found,17569729,11108080
11108080,FA_Tim,-1,likely_altered,late,17569729,11108080
11108080,Wet_Tim,1,likely_unaltered,none_found,17569729,11108080
11108080,SP_ROC,1,likely_unaltered,none_found,17569729,11108080
11108080,SP_Dur,1,likely_unaltered,none_found,17569729,11108080
11108080,SP_Mag,-1,likely_altered,high,17569729,11108080
11108080,SP_Tim,1,likely_unaltered,none_found,17569729,11108080
11108080,Wet_BFL_Dur,1,likely_unaltered,none_found,17569729,11108080
11108080,Wet_BFL_Mag_10,1,likely_unaltered,none_found,17569729,11108080
11108080,Wet_BFL_Mag_50,0,indeterminate,low,17569729,11108080
11108080,Peak_Dur_10,-1,likely_altered,high,17569729,11108080
11108080,Peak_Dur_2,1,likely_unaltered,none_found,17569729,11108080
11108080,Peak_Dur_5,1,likely_unaltered,none_found,17569729,11108080
11108080,Peak_10,1,likely_unaltered,none_found,17569729,11108080
11108080,Peak_2,1,likely_unaltered,none_found,17569729,11108080
11108080,Peak_5,1,likely_unaltered,none_found,17569729,11108080
11108080,Peak_Fre_10,1,likely_unaltered,none_found,17569729,11108080
11108080,Peak_Fre_2,1,likely_unaltered,none_found,17569729,11108080
11108080,Peak_Fre_5,1,likely_unaltered,none_found,17569729,11108080
11108130,DS_Dur_WS,1,likely_unaltered,none_found,17569955,11108130
11108130,DS_Tim,1,likely_unaltered,none_found,17569955,11108130
11108130,DS_Mag_50,1,likely_unaltered,none_found,17569955,11108130
11108130,DS_Mag_90,1,likely_unaltered,none_found,17569955,11108130
11108130,FA_Dur,1,likely_unaltered,none_found,17569955,11108130
11108130,FA_Mag,1,likely_unaltered,none_found,17569955,11108130
11108130,FA_Tim,1,likely_unaltered,none_found,17569955,11108130
11108130,Wet_Tim,1,likely_unaltered,none_found,17569955,11108130
11108130,SP_ROC,1,likely_unaltered,none_found,17569955,11108130
11108130,SP_Dur,1,likely_unaltered,none_found,17569955,11108130
11108130,SP_Mag,1,likely_unaltered,none_found,17569955,11108130
11108130,SP_Tim,1,likely_unaltered,none_found,17569955,11108130
11108130,Wet_BFL_Dur,1,likely_unaltered,none_found,17569955,11108130
11108130,Wet_BFL_Mag_10,1,likely_unaltered,none_found,17569955,11108130
11108130,Wet_BFL_Mag_50,0,indeterminate,low,17569955,11108130
11108130,Peak_Dur_10,1,likely_unaltered,none_found,17569955,11108130
11108130,Peak_Dur_2,-1,likely_altered,high,17569955,11108130
11108130,Peak_Dur_5,1,likely_unaltered,none_found,17569955,11108130
11108130,Peak_10,1,likely_unaltered,none_found,17569955,11108130
11108130,Peak_2,1,likely_unaltered,none_found,17569955,11108130
11108130,Peak_5,1,likely_unaltered,none_found,17569955,11108130
11108130,Peak_Fre_10,1,likely_unaltered,none_found,17569955,11108130
11108130,Peak_Fre_2,1,likely_unaltered,none_found,17569955,11108130
11108130,Peak_Fre_5,1,likely_unaltered,none_found,17569955,11108130
11136000,DS_Dur_WS,1,likely_unaltered,none_found,17620130,11136000
11136000,DS_Tim,1,likely_unaltered,none_found,17620130,11136000
11136000,DS_Mag_50,1,likely_unaltered,none_found,17620130,11136000
11136000,DS_Mag_90,-1,likely_altered,low,17620130,11136000
11136000,FA_Dur,NA,Not_enough_data,undeterminable,17620130,11136000
11136000,FA_Mag,NA,Not_enough_data,undeterminable,17620130,11136000
11136000,FA_Tim,NA,Not_enough_data,undeterminable,17620130,11136000
11136000,Wet_Tim,1,likely_unaltered,none_found,17620130,11136000
11136000,SP_ROC,-1,likely_altered,high,17620130,11136000
11136000,SP_Dur,1,likely_unaltered,none_found,17620130,11136000
11136000,SP_Mag,1,likely_unaltered,none_found,17620130,11136000
11136000,SP_Tim,-1,likely_altered,early,17620130,11136000
11136000,Wet_BFL_Dur,1,likely_unaltered,none_found,17620130,11136000
11136000,Wet_BFL_Mag_10,-1,likely_altered,low,17620130,11136000
11136000,Wet_BFL_Mag_50,-1,likely_altered,low,17620130,11136000
11136000,Peak_Dur_10,NA,Not_enough_data,undeterminable,17620130,11136000
11136000,Peak_Dur_2,1,likely_unaltered,none_found,17620130,11136000
11136000,Peak_Dur_5,NA,Not_enough_data,undeterminable,17620130,11136000
11136000,Peak_10,-1,likely_altered,low,17620130,11136000
11136000,Peak_2,-1,likely_altered,low,17620130,11136000
11136000,Peak_5,-1,likely_altered,low,17620130,11136000
11136000,Peak_Fre_10,NA,Not_enough_data,undeterminable,17620130,11136000
11136000,Peak_Fre_2,1,likely_unaltered,none_found,17620130,11136000
11136000,Peak_Fre_5,NA,Not_enough_data,undeterminable,17620130,11136000
11144200,DS_Dur_WS,1,likely_unaltered,none_found,8213747,11144200
11144200,DS_Tim,1,likely_unaltered,none_found,8213747,11144200
11144200,DS_Mag_50,1,likely_unaltered,none_found,8213747,11144200
11144200,DS_Mag_90,1,likely_unaltered,none_found,8213747,11144200
11144200,FA_Dur,1,likely_unaltered,none_found,8213747,11144200
11144200,FA_Mag,-1,likely_altered,high,8213747,11144200
11144200,FA_Tim,1,likely_unaltered,none_found,8213747,11144200
11144200,Wet_Tim,1,likely_unaltered,none_found,8213747,11144200
11144200,SP_ROC,1,likely_unaltered,none_found,8213747,11144200
11144200,SP_Dur,1,likely_unaltered,none_found,8213747,11144200
11144200,SP_Mag,1,likely_unaltered,none_found,8213747,11144200
11144200,SP_Tim,1,likely_unaltered,none_found,8213747,11144200
11144200,Wet_BFL_Dur,1,likely_unaltered,none_found,8213747,11144200
11144200,Wet_BFL_Mag_10,-1,likely_altered,low,8213747,11144200
11144200,Wet_BFL_Mag_50,1,likely_unaltered,none_found,8213747,11144200
11144200,Peak_Dur_10,1,likely_unaltered,none_found,8213747,11144200
11144200,Peak_Dur_2,1,likely_unaltered,none_found,8213747,11144200
11144200,Peak_Dur_5,1,likely_unaltered,none_found,8213747,11144200
11144200,Peak_10,1,likely_unaltered,none_found,8213747,11144200
11144200,Peak_2,1,likely_unaltered,none_found,8213747,11144200
11144200,Peak_5,1,likely_unaltered,none_found,8213747,11144200
11144200,Peak_Fre_10,1,likely_unaltered,none_found,8213747,11144200
11144200,Peak_Fre_2,1,likely_unaltered,none_found,8213747,11144200
11144200,Peak_Fre_5,1,likely_unaltered,none_found,8213747,11144200
11149500,DS_Dur_WS,1,likely_unaltered,none_found,8211705,11149500
11149500,DS_Tim,1,likely_unaltered,none_found,8211705,11149500
11149500,DS_Mag_50,1,likely_unaltered,none_found,8211705,11149500
11149500,DS_Mag_90,1,likely_unaltered,none_found,8211705,11149500
11149500,FA_Dur,1,likely_unaltered,none_found,8211705,11149500
11149500,FA_Mag,1,likely_unaltered,none_found,8211705,11149500
11149500,FA_Tim,1,likely_unaltered,none_found,8211705,11149500
11149500,Wet_Tim,1,likely_unaltered,none_found,8211705,11149500
11149500,SP_ROC,1,likely_unaltered,none_found,8211705,11149500
11149500,SP_Dur,1,likely_unaltered,none_found,8211705,11149500
11149500,SP_Mag,1,likely_unaltered,none_found,8211705,11149500
11149500,SP_Tim,1,likely_unaltered,none_found,8211705,11149500
11149500,Wet_BFL_Dur,1,likely_unaltered,none_found,8211705,11149500
11149500,Wet_BFL_Mag_10,1,likely_unaltered,none_found,8211705,11149500
11149500,Wet_BFL_Mag_50,-1,likely_altered,high,8211705,11149500
11149500,Peak_Dur_10,1,likely_unaltered,none_found,8211705,11149500
11149500,Peak_Dur_2,1,likely_unaltered,none_found,8211705,11149500
11149500,Peak_Dur_5,1,likely_unaltered,none_found,8211705,11149500
11149500,Peak_10,1,likely_unaltered,none_found,8211705,11149500
11149500,Peak_2,1,likely_unaltered,none_found,8211705,11149500
11149500,Peak_5,1,likely_unaltered,none_found,8211705,11149500
11149500,Peak_Fre_10,1,likely_unaltered,none_found,8211705,11149500
11149500,Peak_Fre_2,1,likely_unaltered,none_found,8211705,11149500
11149500,Peak_Fre_5,1,likely_unaltered,none_found,8211705,11149500
11156000,DS_Dur_WS,1,likely_unaltered,none_found,17671773,11156000
11156000,DS_Tim,1,likely_unaltered,none_found,17671773,11156000
11156000,DS_Mag_50,1,likely_unaltered,none_found,17671773,11156000
11156000,DS_Mag_90,1,likely_unaltered,none_found,17671773,11156000
11156000,FA_Dur,1,likely_unaltered,none_found,17671773,11156000
11156000,FA_Mag,1,likely_unaltered,none_found,17671773,11156000
11156000,FA_Tim,1,likely_unaltered,none_found,17671773,11156000
11156000,Wet_Tim,0,indeterminate,early,17671773,11156000
11156000,SP_ROC,1,likely_unaltered,none_found,17671773,11156000
11156000,SP_Dur,1,likely_unaltered,none_found,17671773,11156000
11156000,SP_Mag,1,likely_unaltered,none_found,17671773,11156000
11156000,SP_Tim,1,likely_unaltered,none_found,17671773,11156000
11156000,Wet_BFL_Dur,1,likely_unaltered,none_found,17671773,11156000
11156000,Wet_BFL_Mag_10,1,likely_unaltered,none_found,17671773,11156000
11156000,Wet_BFL_Mag_50,1,likely_unaltered,none_found,17671773,11156000
11156000,Peak_Dur_10,-1,likely_altered,high,17671773,11156000
11156000,Peak_Dur_2,1,likely_unaltered,none_found,17671773,11156000
11156000,Peak_Dur_5,1,likely_unaltered,none_found,17671773,11156000
11156000,Peak_10,-1,likely_altered,low,17671773,11156000
11156000,Peak_2,1,likely_unaltered,none_found,17671773,11156000
11156000,Peak_5,-1,likely_altered,low,17671773,11156000
11156000,Peak_Fre_10,-1,likely_altered,high,17671773,11156000
11156000,Peak_Fre_2,1,likely_unaltered,none_found,17671773,11156000
11156000,Peak_Fre_5,-1,likely_altered,high,17671773,11156000
11161500,DS_Dur_WS,1,likely_unaltered,none_found,17684084,11161500
11161500,DS_Tim,1,likely_unaltered,none_found,17684084,11161500
11161500,DS_Mag_50,1,likely_unaltered,none_found,17684084,11161500
11161500,DS_Mag_90,1,likely_unaltered,none_found,17684084,11161500
11161500,FA_Dur,1,likely_unaltered,none_found,17684084,11161500
11161500,FA_Mag,1,likely_unaltered,none_found,17684084,11161500
11161500,FA_Tim,1,likely_unaltered,none_found,17684084,11161500
11161500,Wet_Tim,1,likely_unaltered,none_found,17684084,11161500
11161500,SP_ROC,1,likely_unaltered,none_found,17684084,11161500
11161500,SP_Dur,-1,likely_altered,low,17684084,11161500
11161500,SP_Mag,1,likely_unaltered,none_found,17684084,11161500
11161500,SP_Tim,1,likely_unaltered,none_found,17684084,11161500
11161500,Wet_BFL_Dur,1,likely_unaltered,none_found,17684084,11161500
11161500,Wet_BFL_Mag_10,1,likely_unaltered,none_found,17684084,11161500
11161500,Wet_BFL_Mag_50,1,likely_unaltered,none_found,17684084,11161500
11161500,Peak_Dur_10,1,likely_unaltered,none_found,17684084,11161500
11161500,Peak_Dur_2,1,likely_unaltered,none_found,17684084,11161500
11161500,Peak_Dur_5,1,likely_unaltered,none_found,17684084,11161500
11161500,Peak_10,1,likely_unaltered,none_found,17684084,11161500
11161500,Peak_2,-1,likely_altered,high,17684084,11161500
11161500,Peak_5,-1,likely_altered,high,17684084,11161500
11161500,Peak_Fre_10,1,likely_unaltered,none_found,17684084,11161500
11161500,Peak_Fre_2,1,likely_unaltered,none_found,17684084,11161500
11161500,Peak_Fre_5,1,likely_unaltered,none_found,17684084,11161500
11167000,DS_Dur_WS,0,indeterminate,low,17694425,11167000
11167000,DS_Tim,-1,likely_altered,late,17694425,11167000
11167000,DS_Mag_50,1,likely_unaltered,none_found,17694425,11167000
11167000,DS_Mag_90,-1,likely_altered,low,17694425,11167000
11167000,FA_Dur,1,likely_unaltered,none_found,17694425,11167000
11167000,FA_Mag,1,likely_unaltered,none_found,17694425,11167000
11167000,FA_Tim,-1,likely_altered,late,17694425,11167000
11167000,Wet_Tim,1,likely_unaltered,none_found,17694425,11167000
11167000,SP_ROC,1,likely_unaltered,none_found,17694425,11167000
11167000,SP_Dur,1,likely_unaltered,none_found,17694425,11167000
11167000,SP_Mag,-1,likely_altered,low,17694425,11167000
11167000,SP_Tim,0,indeterminate,late,17694425,11167000
11167000,Wet_BFL_Dur,1,likely_unaltered,none_found,17694425,11167000
11167000,Wet_BFL_Mag_10,1,likely_unaltered,none_found,17694425,11167000
11167000,Wet_BFL_Mag_50,1,likely_unaltered,none_found,17694425,11167000
11167000,Peak_Dur_10,1,likely_unaltered,none_found,17694425,11167000
11167000,Peak_Dur_2,1,likely_unaltered,none_found,17694425,11167000
11167000,Peak_Dur_5,1,likely_unaltered,none_found,17694425,11167000
11167000,Peak_10,1,likely_unaltered,none_found,17694425,11167000
11167000,Peak_2,-1,likely_altered,low,17694425,11167000
11167000,Peak_5,1,likely_unaltered,none_found,17694425,11167000
11167000,Peak_Fre_10,1,likely_unaltered,none_found,17694425,11167000
11167000,Peak_Fre_2,1,likely_unaltered,none_found,17694425,11167000
11167000,Peak_Fre_5,1,likely_unaltered,none_found,17694425,11167000
11167500,DS_Dur_WS,0,indeterminate,low,17694479,11167500
11167500,DS_Tim,-1,likely_altered,late,17694479,11167500
11167500,DS_Mag_50,1,likely_unaltered,none_found,17694479,11167500
11167500,DS_Mag_90,1,likely_unaltered,none_found,17694479,11167500
11167500,FA_Dur,1,likely_unaltered,none_found,17694479,11167500
11167500,FA_Mag,1,likely_unaltered,none_found,17694479,11167500
11167500,FA_Tim,1,likely_unaltered,none_found,17694479,11167500
11167500,Wet_Tim,1,likely_unaltered,none_found,17694479,11167500
11167500,SP_ROC,1,likely_unaltered,none_found,17694479,11167500
11167500,SP_Dur,1,likely_unaltered,none_found,17694479,11167500
11167500,SP_Mag,0,indeterminate,low,17694479,11167500
11167500,SP_Tim,-1,likely_altered,late,17694479,11167500
11167500,Wet_BFL_Dur,1,likely_unaltered,none_found,17694479,11167500
11167500,Wet_BFL_Mag_10,1,likely_unaltered,none_found,17694479,11167500
11167500,Wet_BFL_Mag_50,1,likely_unaltered,none_found,17694479,11167500
11167500,Peak_Dur_10,1,likely_unaltered,none_found,17694479,11167500
11167500,Peak_Dur_2,1,likely_unaltered,none_found,17694479,11167500
