metric,status_code,status,alteration_type,median_in_iqr,comid,gage_id
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,20357346,11048553
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,20357346,11048553
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,20357346,11048553
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,20357346,11048553
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,20357346,11048553
Peak_10,-1,likely_altered,low,FALSE,20357346,11048553
Peak_2,-1,likely_altered,low,FALSE,20357346,11048553
Peak_5,-1,likely_altered,low,FALSE,20357346,11048553
Peak_Fre_10,1,likely_unaltered,none_found,FALSE,20357346,11048553
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,20357346,11048553
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,20357346,11048553
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22555476,11049250
DS_Tim,1,likely_unaltered,none_found,TRUE,22555476,11049250
DS_Mag_50,-1,likely_altered,low,FALSE,22555476,11049250
DS_Mag_90,-1,likely_altered,low,FALSE,22555476,11049250
FA_Dur,-1,likely_altered,high,FALSE,22555476,11049250
FA_Mag,-1,likely_altered,low,FALSE,22555476,11049250
FA_Tim,-1,likely_altered,early,FALSE,22555476,11049250
Wet_Tim,1,likely_unaltered,none_found,FALSE,22555476,11049250
SP_ROC,-1,likely_altered,high,FALSE,22555476,11049250
SP_Mag,-1,likely_altered,low,FALSE,22555476,11049250
SP_Tim,1,likely_unaltered,none_found,TRUE,22555476,11049250
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22555476,11049250
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,22555476,11049250
Wet_BFL_Mag_50,1,likely_unaltered,none_found,FALSE,22555476,11049250
Peak_Dur_10,-1,likely_altered,high,FALSE,22555476,11049250
Peak_Dur_2,-1,likely_altered,high,FALSE,22555476,11049250
Peak_Dur_5,-1,likely_altered,high,FALSE,22555476,11049250
Peak_10,-1,likely_altered,low,FALSE,22555476,11049250
Peak_2,-1,likely_altered,low,FALSE,22555476,11049250
Peak_5,-1,likely_altered,low,FALSE,22555476,11049250
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22555476,11049250
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22555476,11049250
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22555476,11049250
DS_Dur_WS,1,likely_unaltered,none_found,FALSE,22555900,11049500
DS_Tim,1,likely_unaltered,none_found,FALSE,22555900,11049500
DS_Mag_50,-1,likely_altered,high,FALSE,22555900,11049500
DS_Mag_90,-1,likely_altered,high,FALSE,22555900,11049500
FA_Dur,1,likely_unaltered,none_found,TRUE,22555900,11049500
FA_Mag,-1,likely_altered,high,FALSE,22555900,11049500
FA_Tim,1,likely_unaltered,none_found,TRUE,22555900,11049500
Wet_Tim,0,indeterminate,unknown,TRUE,22555900,11049500
SP_ROC,1,likely_unaltered,none_found,FALSE,22555900,11049500
SP_Mag,1,likely_unaltered,none_found,FALSE,22555900,11049500
SP_Tim,1,likely_unaltered,none_found,FALSE,22555900,11049500
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22555900,11049500
Wet_BFL_Mag_10,-1,likely_altered,high,FALSE,22555900,11049500
Wet_BFL_Mag_50,-1,likely_altered,high,FALSE,22555900,11049500
Peak_Dur_10,-1,likely_altered,high,FALSE,22555900,11049500
Peak_Dur_2,-1,likely_altered,high,FALSE,22555900,11049500
Peak_Dur_5,-1,likely_altered,high,FALSE,22555900,11049500
Peak_10,1,likely_unaltered,none_found,FALSE,22555900,11049500
Peak_2,1,likely_unaltered,none_found,TRUE,22555900,11049500
Peak_5,1,likely_unaltered,none_found,FALSE,22555900,11049500
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22555900,11049500
Peak_Fre_2,1,likely_unaltered,none_found,FALSE,22555900,11049500
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22555900,11049500
DS_Dur_WS,1,likely_unaltered,none_found,FALSE,22555900,11049590
DS_Tim,-1,likely_altered,late,FALSE,22555900,11049590
DS_Mag_50,1,likely_unaltered,none_found,TRUE,22555900,11049590
DS_Mag_90,1,likely_unaltered,none_found,TRUE,22555900,11049590
FA_Dur,-1,likely_altered,low,FALSE,22555900,11049590
FA_Mag,1,likely_unaltered,none_found,TRUE,22555900,11049590
FA_Tim,-1,likely_altered,early,FALSE,22555900,11049590
Wet_Tim,-1,likely_altered,late,FALSE,22555900,11049590
SP_ROC,-1,likely_altered,high,FALSE,22555900,11049590
SP_Mag,1,likely_unaltered,none_found,TRUE,22555900,11049590
SP_Tim,0,indeterminate,unknown,TRUE,22555900,11049590
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22555900,11049590
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,22555900,11049590
Wet_BFL_Mag_50,0,indeterminate,unknown,TRUE,22555900,11049590
Peak_Dur_10,-1,likely_altered,high,FALSE,22555900,11049590
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22555900,11049590
Peak_Dur_5,-1,likely_altered,high,FALSE,22555900,11049590
Peak_10,-1,likely_altered,low,FALSE,22555900,11049590
Peak_2,1,likely_unaltered,none_found,TRUE,22555900,11049590
Peak_5,-1,likely_altered,low,FALSE,22555900,11049590
Peak_Fre_10,-1,likely_altered,high,FALSE,22555900,11049590
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22555900,11049590
Peak_Fre_5,-1,likely_altered,high,FALSE,22555900,11049590
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22555900,11051501
DS_Tim,1,likely_unaltered,none_found,FALSE,22555900,11051501
DS_Mag_50,-1,likely_altered,high,FALSE,22555900,11051501
DS_Mag_90,-1,likely_altered,high,FALSE,22555900,11051501
FA_Dur,1,likely_unaltered,none_found,FALSE,22555900,11051501
FA_Mag,-1,likely_altered,high,FALSE,22555900,11051501
FA_Tim,1,likely_unaltered,none_found,TRUE,22555900,11051501
Wet_Tim,1,likely_unaltered,none_found,TRUE,22555900,11051501
SP_ROC,1,likely_unaltered,none_found,FALSE,22555900,11051501
SP_Mag,-1,likely_altered,high,FALSE,22555900,11051501
SP_Tim,1,likely_unaltered,none_found,TRUE,22555900,11051501
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22555900,11051501
Wet_BFL_Mag_10,-1,likely_altered,high,FALSE,22555900,11051501
Wet_BFL_Mag_50,-1,likely_altered,high,FALSE,22555900,11051501
Peak_Dur_10,1,likely_unaltered,none_found,FALSE,22555900,11051501
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22555900,11051501
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22555900,11051501
Peak_10,-1,likely_altered,high,FALSE,22555900,11051501
Peak_2,-1,likely_altered,high,FALSE,22555900,11051501
Peak_5,-1,likely_altered,high,FALSE,22555900,11051501
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22555900,11051501
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22555900,11051501
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22555900,11051501
DS_Dur_WS,0,indeterminate,unknown,TRUE,22555900,11051502
DS_Tim,1,likely_unaltered,none_found,TRUE,22555900,11051502
DS_Mag_50,1,likely_unaltered,none_found,TRUE,22555900,11051502
DS_Mag_90,1,likely_unaltered,none_found,TRUE,22555900,11051502
FA_Dur,1,likely_unaltered,none_found,TRUE,22555900,11051502
FA_Mag,1,likely_unaltered,none_found,TRUE,22555900,11051502
FA_Tim,-1,likely_altered,early,FALSE,22555900,11051502
Wet_Tim,0,indeterminate,unknown,TRUE,22555900,11051502
SP_ROC,1,likely_unaltered,none_found,TRUE,22555900,11051502
SP_Mag,1,likely_unaltered,none_found,TRUE,22555900,11051502
SP_Tim,-1,likely_altered,late,FALSE,22555900,11051502
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22555900,11051502
Wet_BFL_Mag_10,0,indeterminate,low,FALSE,22555900,11051502
Wet_BFL_Mag_50,0,indeterminate,unknown,TRUE,22555900,11051502
Peak_Dur_10,-1,likely_altered,high,FALSE,22555900,11051502
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22555900,11051502
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22555900,11051502
Peak_10,-1,likely_altered,low,FALSE,22555900,11051502
Peak_2,1,likely_unaltered,none_found,TRUE,22555900,11051502
Peak_5,1,likely_unaltered,none_found,FALSE,22555900,11051502
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22555900,11051502
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22555900,11051502
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22555900,11051502
DS_Dur_WS,-1,likely_altered,low,FALSE,22555900,11052500
DS_Tim,-1,likely_altered,late,FALSE,22555900,11052500
DS_Mag_50,-1,likely_altered,high,FALSE,22555900,11052500
DS_Mag_90,-1,likely_altered,high,FALSE,22555900,11052500
FA_Dur,NA,not_enough_data,undeterminable,NA,22555900,11052500
FA_Mag,NA,not_enough_data,undeterminable,NA,22555900,11052500
FA_Tim,NA,not_enough_data,undeterminable,NA,22555900,11052500
Wet_Tim,0,indeterminate,late,FALSE,22555900,11052500
SP_ROC,1,likely_unaltered,none_found,TRUE,22555900,11052500
SP_Mag,1,likely_unaltered,none_found,TRUE,22555900,11052500
SP_Tim,-1,likely_altered,late,FALSE,22555900,11052500
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22555900,11052500
Wet_BFL_Mag_10,-1,likely_altered,high,FALSE,22555900,11052500
Wet_BFL_Mag_50,-1,likely_altered,high,FALSE,22555900,11052500
Peak_Dur_10,-1,likely_altered,high,FALSE,22555900,11052500
Peak_Dur_2,-1,likely_altered,high,FALSE,22555900,11052500
Peak_Dur_5,-1,likely_altered,high,FALSE,22555900,11052500
Peak_10,-1,likely_altered,low,FALSE,22555900,11052500
Peak_2,1,likely_unaltered,none_found,TRUE,22555900,11052500
Peak_5,1,likely_unaltered,none_found,FALSE,22555900,11052500
Peak_Fre_10,-1,likely_altered,high,FALSE,22555900,11052500
Peak_Fre_2,-1,likely_altered,high,FALSE,22555900,11052500
Peak_Fre_5,-1,likely_altered,high,FALSE,22555900,11052500
DS_Dur_WS,-1,likely_altered,low,FALSE,22555900,11055350
DS_Tim,-1,likely_altered,late,FALSE,22555900,11055350
DS_Mag_50,1,likely_unaltered,none_found,TRUE,22555900,11055350
DS_Mag_90,1,likely_unaltered,none_found,TRUE,22555900,11055350
FA_Dur,1,likely_unaltered,none_found,TRUE,22555900,11055350
FA_Mag,1,likely_unaltered,none_found,FALSE,22555900,11055350
FA_Tim,1,likely_unaltered,none_found,TRUE,22555900,11055350
Wet_Tim,-1,likely_altered,early,FALSE,22555900,11055350
SP_ROC,1,likely_unaltered,none_found,FALSE,22555900,11055350
SP_Mag,-1,likely_altered,low,FALSE,22555900,11055350
SP_Tim,-1,likely_altered,late,FALSE,22555900,11055350
Wet_BFL_Dur,-1,likely_altered,high,FALSE,22555900,11055350
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,22555900,11055350
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,22555900,11055350
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22555900,11055350
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22555900,11055350
Peak_Dur_5,1,likely_unaltered,none_found,FALSE,22555900,11055350
Peak_10,-1,likely_altered,low,FALSE,22555900,11055350
Peak_2,-1,likely_altered,low,FALSE,22555900,11055350
Peak_5,-1,likely_altered,low,FALSE,22555900,11055350
Peak_Fre_10,1,likely_unaltered,none_found,FALSE,22555900,11055350
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22555900,11055350
Peak_Fre_5,1,likely_unaltered,none_found,FALSE,22555900,11055350
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22555754,11055400
DS_Tim,1,likely_unaltered,none_found,FALSE,22555754,11055400
DS_Mag_50,-1,likely_altered,low,FALSE,22555754,11055400
DS_Mag_90,-1,likely_altered,low,FALSE,22555754,11055400
FA_Dur,1,likely_unaltered,none_found,FALSE,22555754,11055400
FA_Mag,1,likely_unaltered,none_found,FALSE,22555754,11055400
FA_Tim,1,likely_unaltered,none_found,FALSE,22555754,11055400
Wet_Tim,-1,likely_altered,late,FALSE,22555754,11055400
SP_ROC,1,likely_unaltered,none_found,FALSE,22555754,11055400
SP_Mag,-1,likely_altered,low,FALSE,22555754,11055400
SP_Tim,-1,likely_altered,late,FALSE,22555754,11055400
Wet_BFL_Dur,1,likely_unaltered,none_found,FALSE,22555754,11055400
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,22555754,11055400
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,22555754,11055400
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22555754,11055400
Peak_Dur_2,-1,likely_altered,high,FALSE,22555754,11055400
Peak_Dur_5,-1,likely_altered,high,FALSE,22555754,11055400
Peak_10,-1,likely_altered,low,FALSE,22555754,11055400
Peak_2,-1,likely_altered,low,FALSE,22555754,11055400
Peak_5,-1,likely_altered,low,FALSE,22555754,11055400
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22555754,11055400
Peak_Fre_2,1,likely_unaltered,none_found,FALSE,22555754,11055400
Peak_Fre_5,1,likely_unaltered,none_found,FALSE,22555754,11055400
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22555754,11055501
DS_Tim,1,likely_unaltered,none_found,TRUE,22555754,11055501
DS_Mag_50,1,likely_unaltered,none_found,TRUE,22555754,11055501
DS_Mag_90,1,likely_unaltered,none_found,TRUE,22555754,11055501
FA_Dur,1,likely_unaltered,none_found,TRUE,22555754,11055501
FA_Mag,1,likely_unaltered,none_found,TRUE,22555754,11055501
FA_Tim,1,likely_unaltered,none_found,TRUE,22555754,11055501
Wet_Tim,1,likely_unaltered,none_found,TRUE,22555754,11055501
SP_ROC,1,likely_unaltered,none_found,TRUE,22555754,11055501
SP_Mag,1,likely_unaltered,none_found,FALSE,22555754,11055501
SP_Tim,1,likely_unaltered,none_found,TRUE,22555754,11055501
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22555754,11055501
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,22555754,11055501
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,22555754,11055501
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22555754,11055501
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22555754,11055501
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22555754,11055501
Peak_10,1,likely_unaltered,none_found,TRUE,22555754,11055501
Peak_2,1,likely_unaltered,none_found,FALSE,22555754,11055501
Peak_5,1,likely_unaltered,none_found,TRUE,22555754,11055501
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22555754,11055501
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22555754,11055501
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22555754,11055501
DS_Dur_WS,1,likely_unaltered,none_found,FALSE,22555028,11055700
DS_Tim,1,likely_unaltered,none_found,FALSE,22555028,11055700
DS_Mag_50,0,indeterminate,unknown,TRUE,22555028,11055700
DS_Mag_90,1,likely_unaltered,none_found,FALSE,22555028,11055700
FA_Dur,1,likely_unaltered,none_found,TRUE,22555028,11055700
FA_Mag,1,likely_unaltered,none_found,TRUE,22555028,11055700
FA_Tim,1,likely_unaltered,none_found,TRUE,22555028,11055700
Wet_Tim,0,indeterminate,late,FALSE,22555028,11055700
SP_ROC,0,indeterminate,high,FALSE,22555028,11055700
SP_Mag,1,likely_unaltered,none_found,FALSE,22555028,11055700
SP_Tim,-1,likely_altered,late,FALSE,22555028,11055700
Wet_BFL_Dur,1,likely_unaltered,none_found,FALSE,22555028,11055700
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,22555028,11055700
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,22555028,11055700
Peak_Dur_10,-1,likely_altered,high,FALSE,22555028,11055700
Peak_Dur_2,-1,likely_altered,high,FALSE,22555028,11055700
Peak_Dur_5,-1,likely_altered,high,FALSE,22555028,11055700
Peak_10,-1,likely_altered,low,FALSE,22555028,11055700
Peak_2,-1,likely_altered,low,FALSE,22555028,11055700
Peak_5,-1,likely_altered,low,FALSE,22555028,11055700
Peak_Fre_10,1,likely_unaltered,none_found,FALSE,22555028,11055700
Peak_Fre_2,1,likely_unaltered,none_found,FALSE,22555028,11055700
Peak_Fre_5,1,likely_unaltered,none_found,FALSE,22555028,11055700
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22555028,11055801
DS_Tim,1,likely_unaltered,none_found,TRUE,22555028,11055801
DS_Mag_50,-1,likely_altered,high,FALSE,22555028,11055801
DS_Mag_90,-1,likely_altered,high,FALSE,22555028,11055801
FA_Dur,1,likely_unaltered,none_found,TRUE,22555028,11055801
FA_Mag,1,likely_unaltered,none_found,FALSE,22555028,11055801
FA_Tim,1,likely_unaltered,none_found,FALSE,22555028,11055801
Wet_Tim,1,likely_unaltered,none_found,FALSE,22555028,11055801
SP_ROC,1,likely_unaltered,none_found,TRUE,22555028,11055801
SP_Mag,-1,likely_altered,high,FALSE,22555028,11055801
SP_Tim,1,likely_unaltered,none_found,TRUE,22555028,11055801
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22555028,11055801
Wet_BFL_Mag_10,-1,likely_altered,high,FALSE,22555028,11055801
Wet_BFL_Mag_50,-1,likely_altered,high,FALSE,22555028,11055801
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22555028,11055801
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22555028,11055801
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22555028,11055801
Peak_10,-1,likely_altered,high,FALSE,22555028,11055801
Peak_2,-1,likely_altered,high,FALSE,22555028,11055801
Peak_5,-1,likely_altered,high,FALSE,22555028,11055801
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22555028,11055801
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22555028,11055801
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22555028,11055801
DS_Dur_WS,-1,likely_altered,low,FALSE,22555344,11058000
DS_Tim,-1,likely_altered,late,FALSE,22555344,11058000
DS_Mag_50,-1,likely_altered,low,FALSE,22555344,11058000
DS_Mag_90,-1,likely_altered,low,FALSE,22555344,11058000
FA_Dur,1,likely_unaltered,none_found,TRUE,22555344,11058000
FA_Mag,1,likely_unaltered,none_found,TRUE,22555344,11058000
FA_Tim,1,likely_unaltered,none_found,FALSE,22555344,11058000
Wet_Tim,-1,likely_altered,early,FALSE,22555344,11058000
SP_ROC,1,likely_unaltered,none_found,FALSE,22555344,11058000
SP_Mag,-1,likely_altered,low,FALSE,22555344,11058000
SP_Tim,1,likely_unaltered,none_found,TRUE,22555344,11058000
Wet_BFL_Dur,1,likely_unaltered,none_found,FALSE,22555344,11058000
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,22555344,11058000
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,22555344,11058000
Peak_Dur_10,1,likely_unaltered,none_found,FALSE,22555344,11058000
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22555344,11058000
Peak_Dur_5,1,likely_unaltered,none_found,FALSE,22555344,11058000
Peak_10,-1,likely_altered,low,FALSE,22555344,11058000
Peak_2,-1,likely_altered,low,FALSE,22555344,11058000
Peak_5,-1,likely_altered,low,FALSE,22555344,11058000
Peak_Fre_10,1,likely_unaltered,none_found,FALSE,22555344,11058000
Peak_Fre_2,1,likely_unaltered,none_found,FALSE,22555344,11058000
Peak_Fre_5,1,likely_unaltered,none_found,FALSE,22555344,11058000
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22555344,11058600
DS_Tim,1,likely_unaltered,none_found,TRUE,22555344,11058600
DS_Mag_50,1,likely_unaltered,none_found,TRUE,22555344,11058600
DS_Mag_90,1,likely_unaltered,none_found,TRUE,22555344,11058600
FA_Dur,1,likely_unaltered,none_found,TRUE,22555344,11058600
FA_Mag,1,likely_unaltered,none_found,TRUE,22555344,11058600
FA_Tim,1,likely_unaltered,none_found,TRUE,22555344,11058600
Wet_Tim,0,indeterminate,unknown,TRUE,22555344,11058600
SP_ROC,1,likely_unaltered,none_found,TRUE,22555344,11058600
SP_Mag,1,likely_unaltered,none_found,TRUE,22555344,11058600
SP_Tim,1,likely_unaltered,none_found,TRUE,22555344,11058600
Wet_BFL_Dur,1,likely_unaltered,none_found,FALSE,22555344,11058600
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,22555344,11058600
Wet_BFL_Mag_50,0,indeterminate,high,FALSE,22555344,11058600
Peak_Dur_10,1,likely_unaltered,none_found,FALSE,22555344,11058600
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22555344,11058600
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22555344,11058600
Peak_10,-1,likely_altered,high,FALSE,22555344,11058600
Peak_2,-1,likely_altered,high,FALSE,22555344,11058600
Peak_5,-1,likely_altered,high,FALSE,22555344,11058600
Peak_Fre_10,1,likely_unaltered,none_found,FALSE,22555344,11058600
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22555344,11058600
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22555344,11058600
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22557960,11059300
DS_Tim,1,likely_unaltered,none_found,TRUE,22557960,11059300
DS_Mag_50,-1,likely_altered,high,FALSE,22557960,11059300
DS_Mag_90,0,indeterminate,high,FALSE,22557960,11059300
FA_Dur,1,likely_unaltered,none_found,TRUE,22557960,11059300
FA_Mag,1,likely_unaltered,none_found,TRUE,22557960,11059300
FA_Tim,1,likely_unaltered,none_found,FALSE,22557960,11059300
Wet_Tim,1,likely_unaltered,none_found,TRUE,22557960,11059300
SP_ROC,0,indeterminate,high,FALSE,22557960,11059300
SP_Mag,1,likely_unaltered,none_found,TRUE,22557960,11059300
SP_Tim,1,likely_unaltered,none_found,TRUE,22557960,11059300
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22557960,11059300
Wet_BFL_Mag_10,0,indeterminate,unknown,TRUE,22557960,11059300
Wet_BFL_Mag_50,0,indeterminate,unknown,TRUE,22557960,11059300
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22557960,11059300
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22557960,11059300
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22557960,11059300
Peak_10,1,likely_unaltered,none_found,FALSE,22557960,11059300
Peak_2,1,likely_unaltered,none_found,FALSE,22557960,11059300
Peak_5,1,likely_unaltered,none_found,FALSE,22557960,11059300
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22557960,11059300
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22557960,11059300
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22557960,11059300
DS_Dur_WS,1,likely_unaltered,none_found,FALSE,24843814,11060900
DS_Tim,1,likely_unaltered,none_found,FALSE,24843814,11060900
DS_Mag_50,1,likely_unaltered,none_found,TRUE,24843814,11060900
DS_Mag_90,1,likely_unaltered,none_found,FALSE,24843814,11060900
FA_Dur,1,likely_unaltered,none_found,TRUE,24843814,11060900
FA_Mag,1,likely_unaltered,none_found,FALSE,24843814,11060900
FA_Tim,1,likely_unaltered,none_found,FALSE,24843814,11060900
Wet_Tim,-1,likely_altered,early,FALSE,24843814,11060900
SP_ROC,1,likely_unaltered,none_found,TRUE,24843814,11060900
SP_Mag,-1,likely_altered,low,FALSE,24843814,11060900
SP_Tim,1,likely_unaltered,none_found,TRUE,24843814,11060900
Wet_BFL_Dur,-1,likely_altered,high,FALSE,24843814,11060900
Wet_BFL_Mag_10,1,likely_unaltered,none_found,FALSE,24843814,11060900
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,24843814,11060900
Peak_Dur_10,-1,likely_altered,high,FALSE,24843814,11060900
Peak_Dur_2,-1,likely_altered,high,FALSE,24843814,11060900
Peak_Dur_5,-1,likely_altered,high,FALSE,24843814,11060900
Peak_10,-1,likely_altered,low,FALSE,24843814,11060900
Peak_2,-1,likely_altered,low,FALSE,24843814,11060900
Peak_5,-1,likely_altered,low,FALSE,24843814,11060900
Peak_Fre_10,-1,likely_altered,high,FALSE,24843814,11060900
Peak_Fre_2,-1,likely_altered,high,FALSE,24843814,11060900
Peak_Fre_5,-1,likely_altered,high,FALSE,24843814,11060900
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,24843814,11061000
DS_Tim,-1,likely_altered,late,FALSE,24843814,11061000
DS_Mag_50,-1,likely_altered,low,FALSE,24843814,11061000
DS_Mag_90,-1,likely_altered,low,FALSE,24843814,11061000
FA_Dur,0,indeterminate,low,FALSE,24843814,11061000
FA_Mag,-1,likely_altered,low,FALSE,24843814,11061000
FA_Tim,-1,likely_altered,early,FALSE,24843814,11061000
Wet_Tim,1,likely_unaltered,none_found,TRUE,24843814,11061000
SP_ROC,1,likely_unaltered,none_found,TRUE,24843814,11061000
SP_Mag,-1,likely_altered,low,FALSE,24843814,11061000
SP_Tim,0,indeterminate,unknown,TRUE,24843814,11061000
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,24843814,11061000
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,24843814,11061000
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,24843814,11061000
Peak_Dur_10,-1,likely_altered,high,FALSE,24843814,11061000
Peak_Dur_2,-1,likely_altered,high,FALSE,24843814,11061000
Peak_Dur_5,-1,likely_altered,high,FALSE,24843814,11061000
Peak_10,-1,likely_altered,low,FALSE,24843814,11061000
Peak_2,-1,likely_altered,low,FALSE,24843814,11061000
Peak_5,-1,likely_altered,low,FALSE,24843814,11061000
Peak_Fre_10,-1,likely_altered,high,FALSE,24843814,11061000
Peak_Fre_2,1,likely_unaltered,none_found,FALSE,24843814,11061000
Peak_Fre_5,1,likely_unaltered,none_found,FALSE,24843814,11061000
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,24843814,11062001
DS_Tim,1,likely_unaltered,none_found,TRUE,24843814,11062001
DS_Mag_50,1,likely_unaltered,none_found,FALSE,24843814,11062001
DS_Mag_90,1,likely_unaltered,none_found,FALSE,24843814,11062001
FA_Dur,1,likely_unaltered,none_found,TRUE,24843814,11062001
FA_Mag,1,likely_unaltered,none_found,FALSE,24843814,11062001
FA_Tim,1,likely_unaltered,none_found,TRUE,24843814,11062001
Wet_Tim,1,likely_unaltered,none_found,TRUE,24843814,11062001
SP_ROC,1,likely_unaltered,none_found,FALSE,24843814,11062001
SP_Mag,1,likely_unaltered,none_found,FALSE,24843814,11062001
SP_Tim,1,likely_unaltered,none_found,FALSE,24843814,11062001
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,24843814,11062001
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,24843814,11062001
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,24843814,11062001
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,24843814,11062001
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,24843814,11062001
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,24843814,11062001
Peak_10,1,likely_unaltered,none_found,FALSE,24843814,11062001
Peak_2,1,likely_unaltered,none_found,FALSE,24843814,11062001
Peak_5,1,likely_unaltered,none_found,FALSE,24843814,11062001
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,24843814,11062001
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,24843814,11062001
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,24843814,11062001
DS_Dur_WS,1,likely_unaltered,none_found,FALSE,24843814,11062399
