StationCode,SampleID,latitude,longitude,YYYY,MM,DD
105CE0149,105CE0149_20050927_BMI_TRC_1,41.48333,-123.74194,2005,9,27
105CE0173,105CE0173_20051207_BMI_RWB_1,41.73972,-122.62972,2005,12,7
105CE0173,105CE0173_20051207_BMI_TRC_1,41.73972,-122.62972,2005,12,7
105CE0205,105CE0205_20060619_BMI_RWB_1,41.70111,-122.6425,2006,6,19
105CE0205,105CE0205_20060619_BMI_TRC_1,41.70111,-122.6425,2006,6,19
105CE0269,105CE0269_20060609_BMI_RWB_1,41.78232,-122.47448,2006,6,9
105CE0329,105CE0329_20070717_BMI_RWB_1,41.3075,-123.03361,2007,7,17
105CE0329,105CE0329_20070717_BMI_TRC_1,41.3075,-123.03361,2007,7,17
105CE0329,105CE0329_20140723_BMI_RWB_1,41.3075,-123.03361,2014,7,23
105CE0381,105CE0381_20070716_BMI_RWB_1,41.71694,-122.35111,2007,7,16
105CE0381,105CE0381_20070716_BMI_TRC_1,41.71694,-122.35111,2007,7,16
105CE0489,105CE0489_20050713_BMI_RWB_1,41.47694,-122.84972,2005,7,13
105CE0489,105CE0489_20050713_BMI_TRC_1,41.47694,-122.84972,2005,7,13
105CE0525,105CE0525_20050809_BMI_RWB_1,41.73671,-122.55309,2005,8,9
105CE0525,105CE0525_20050809_BMI_TRC_1,41.73671,-122.55309,2005,8,9
105CE0557,105CE0557_20050709_BMI_RWB_1,41.53945,-122.84279,2005,7,9
105CE0557,105CE0557_20050709_BMI_TRC_1,41.53945,-122.84279,2005,7,9
105CE0685,105CE0685_20070718_BMI_RWB_1,41.77138,-122.605,2007,7,18
105CE0685,105CE0685_20070718_BMI_TRC_1,41.77138,-122.605,2007,7,18
105CE0765,105CE0765_20041207_BMI_RWB_1,41.46138,-122.43888,2004,12,7
105CE0765,105CE0765_20041207_BMI_TRC_1,41.46138,-122.43888,2004,12,7
105CLCATC,105CLCATC_20101008_BMI_RWB_1,41.7349,-123.54822,2010,10,8
105CR0901,105CR0901_20141108_BMI_RWB_1,41.3226,-123.5227,2014,11,8
105CR0901,105CR0901_20140723_BMI_RWB_1,41.3226,-123.5227,2014,7,23
105CR0913,105CR0913_20141208_BMI_RWB_1,41.844,-122.8934,2014,12,8
105DLCDCC,105DLCDCC_20090508_BMI_RWB_1,41.57269,-123.54353,2009,5,8
105DLCDCC,105DLCDCC_20090915_BMI_RWB_1,41.57269,-123.54353,2009,9,15
105DLCDCC,105DLCDCC_20090519_BMI_RWB_1,41.57269,-123.54353,2009,5,19
105DLCDCC,105DLCDCC_20091020_BMI_RWB_1,41.57269,-123.54353,2009,10,20
105DLCDCC,105DLCDCC_20090623_BMI_RWB_1,41.57269,-123.54353,2009,6,23
105FC1116,105FC1116_20140508_BMI_RWB_1,41.91258,-120.92125,2014,5,8
105FC1120,105FC1120_20140730_BMI_RWB_1,41.55364,-121.92469,2014,7,30
105FC1297,105FC1297_20140722_BMI_RWB_1,41.3286,-123.41992,2014,7,22
105FCA010,105FCA010_20080309_BMI_RWB_1,42.001220000000004,-122.76609,2008,3,9
105FCA020,105FCA020_20090508_BMI_RWB_1,41.31853,-123.52796,2009,5,8
105FCA020,105FCA020_20090508_BMI_RWB_2,41.31853,-123.52796,2009,5,8
105FCA020,105FCA020_20080918_BMI_RWB_1,41.31853,-123.52796,2008,9,18
105FCA040,105FCA040_20080920_BMI_RWB_1,41.53926,-123.52673,2008,9,20
105FCA056,105FCA056_20080919_BMI_RWB_1,41.4564,-123.93556,2008,9,19
105FCA068,105FCA068_20080921_BMI_RWB_1,41.84335,-122.89971,2008,9,21
105FCA116,105FCA116_20090807_BMI_RWB_1,41.31833,-123.04833000000001,2009,8,7
105FCA116,105FCA116_20130716_BMI_RWB_1,41.31833,-123.04833000000001,2013,7,16
105FCA132,105FCA132_20090707_BMI_RWB_1,41.95472,-122.66083,2009,7,7
105FLH087,105FLH087_20160719_BMI_RWB_1,41.8124,-120.79008,2016,7,19
105FS0416,105FS0416_20130924_BMI_RWB_1,41.61411,-123.28187,2013,9,24
105FS0425,105FS0425_20111008_BMI_RWB_1,41.35799,-123.07511,2011,10,8
105FS0428,105FS0428_20110308_BMI_RWB_1,41.44105,-123.3582,2011,3,8
105NWC151,105NWC151_20130626_BMI_RWB_1,41.91713,-120.88105,2013,6,26
105PS0028,105PS0028_20081208_BMI_RWB_1,41.75104,-122.00236,2008,12,8
105PS0028,105PS0028_20080826_BMI_RWB_1,41.75104,-122.00236,2008,8,26
105PS0043,105PS0043_20080917_BMI_RWB_1,41.72919,-123.23588,2008,9,17
105PS0067,105PS0067_20090915_BMI_RWB_1,41.13969,-123.13928,2009,9,15
105PS0067,105PS0067_20090824_BMI_RWB_1,41.13969,-123.13928,2009,8,24
105PS0067,105PS0067_20090824_BMI_RWB_2,41.13969,-123.13928,2009,8,24
105PS0069,105PS0069_20090818_BMI_RWB_1,41.2952,-123.94041,2009,8,18
105PS0083,105PS0083_20090809_BMI_RWB_1,41.36472,-123.18805,2009,8,9
105PS0090,105PS0090_20120708_BMI_RWB_1,41.07997,-123.02911,2012,7,8
105PS0090,105PS0090_20090825_BMI_RWB_1,41.07997,-123.02911,2009,8,25
105PS0092,105PS0092_20081108_BMI_RWB_1,41.5766,-121.92436,2008,11,8
105PS0097,105PS0097_20090809_BMI_RWB_1,41.73897,-123.35637,2009,8,9
105PS0097,105PS0097_20090809_BMI_RWB_2,41.73897,-123.35637,2009,8,9
105PS0097,105PS0097_20140722_BMI_RWB_1,41.73897,-123.35637,2014,7,22
105PS0107,105PS0107_20090914_BMI_RWB_1,41.71232,-123.0186,2009,9,14
105PS0129,105PS0129_20101108_BMI_RWB_1,41.92387,-123.46497,2010,11,8
105PS0129,105PS0129_20101108_BMI_RWB_2,41.92387,-123.46497,2010,11,8
105PS0149,105PS0149_20120829_BMI_RWB_1,41.241,-123.65545,2012,8,29
105PS0154,105PS0154_20110908_BMI_RWB_1,41.09811,-123.0733,2011,9,8
105PS0154,105PS0154_20110908_BMI_RWB_2,41.09811,-123.0733,2011,9,8
105PS0188,105PS0188_20080826_BMI_RWB_1,41.71972,-122.34917,2008,8,26
105PS0188,105PS0188_20080826_BMI_RWB_2,41.71972,-122.34917,2008,8,26
105PS0193,105PS0193_20120829_BMI_RWB_1,41.8294,-123.3849,2012,8,29
105PS0195,105PS0195_20120708_BMI_RWB_1,41.1889,-123.0749,2012,7,8
105PS0211,105PS0211_20130916_BMI_RWB_1,41.42697,-122.9217,2013,9,16
105PS0211,105PS0211_20130820_BMI_RWB_1,41.42697,-122.9217,2013,8,20
105PS0231,105PS0231_20130829_BMI_RWB_1,41.60865,-122.45671,2013,8,29
105PS0259,105PS0259_20130917_BMI_RWB_1,41.14068,-123.17273,2013,9,17
105PS0267,105PS0267_20140721_BMI_RWB_1,41.88061,-123.12994,2014,7,21
105PS0276,105PS0276_20090109_BMI_RWB_1,41.98998,-120.81077,2009,1,9
105PS0276,105PS0276_20090922_BMI_RWB_1,41.98998,-120.81077,2009,9,22
105PS0468,105PS0468_20090109_BMI_RWB_1,41.90294,-121.01732,2009,1,9
105PS0540,105PS0540_20100508_BMI_RWB_1,41.62029,-122.06964,2010,5,8
105PS0540,105PS0540_20150308_BMI_RWB_1,41.62029,-122.06964,2015,3,8
105PS0540,105PS0540_20160614_BMI_RWB_1,41.62029,-122.06964,2016,6,14
105PS0540,105PS0540_20100915_BMI_RWB_1,41.62029,-122.06964,2010,9,15
105PS0660,105PS0660_20100308_BMI_RWB_1,41.91571,-120.88863,2010,3,8
105PS0660,105PS0660_20100308_BMI_RWB_2,41.91571,-120.88863,2010,3,8
105PS1148,105PS1148_20120918_BMI_RWB_1,41.8659,-122.4641,2012,9,18
105PS1404,105PS1404_20130828_BMI_RWB_1,41.92433,-122.38887,2013,8,28
105PS1404,105PS1404_20130828_BMI_RWB_2,41.92433,-122.38887,2013,8,28
105PS1492,105PS1492_20140608_BMI_RWB_1,41.86231,-120.995,2014,6,8
105SED077,105SED077_20080916_BMI_RWB_1,41.62417,-122.06463,2008,9,16
105TMCACC,105TMCACC_20101008_BMI_RWB_1,41.73691,-123.54855,2010,10,8
105WE0579,105WE0579_20020522_BMI_RWB_1,41.24859,-123.77525,2002,5,22
105WE0579,105WE0579_20030728_BMI_RWB_1,41.24859,-123.77525,2003,7,28
105WE0583,105WE0583_20010108_BMI_CSBP_Trans_1,41.70845,-123.13085,2001,1,8
105WE0583,105WE0583_20010108_BMI_RWB_1,41.70845,-123.13085,2001,1,8
105WE0583,105WE0583_20010108_BMI_TRC_1,41.70845,-123.13085,2001,1,8
105WE0591,105WE0591_20000709_BMI_RWB_1,41.60326,-123.49999,2000,7,9
105WE0591,105WE0591_20030725_BMI_RWB_1,41.60326,-123.49999,2003,7,25
105WE0592,105WE0592_20001209_BMI_CSBP_Trans_1,41.3626,-122.5188,2000,12,9
105WE0592,105WE0592_20001209_BMI_RWB_1,41.3626,-122.5188,2000,12,9
105WE0592,105WE0592_20001209_BMI_TRC_1,41.3626,-122.5188,2000,12,9
105WE0592,105WE0592_20150713_BMI_RWB_1,41.3626,-122.5188,2015,7,13
105WE0598,105WE0598_20020917_BMI_RWB_1,41.24444,-123.32795,2002,9,17
105WE0598,105WE0598_20020917_BMI_TRC_1,41.24444,-123.32795,2002,9,17
105WE0598,105WE0598_20140724_BMI_RWB_1,41.24444,-123.32795,2014,7,24
105WE0601,105WE0601_20000509_BMI_RWB_1,41.83196,-122.84729,2000,5,9
105WE0603,105WE0603_20010622_BMI_RWB_1,41.2912,-123.56865,2001,6,22
105WE0603,105WE0603_20030729_BMI_RWB_1,41.2912,-123.56865,2003,7,29
105WE0604,105WE0604_20000913_BMI_CSBP_Trans_1,41.33837,-122.9178,2000,9,13
105WE0604,105WE0604_20000913_BMI_RWB_1,41.33837,-122.9178,2000,9,13
105WE0604,105WE0604_20000913_BMI_TRC_1,41.33837,-122.9178,2000,9,13
105WE0613,105WE0613_20000808_BMI_CSBP_Trans_1,41.88844,-123.4131,2000,8,8
105WE0613,105WE0613_20000808_BMI_RWB_1,41.88844,-123.4131,2000,8,8
105WE0613,105WE0613_20000808_BMI_TRC_1,41.88844,-123.4131,2000,8,8
105WE0630,105WE0630_20001109_BMI_RWB_1,41.46137,-123.49679,2000,11,9
105WE0630,105WE0630_20040517_BMI_RWB_1,41.46137,-123.49679,2004,5,17
105WE0756,105WE0756_20010821_BMI_CSBP_Trans_1,41.49024,-122.02899,2001,8,21
105WE0756,105WE0756_20010821_BMI_RWB_1,41.49024,-122.02899,2001,8,21
105WE0756,105WE0756_20010821_BMI_TRC_1,41.49024,-122.02899,2001,8,21
105WE0756,105WE0756_20020926_BMI_RWB_1,41.49024,-122.02899,2002,9,26
105WE0756,105WE0756_20020926_BMI_TRC_1,41.49024,-122.02899,2002,9,26
105WE0756,105WE0756_20010927_BMI_CSBP_Trans_1,41.49024,-122.02899,2001,9,27
105WE0756,105WE0756_20010927_BMI_RWB_1,41.49024,-122.02899,2001,9,27
105WE0756,105WE0756_20010927_BMI_TRC_1,41.49024,-122.02899,2001,9,27
105WE0756,105WE0756_20020731_BMI_RWB_1,41.49024,-122.02899,2002,7,31
105WE0756,105WE0756_20020731_BMI_TRC_1,41.49024,-122.02899,2002,7,31
105WE0761,105WE0761_20010210_BMI_CSBP_Trans_1,41.66347,-123.27663,2001,2,10
105WE0761,105WE0761_20010210_BMI_RWB_1,41.66347,-123.27663,2001,2,10
105WE0761,105WE0761_20010210_BMI_TRC_1,41.66347,-123.27663,2001,2,10
105WE0811,105WE0811_20150818_BMI_RWB_1,41.57212,-123.64054,2015,8,18
105WE0811,105WE0811_20010731_BMI_CSBP_Trans_1,41.57212,-123.64054,2001,7,31
105WE0811,105WE0811_20010731_BMI_RWB_1,41.57212,-123.64054,2001,7,31
105WE0811,105WE0811_20010731_BMI_TRC_1,41.57212,-123.64054,2001,7,31
105WE0833,105WE0833_20010815_BMI_RWB_1,41.8617,-122.20766,2001,8,15
105WE0833,105WE0833_20010815_BMI_RWB_2,41.8617,-122.20766,2001,8,15
105WE0845,105WE0845_20010926_BMI_CSBP_Trans_1,42.003,-122.76312,2001,9,26
105WE0845,105WE0845_20010926_BMI_RWB_1,42.003,-122.76312,2001,9,26
105WE0845,105WE0845_20010926_BMI_TRC_1,42.003,-122.76312,2001,9,26
105WE0857,105WE0857_20030826_BMI_RWB_1,41.8443,-123.19272,2003,8,26
105WE0857,105WE0857_20030826_BMI_TRC_1,41.8443,-123.19272,2003,8,26
105WE1000,105WE1000_20020717_BMI_RWB_1,41.74725,-122.62649,2002,7,17
105WE1000,105WE1000_20020717_BMI_TRC_1,41.74725,-122.62649,2002,7,17
105WE1005,105WE1005_20020821_BMI_RWB_1,41.11777,-123.81514,2002,8,21
105WE1005,105WE1005_20020821_BMI_TRC_1,41.11777,-123.81514,2002,8,21
105WE1060,105WE1060_20020822_BMI_RWB_1,41.39686,-123.83009,2002,8,22
105WE1060,105WE1060_20020822_BMI_TRC_1,41.39686,-123.83009,2002,8,22
105WE1064,105WE1064_20020716_BMI_RWB_1,41.81902,-122.81502,2002,7,16
105WE1064,105WE1064_20020716_BMI_TRC_1,41.81902,-122.81502,2002,7,16
105WE1067,105WE1067_20021007_BMI_RWB_1,41.3289,-122.84332,2002,10,7
105WE1067,105WE1067_20021007_BMI_TRC_1,41.3289,-122.84332,2002,10,7
105WE1091,105WE1091_20020813_BMI_RWB_1,41.05071,-122.93366,2002,8,13
105WE1091,105WE1091_20020813_BMI_TRC_1,41.05071,-122.93366,2002,8,13
105WE1091,105WE1091_20150714_BMI_RWB_1,41.05071,-122.93366,2015,7,14
105WER052,105WER052_20030827_BMI_RWB_1,41.31614,-123.05905,2003,8,27
105WER052,105WER052_20030827_BMI_TRC_1,41.31614,-123.05905,2003,8,27
105WLC135,105WLC135_20130708_BMI_RWB_1,41.89911,-121.04438,2013,7,8
105WLCABC,105WLCABC_20110308_BMI_RWB_1,41.44211,-123.34896,2011,3,8
106CE0217,106CE0217_20061207_BMI_RWB_1,40.55472,-123.09861,2006,12,7
106CE0217,106CE0217_20061207_BMI_TRC_1,40.55472,-123.09861,2006,12,7
106CE0257,106CE0257_20061107_BMI_RWB_1,40.45583,-123.16222,2006,11,7
106CE0257,106CE0257_20061107_BMI_TRC_1,40.45583,-123.16222,2006,11,7
106CE0377,106CE0377_20070815_BMI_RWB_1,40.62472,-123.44166,2007,8,15
106CE0377,106CE0377_20070815_BMI_TRC_1,40.62472,-123.44166,2007,8,15
106CE0521,106CE0521_20060720_BMI_RWB_1,41.04583,-123.53888,2006,7,20
106CE0521,106CE0521_20060720_BMI_TRC_1,41.04583,-123.53888,2006,7,20
106CE0577,106CE0577_20060713_BMI_RWB_1,40.59777,-122.90361,2006,7,13
106CE0577,106CE0577_20060713_BMI_TRC_1,40.59777,-122.90361,2006,7,13
106CE0713,106CE0713_20070813_BMI_RWB_1,40.75027,-122.91777,2007,8,13
106CE0713,106CE0713_20070813_BMI_TRC_1,40.75027,-122.91777,2007,8,13
106FC1183,106FC1183_20140724_BMI_RWB_1,40.63704,-122.7465,2014,7,24
106FC1313,106FC1313_20140723_BMI_RWB_1,40.87032,-122.80039,2014,7,23
106FCA008,106FCA008_20090623_BMI_RWB_1,40.62833,-123.37666,2009,6,23
106FCA036,106FCA036_20130715_BMI_RWB_1,40.80167,-122.92944,2013,7,15
106FCA036,106FCA036_20090622_BMI_RWB_1,40.80167,-122.92944,2009,6,22
106FS0040,106FS0040_20110830_BMI_RWB_1,40.16904,-123.02523,2011,8,30
106HLCACC,106HLCACC_20130923_BMI_RWB_1,41.01605,-123.59623,2013,9,23
106MNCAHC,106MNCAHC_20080110_BMI_RWB_1,40.638,-123.321,2008,1,10
106MNCAHC,106MNCAHC_20080110_BMI_RWB_2,40.638,-123.321,2008,1,10
106PS0022,106PS0022_20080930_BMI_RWB_1,40.67269,-123.52279,2008,9,30
106PS0051,106PS0051_20080916_BMI_RWB_1,41.24781,-122.64249,2008,9,16
106PS0051,106PS0051_20080916_BMI_RWB_2,41.24781,-122.64249,2008,9,16
106PS0078,106PS0078_20090826_BMI_RWB_1,40.55161,-123.13495,2009,8,26
106PS0106,106PS0106_20090809_BMI_RWB_1,40.81234,-123.11985,2009,8,9
106PS0106,106PS0106_20090809_BMI_RWB_2,40.81234,-123.11985,2009,8,9
106PS0115,106PS0115_20100921_BMI_RWB_1,41.17285,-122.86988,2010,9,21
106PS0122,106PS0122_20100920_BMI_RWB_1,41.11227,-122.86482,2010,9,20
106PS0124,106PS0124_20100816_BMI_RWB_1,40.1704,-123.02884,2010,8,16
106PS0142,106PS0142_20100719_BMI_RWB_1,40.45844,-123.16716,2010,7,19
106PS0166,106PS0166_20110208_BMI_RWB_1,41.04441,-123.61115,2011,2,8
106PS0173,106PS0173_20110408_BMI_RWB_1,40.37818,-123.29889,2011,4,8
106PS0186,106PS0186_20120926_BMI_RWB_1,40.3062,-123.1213,2012,9,26
106PTCAHC,106PTCAHC_20080209_BMI_RWB_1,40.49615,-123.03502,2008,2,9
106WE0505,106WE0505_20000908_BMI_CSBP_Trans_1,40.86244,-122.90169,2000,9,8
106WE0505,106WE0505_20000908_BMI_RWB_1,40.86244,-122.90169,2000,9,8
106WE0505,106WE0505_20000908_BMI_TRC_1,40.86244,-122.90169,2000,9,8
106WE0505,106WE0505_20010410_BMI_CSBP_Trans_1,40.86244,-122.90169,2001,4,10
106WE0505,106WE0505_20010410_BMI_RWB_1,40.86244,-122.90169,2001,4,10
106WE0505,106WE0505_20010410_BMI_TRC_1,40.86244,-122.90169,2001,4,10
106WE0505,106WE0505_20010509_BMI_CSBP_Trans_1,40.86244,-122.90169,2001,5,9
106WE0505,106WE0505_20010509_BMI_RWB_1,40.86244,-122.90169,2001,5,9
106WE0505,106WE0505_20010509_BMI_TRC_1,40.86244,-122.90169,2001,5,9
106WE0505,106WE0505_20000914_BMI_CSBP_Trans_1,40.86244,-122.90169,2000,9,14
106WE0505,106WE0505_20000914_BMI_RWB_1,40.86244,-122.90169,2000,9,14
106WE0505,106WE0505_20000914_BMI_TRC_1,40.86244,-122.90169,2000,9,14
106WE0505,106WE0505_20140721_BMI_RWB_1,40.86244,-122.90169,2014,7,21
106WE0574,106WE0574_20000815_BMI_CSBP_Trans_1,41.0483,-122.6553,2000,8,15
106WE0574,106WE0574_20000815_BMI_RWB_1,41.0483,-122.6553,2000,8,15
106WE0574,106WE0574_20000815_BMI_TRC_1,41.0483,-122.6553,2000,8,15
106WE0580,106WE0580_20000830_BMI_RWB_1,40.7789,-123.33513,2000,8,30
106WE0581,106WE0581_20010726_BMI_RWB_1,40.25425,-123.1078,2001,7,26
106WE0587,106WE0587_20000816_BMI_CSBP_Trans_1,40.62725,-123.3729,2000,8,16
106WE0587,106WE0587_20000816_BMI_RWB_1,40.62725,-123.3729,2000,8,16
106WE0587,106WE0587_20000816_BMI_TRC_1,40.62725,-123.3729,2000,8,16
106WE0593,106WE0593_20010828_BMI_CSBP_Trans_1,40.84723,-123.39963,2001,8,28
106WE0593,106WE0593_20010828_BMI_RWB_1,40.84723,-123.39963,2001,8,28
106WE0593,106WE0593_20010828_BMI_TRC_1,40.84723,-123.39963,2001,8,28
106WE0768,106WE0768_20010725_BMI_CSBP_Trans_1,40.62567,-122.95602,2001,7,25
106WE0768,106WE0768_20010725_BMI_RWB_1,40.62567,-122.95602,2001,7,25
106WE0768,106WE0768_20010725_BMI_TRC_1,40.62567,-122.95602,2001,7,25
106WE0812,106WE0812_20011207_BMI_CSBP_Trans_1,40.68862,-122.93228,2001,12,7
106WE0812,106WE0812_20011207_BMI_RWB_1,40.68862,-122.93228,2001,12,7
106WE0812,106WE0812_20011207_BMI_TRC_1,40.68862,-122.93228,2001,12,7
106WE0824,106WE0824_20010724_BMI_CSBP_Trans_1,41.19708,-122.52973,2001,7,24
106WE0824,106WE0824_20010724_BMI_RWB_1,41.19708,-122.52973,2001,7,24
106WE0824,106WE0824_20010724_BMI_TRC_1,41.19708,-122.52973,2001,7,24
106WE0831,106WE0831_20011107_BMI_CSBP_Trans_1,40.6977,-123.36434,2001,11,7
106WE0831,106WE0831_20011107_BMI_RWB_1,40.6977,-123.36434,2001,11,7
106WE0831,106WE0831_20011107_BMI_TRC_1,40.6977,-123.36434,2001,11,7
106WE0843,106WE0843_20010310_BMI_CSBP_Trans_1,40.44593,-122.94635,2001,3,10
106WE0843,106WE0843_20010310_BMI_RWB_1,40.44593,-122.94635,2001,3,10
106WE0843,106WE0843_20010310_BMI_TRC_1,40.44593,-122.94635,2001,3,10
106WE1055,106WE1055_20021107_BMI_RWB_1,40.90353,-123.01368,2002,11,7
106WE1055,106WE1055_20021107_BMI_TRC_1,40.90353,-123.01368,2002,11,7
106WE1055,106WE1055_20150720_BMI_RWB_1,40.90353,-123.01368,2015,7,20
106WE1062,106WE1062_20021209_BMI_RWB_1,40.60279,-122.91109,2002,12,9
106WE1062,106WE1062_20021209_BMI_TRC_1,40.60279,-122.91109,2002,12,9
106WE1066,106WE1066_20020717_BMI_RWB_1,41.15445,-123.56903,2002,7,17
106WE1066,106WE1066_20020717_BMI_TRC_1,41.15445,-123.56903,2002,7,17
106WE1079,106WE1079_20020907_BMI_RWB_1,41.13251,-122.80644,2002,9,7
106WE1079,106WE1079_20020907_BMI_TRC_1,41.13251,-122.80644,2002,9,7
106WE1079,106WE1079_20120808_BMI_RWB_1,41.13251,-122.80644,2012,8,8
106WE1080,106WE1080_20020518_BMI_RWB_1,40.45212,-123.41928,2002,5,18
106WER011,106WER011_20131109_BMI_RWB_1,40.93667,-123.15389,2013,11,9
106WER011,106WER011_20030925_BMI_RWB_1,40.93667,-123.15389,2003,9,25
106WER011,106WER011_20030925_BMI_TRC_1,40.93667,-123.15389,2003,9,25
106WER012,106WER012_20030917_BMI_RWB_1,40.23806,-123.08,2003,9,17
106WER012,106WER012_20030917_BMI_TRC_1,40.23806,-123.08,2003,9,17
106WER014,106WER014_20030918_BMI_RWB_1,40.24101,-123.08278,2003,9,18
106WER014,106WER014_20030918_BMI_TRC_1,40.24101,-123.08278,2003,9,18
106WER016,106WER016_20090408_BMI_RWB_1,40.48972,-123.02833,2009,4,8
106WER016,106WER016_20150907_BMI_RWB_1,40.48972,-123.02833,2015,9,7
106WER016,106WER016_20160507_BMI_RWB_1,40.48972,-123.02833,2016,5,7
106WER016,106WER016_20030916_BMI_RWB_1,40.48972,-123.02833,2003,9,16
106WER016,106WER016_20030916_BMI_TRC_1,40.48972,-123.02833,2003,9,16
106WER016,106WER016_20090916_BMI_RWB_1,40.48972,-123.02833,2009,9,16
106WER016,106WER016_20090518_BMI_RWB_1,40.48972,-123.02833,2009,5,18
106WER016,106WER016_20170619_BMI_RWB_1,40.48972,-123.02833,2017,6,19
106WER016,106WER016_20091020_BMI_RWB_1,40.48972,-123.02833,2009,10,20
106WER016,106WER016_20090622_BMI_RWB_1,40.48972,-123.02833,2009,6,22
106WER037,106WER037_20030814_BMI_RWB_1,41.00861,-123.60081,2003,8,14
106WER037,106WER037_20030814_BMI_TRC_1,41.00861,-123.60081,2003,8,14
106WER062,106WER062_20030828_BMI_RWB_1,41.13472,-122.80333,2003,8,28
106WER062,106WER062_20030828_BMI_TRC_1,41.13472,-122.80333,2003,8,28
107GWCAPC,107GWCAPC_20100915_BMI_RWB_1,41.36788,-124.02434,2010,9,15
107LLM101,107LLM101_20100913_BMI_RWB_1,41.32697,-124.02387,2010,9,13
107PS0021,107PS0021_20080309_BMI_RWB_1,41.32445,-124.00712,2008,3,9
107PS0021,107PS0021_20140714_BMI_RWB_1,41.32445,-124.00712,2014,7,14
107RWCBHW,107RWCBHW_20110308_BMI_RWB_1,41.19664,-123.99636,2011,3,8
107RWCBHW,107RWCBHW_20110308_BMI_RWB_2,41.19664,-123.99636,2011,3,8
