StationCode,latitude,longitude,HUC_12,agency_cd,site_id,station_nm,site_tp_cd,lat,lon,coord_acy_cd,datum,elev_m,alt_acy_va,alt_datum_cd,huc8,date_begin,date_end,comid_gage,CEFF_type,SampleID,YYYY,mmi,csci,csci_percentile,COMID_bmi,COMID_nhd,COMID,MM,DD,sampledate,US_L3_mod,geometry,metric,comid,data_type,p50_obs,result_type,p50_pred,status_code,status,alteration_type,median_in_iqr,refgage,delta_p50
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_06222001_BMI_RWB_1,2001,0.48499827,0.56849038,0,4442616,4442616,4442616,6,22,2001-06-22,North Coast,"c(-123.5345036, 41.3034599)",DS_Mag_50,4442602,observed,2000,predicted,1998.77781319451,1,likely_unaltered,none_found,TRUE,Non-Ref,1.0006114670662352
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_06222001_BMI_RWB_1,2001,0.48499827,0.56849038,0,4442616,4442616,4442616,6,22,2001-06-22,North Coast,"c(-123.5345036, 41.3034599)",DS_Mag_90,4442602,observed,2530,predicted,3215.74246282996,1,likely_unaltered,none_found,TRUE,Non-Ref,0.7867545455656657
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_06222001_BMI_RWB_1,2001,0.48499827,0.56849038,0,4442616,4442616,4442616,6,22,2001-06-22,North Coast,"c(-123.5345036, 41.3034599)",FA_Dur,4442602,observed,4,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref,1
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_06222001_BMI_RWB_1,2001,0.48499827,0.56849038,0,4442616,4442616,4442616,6,22,2001-06-22,North Coast,"c(-123.5345036, 41.3034599)",FA_Mag,4442602,observed,4479.991815438085,predicted,8613.08134537347,1,likely_unaltered,none_found,FALSE,Non-Ref,0.5201381057250225
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_06222001_BMI_RWB_1,2001,0.48499827,0.56849038,0,4442616,4442616,4442616,6,22,2001-06-22,North Coast,"c(-123.5345036, 41.3034599)",FA_Tim,4442602,observed,23.5,predicted,25.4375,1,likely_unaltered,none_found,TRUE,Non-Ref,0.9238329238329238
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_06222001_BMI_RWB_1,2001,0.48499827,0.56849038,0,4442616,4442616,4442616,6,22,2001-06-22,North Coast,"c(-123.5345036, 41.3034599)",SP_ROC,4442602,observed,0.03142857142857143,predicted,0.0361972891566265,1,likely_unaltered,none_found,TRUE,Non-Ref,0.868257600523047
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_06222001_BMI_RWB_1,2001,0.48499827,0.56849038,0,4442616,4442616,4442616,6,22,2001-06-22,North Coast,"c(-123.5345036, 41.3034599)",SP_Dur,4442602,observed,111,predicted,86.7541666666666,1,likely_unaltered,none_found,TRUE,Non-Ref,1.2794774506507862
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_06222001_BMI_RWB_1,2001,0.48499827,0.56849038,0,4442616,4442616,4442616,6,22,2001-06-22,North Coast,"c(-123.5345036, 41.3034599)",SP_Mag,4442602,observed,26500,predicted,30775.9880576045,1,likely_unaltered,none_found,TRUE,Non-Ref,0.8610609008035426
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_06222001_BMI_RWB_1,2001,0.48499827,0.56849038,0,4442616,4442616,4442616,6,22,2001-06-22,North Coast,"c(-123.5345036, 41.3034599)",SP_Tim,4442602,observed,179,predicted,225.291666666667,1,likely_unaltered,none_found,FALSE,Non-Ref,0.7945256149435904
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_06222001_BMI_RWB_1,2001,0.48499827,0.56849038,0,4442616,4442616,4442616,6,22,2001-06-22,North Coast,"c(-123.5345036, 41.3034599)",Wet_BFL_Dur,4442602,observed,129,predicted,129.3,1,likely_unaltered,none_found,TRUE,Non-Ref,0.9976798143851507
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_06222001_BMI_RWB_1,2001,0.48499827,0.56849038,0,4442616,4442616,4442616,6,22,2001-06-22,North Coast,"c(-123.5345036, 41.3034599)",Peak_Dur_10,4442602,observed,2,predicted,1,-1,likely_altered,high,FALSE,Non-Ref,2
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_06222001_BMI_RWB_1,2001,0.48499827,0.56849038,0,4442616,4442616,4442616,6,22,2001-06-22,North Coast,"c(-123.5345036, 41.3034599)",Peak_Dur_2,4442602,observed,2,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref,1
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_06222001_BMI_RWB_1,2001,0.48499827,0.56849038,0,4442616,4442616,4442616,6,22,2001-06-22,North Coast,"c(-123.5345036, 41.3034599)",Peak_Dur_5,4442602,observed,3,predicted,1,1,likely_unaltered,none_found,FALSE,Non-Ref,3
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_06222001_BMI_RWB_1,2001,0.48499827,0.56849038,0,4442616,4442616,4442616,6,22,2001-06-22,North Coast,"c(-123.5345036, 41.3034599)",Peak_Fre_10,4442602,observed,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref,1
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_06222001_BMI_RWB_1,2001,0.48499827,0.56849038,0,4442616,4442616,4442616,6,22,2001-06-22,North Coast,"c(-123.5345036, 41.3034599)",Peak_Fre_2,4442602,observed,1,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref,0.5
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_06222001_BMI_RWB_1,2001,0.48499827,0.56849038,0,4442616,4442616,4442616,6,22,2001-06-22,North Coast,"c(-123.5345036, 41.3034599)",Peak_Fre_5,4442602,observed,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref,1
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_07292003_BMI_RWB_1,2003,0.49812991,0.60222214,0.01,4442616,4442616,4442616,7,29,2003-07-29,North Coast,"c(-123.5345036, 41.3034599)",DS_Dur_WS,4442602,observed,125,predicted,138.283333333334,1,likely_unaltered,none_found,TRUE,Non-Ref,0.9039411835603186
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_07292003_BMI_RWB_1,2003,0.49812991,0.60222214,0.01,4442616,4442616,4442616,7,29,2003-07-29,North Coast,"c(-123.5345036, 41.3034599)",DS_Tim,4442602,observed,297,predicted,301,1,likely_unaltered,none_found,TRUE,Non-Ref,0.9867109634551495
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_07292003_BMI_RWB_1,2003,0.49812991,0.60222214,0.01,4442616,4442616,4442616,7,29,2003-07-29,North Coast,"c(-123.5345036, 41.3034599)",DS_Mag_50,4442602,observed,2000,predicted,1998.77781319451,1,likely_unaltered,none_found,TRUE,Non-Ref,1.0006114670662352
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_07292003_BMI_RWB_1,2003,0.49812991,0.60222214,0.01,4442616,4442616,4442616,7,29,2003-07-29,North Coast,"c(-123.5345036, 41.3034599)",DS_Mag_90,4442602,observed,2530,predicted,3215.74246282996,1,likely_unaltered,none_found,TRUE,Non-Ref,0.7867545455656657
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_07292003_BMI_RWB_1,2003,0.49812991,0.60222214,0.01,4442616,4442616,4442616,7,29,2003-07-29,North Coast,"c(-123.5345036, 41.3034599)",FA_Dur,4442602,observed,4,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref,1
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_07292003_BMI_RWB_1,2003,0.49812991,0.60222214,0.01,4442616,4442616,4442616,7,29,2003-07-29,North Coast,"c(-123.5345036, 41.3034599)",FA_Mag,4442602,observed,4479.991815438085,predicted,8613.08134537347,1,likely_unaltered,none_found,FALSE,Non-Ref,0.5201381057250225
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_07292003_BMI_RWB_1,2003,0.49812991,0.60222214,0.01,4442616,4442616,4442616,7,29,2003-07-29,North Coast,"c(-123.5345036, 41.3034599)",FA_Tim,4442602,observed,23.5,predicted,25.4375,1,likely_unaltered,none_found,TRUE,Non-Ref,0.9238329238329238
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_07292003_BMI_RWB_1,2003,0.49812991,0.60222214,0.01,4442616,4442616,4442616,7,29,2003-07-29,North Coast,"c(-123.5345036, 41.3034599)",SP_ROC,4442602,observed,0.03142857142857143,predicted,0.0361972891566265,1,likely_unaltered,none_found,TRUE,Non-Ref,0.868257600523047
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_07292003_BMI_RWB_1,2003,0.49812991,0.60222214,0.01,4442616,4442616,4442616,7,29,2003-07-29,North Coast,"c(-123.5345036, 41.3034599)",SP_Dur,4442602,observed,111,predicted,86.7541666666666,1,likely_unaltered,none_found,TRUE,Non-Ref,1.2794774506507862
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_07292003_BMI_RWB_1,2003,0.49812991,0.60222214,0.01,4442616,4442616,4442616,7,29,2003-07-29,North Coast,"c(-123.5345036, 41.3034599)",SP_Mag,4442602,observed,26500,predicted,30775.9880576045,1,likely_unaltered,none_found,TRUE,Non-Ref,0.8610609008035426
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_07292003_BMI_RWB_1,2003,0.49812991,0.60222214,0.01,4442616,4442616,4442616,7,29,2003-07-29,North Coast,"c(-123.5345036, 41.3034599)",SP_Tim,4442602,observed,179,predicted,225.291666666667,1,likely_unaltered,none_found,FALSE,Non-Ref,0.7945256149435904
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_07292003_BMI_RWB_1,2003,0.49812991,0.60222214,0.01,4442616,4442616,4442616,7,29,2003-07-29,North Coast,"c(-123.5345036, 41.3034599)",Wet_BFL_Dur,4442602,observed,129,predicted,129.3,1,likely_unaltered,none_found,TRUE,Non-Ref,0.9976798143851507
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_07292003_BMI_RWB_1,2003,0.49812991,0.60222214,0.01,4442616,4442616,4442616,7,29,2003-07-29,North Coast,"c(-123.5345036, 41.3034599)",Peak_Dur_10,4442602,observed,2,predicted,1,-1,likely_altered,high,FALSE,Non-Ref,2
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_07292003_BMI_RWB_1,2003,0.49812991,0.60222214,0.01,4442616,4442616,4442616,7,29,2003-07-29,North Coast,"c(-123.5345036, 41.3034599)",Peak_Dur_2,4442602,observed,2,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref,1
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_07292003_BMI_RWB_1,2003,0.49812991,0.60222214,0.01,4442616,4442616,4442616,7,29,2003-07-29,North Coast,"c(-123.5345036, 41.3034599)",Peak_Dur_5,4442602,observed,3,predicted,1,1,likely_unaltered,none_found,FALSE,Non-Ref,3
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_07292003_BMI_RWB_1,2003,0.49812991,0.60222214,0.01,4442616,4442616,4442616,7,29,2003-07-29,North Coast,"c(-123.5345036, 41.3034599)",Peak_Fre_10,4442602,observed,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref,1
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_07292003_BMI_RWB_1,2003,0.49812991,0.60222214,0.01,4442616,4442616,4442616,7,29,2003-07-29,North Coast,"c(-123.5345036, 41.3034599)",Peak_Fre_2,4442602,observed,1,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref,0.5
