"StationCode","SampleID","BugCode","SampleDate","CollectionMethodCode","Replicate","Invasives","Effort","Count","CountOTU","PercentUnambiguous","Adequacy","SelectedSamples","SiteSet","SiteStatus"
"105PS0043","105PS0043_105PS0043_9/17/2008 0:00:00_BMI_RWB_1","105PS0043","9/17/2008 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,593,548,92.4114671163575,"Adequate","Selected","RefCal","Reference"
"105PS0083","105PS0083_105PS0083_9/8/2009 0:00:00_BMI_RWB_1","105PS0083","9/8/2009 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,598,584,97.6588628762542,"Adequate","Selected","RefCal","Reference"
"105PS0090","105PS0090_105PS0090_8/25/2009 0:00:00_BMI_RWB_1","105PS0090","8/25/2009 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,603,587,97.346600331675,"Adequate","Selected","RefCal","Reference"
"105PS0097","105PS0097_105PS0097_9/8/2009 0:00:00_BMI_RWB_1","105PS0097","9/8/2009 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,600,577,96.1666666666667,"Adequate","Selected","RefCal","Reference"
"105PS0154","105PS0154_105PS0154_8/9/2011 0:00:00_BMI_RWB_1","105PS0154","8/9/2011 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,606,597,98.5148514851485,"Adequate","Selected","RefCal","Reference"
"105PS0540","105PS0540_105PS0540_8/5/2010 0:00:00_BMI_RWB_1","105PS0540","8/5/2010 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,586,572,97.6109215017065,"Adequate","Selected","RefCal","Reference"
"105PS0660","105PS0660_105PS0660_8/3/2010 0:00:00_BMI_RWB_2","105PS0660","8/3/2010 0:00:00","BMI_RWB",2,"NoInvasivesDetected",NA,595,560,94.1176470588235,"Adequate","Selected","RefVal","Reference"
"105WE0583","105WE0583_105WE0583_8/1/2001 0:00:00_BMI_TRC_1","105WE0583","8/1/2001 0:00:00","BMI_TRC",1,"NoInvasivesDetected",NA,498,478,95.9839357429719,"Adequate","Selected","RefCal","Reference"
"105WE0592","105WE0592_105WE0592_9/12/2000 0:00:00_BMI_RWB_1","105WE0592","9/12/2000 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,470,446,94.8936170212766,"Adequate","Selected","RefCal","Reference"
"105WE0598","105WE0598_105WE0598_9/17/2002 0:00:00_BMI_RWB_1","105WE0598","9/17/2002 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,493,456,92.4949290060852,"Adequate","Selected","RefVal","Reference"
"105WE0811","105WE0811_105WE0811_7/31/2001 0:00:00_BMI_RWB_1","105WE0811","7/31/2001 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,489,470,96.1145194274029,"Adequate","Selected","RefVal","Reference"
"105WE0833","105WE0833_105WE0833_8/15/2001 0:00:00_BMI_RWB_2","105WE0833","8/15/2001 0:00:00","BMI_RWB",2,"NoInvasivesDetected",NA,455,445,97.8021978021978,"Adequate","Selected","RefCal","Reference"
"105WE1091","105WE1091_105WE1091_8/13/2002 0:00:00_BMI_RWB_1","105WE1091","8/13/2002 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,486,485,99.7942386831276,"Adequate","Selected","RefCal","Reference"
"105WER052","105WER052_105WER052_8/27/2003 0:00:00_BMI_TRC_1","105WER052","8/27/2003 0:00:00","BMI_TRC",1,"NoInvasivesDetected",NA,486,483,99.3827160493827,"Adequate","Selected","RefCal","Reference"
"106CE0521","106CE0521_106CE0521_7/21/2006 0:00:00_BMI_TRC_1","106CE0521","7/21/2006 0:00:00","BMI_TRC",1,"NoInvasivesDetected",NA,493,482,97.7687626774848,"Adequate","Selected","RefCal","Reference"
"106FS0040","106FS0040_R5BIO-040_6/26/2001 0:00:00_NotRecorded_1","R5BIO-040","6/26/2001 0:00:00","NotRecorded",1,"NoInvasivesDetected",NA,520,412,79.2307692307692,"Adequate","Selected","RefCal","Reference"
"106PS0115","106PS0115_106PS0115_9/21/2010 0:00:00_BMI_RWB_1","106PS0115","9/21/2010 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,591,476,80.5414551607445,"Adequate","Selected","RefCal","Reference"
"106PS0124","106PS0124_106PS0124_8/16/2010 0:00:00_BMI_RWB_1","106PS0124","8/16/2010 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,608,572,94.0789473684211,"Adequate","Selected","RefCal","Reference"
"106PS0166","106PS0166_106PS0166_8/2/2011 0:00:00_BMI_RWB_1","106PS0166","8/2/2011 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,598,571,95.4849498327759,"Adequate","Selected","RefCal","Reference"
"106WE0505","106WE0505_106WE0505_8/9/2000 0:00:00_BMI_RWB_1","106WE0505","8/9/2000 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,487,454,93.2238193018481,"Adequate","Selected","RefCal","Reference"
"106WE1055","106WE1055_106WE1055_7/11/2002 0:00:00_BMI_TRC_1","106WE1055","7/11/2002 0:00:00","BMI_TRC",1,"NoInvasivesDetected",NA,508,508,100,"Adequate","Selected","RefCal","Reference"
"106WE1066","106WE1066_106WE1066_7/17/2002 0:00:00_BMI_RWB_1","106WE1066","7/17/2002 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,502,473,94.2231075697211,"Adequate","Selected","RefCal","Reference"
"106WE1079","106WE1079_106WE1079_7/9/2002 0:00:00_BMI_RWB_1","106WE1079","7/9/2002 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,531,531,100,"Adequate","Selected","RefCal","Reference"
"106WER011","106WER011_R5BIO-010_6/28/2001 0:00:00_NotRecorded_1","R5BIO-010","6/28/2001 0:00:00","NotRecorded",1,"NoInvasivesDetected",NA,547,366,66.9104204753199,"Adequate","Selected","RefCal","Reference"
"106WER016","106WER016_106WER016_9/16/2009 0:00:00_BMI_RWB_1","106WER016","9/16/2009 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,610,572,93.7704918032787,"Adequate","Selected","RefCal","Reference"
"106WER037","106WER037_106WER037_8/14/2003 0:00:00_BMI_RWB_1","106WER037","8/14/2003 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,512,510,99.609375,"Adequate","Selected","RefVal","Reference"
"107PS0021","107PS0021_107PS0021_9/3/2008 0:00:00_BMI_RWB_1","107PS0021","9/3/2008 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,591,533,90.1861252115059,"Adequate","Selected","RefCal","Reference"
"107WER092","107WER092_107WER092_8/12/2003 0:00:00_BMI_RWB_1","107WER092","8/12/2003 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,516,512,99.2248062015504,"Adequate","Selected","RefCal","Reference"
"111BBRBCC","111BBRBCC_111BBRBCC_9/23/2009 0:00:00_BMI_RWB_1","111BBRBCC","9/23/2009 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,614,588,95.7654723127036,"Adequate","Selected","RefCal","Reference"
"111BGCAER","111BGCAER_111BGCAER_10/6/2009 0:00:00_BMI_RWB_1","111BGCAER","10/6/2009 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,586,477,81.3993174061433,"Adequate","Selected","RefCal","Reference"
"111CE0551","111CE0551_111CE0551_7/27/2005 0:00:00_BMI_TRC_1","111CE0551","7/27/2005 0:00:00","BMI_TRC",1,"NoInvasivesDetected",NA,502,502,100,"Adequate","Selected","RefVal","Reference"
"111CE0569","111CE0569_111CE0569_7/18/2006 0:00:00_BMI_TRC_1","111CE0569","7/18/2006 0:00:00","BMI_TRC",1,"NoInvasivesDetected",NA,495,472,95.3535353535353,"Adequate","Selected","RefCal","Reference"
"111FS0001","111FS0001_R5BIO-001_6/12/2001 0:00:00_NotRecorded_1","R5BIO-001","6/12/2001 0:00:00","NotRecorded",1,"NoInvasivesDetected",NA,504,392,77.7777777777778,"Adequate","Selected","RefCal","Reference"
"111FS0007","111FS0007_R5BIO-007_6/21/2001 0:00:00_NotRecorded_1","R5BIO-007","6/21/2001 0:00:00","NotRecorded",1,"NoInvasivesDetected",NA,536,466,86.9402985074627,"Adequate","Selected","RefCal","Reference"
"111FS0008","111FS0008_R5BIO-008_6/22/2001 0:00:00_NotRecorded_1","R5BIO-008","6/22/2001 0:00:00","NotRecorded",1,"NoInvasivesDetected",NA,568,481,84.6830985915493,"Adequate","Selected","RefCal","Reference"
"111FS0158","111FS0158_R5BIO-158_9/12/2000 0:00:00_NotRecorded_1","R5BIO-158","9/12/2000 0:00:00","NotRecorded",1,"NoInvasivesDetected",NA,485,413,85.1546391752577,"Adequate","Selected","RefCal","Reference"
"111HSCAER","111HSCAER_111HSCAER_7/26/2011 0:00:00_BMI_RWB_1","111HSCAER","7/26/2011 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,581,525,90.3614457831325,"Adequate","Selected","RefCal","Reference"
"111PS0110","111PS0110_111PS0110_6/24/2009 0:00:00_BMI_RWB_1","111PS0110","6/24/2009 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,586,578,98.6348122866894,"Adequate","Selected","RefCal","Reference"
"111PS0144","111PS0144_111PS0144_8/18/2010 0:00:00_BMI_RWB_1","111PS0144","8/18/2010 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,607,486,80.0658978583196,"Adequate","Selected","RefCal","Reference"
"111PS0160","111PS0160_111PS0160_7/25/2011 0:00:00_BMI_RWB_1","111PS0160","7/25/2011 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,582,575,98.7972508591065,"Adequate","Selected","RefCal","Reference"
"111PS0204","111PS0204_111PS0204_8/17/2010 0:00:00_BMI_RWB_1","111PS0204","8/17/2010 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,596,563,94.4630872483222,"Adequate","Selected","RefCal","Reference"
"111RSCAER","111RSCAER_R5BIO-161_9/14/2000 0:00:00_NotRecorded_1","R5BIO-161","9/14/2000 0:00:00","NotRecorded",1,"NoInvasivesDetected",NA,565,427,75.5752212389381,"Adequate","Selected","RefVal","Reference"
"111WE0816","111WE0816_111WE0816_8/14/2001 0:00:00_BMI_TRC_1","111WE0816","8/14/2001 0:00:00","BMI_TRC",1,"NoInvasivesDetected",NA,515,505,98.0582524271845,"Adequate","Selected","RefCal","Reference"
"111WE0837","111WE0837_111WE0837_7/9/2002 0:00:00_BMI_RWB_1","111WE0837","7/9/2002 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,465,459,98.7096774193548,"Adequate","Selected","RefCal","Reference"
"111WE0844","111WE0844_111WE0844_8/8/2002 0:00:00_BMI_TRC_1","111WE0844","8/8/2002 0:00:00","BMI_TRC",1,"NoInvasivesDetected",NA,484,433,89.4628099173554,"Adequate","Selected","RefCal","Reference"
"111WE1050","111WE1050_111WE1050_6/25/2002 0:00:00_BMI_TRC_1","111WE1050","6/25/2002 0:00:00","BMI_TRC",1,"NoInvasivesDetected",NA,497,469,94.3661971830986,"Adequate","Selected","RefCal","Reference"
"111WE1071","111WE1071_111WE1071_6/26/2002 0:00:00_BMI_RWB_1","111WE1071","6/26/2002 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,457,457,100,"Adequate","Selected","RefCal","Reference"
"111WER003","111WER003_111WER003_8/6/2003 0:00:00_BMI_TRC_1","111WER003","8/6/2003 0:00:00","BMI_TRC",1,"NoInvasivesDetected",NA,485,475,97.9381443298969,"Adequate","Selected","RefVal","Reference"
"111WER008","111WER008_R5BIO-006_6/21/2001 0:00:00_NotRecorded_1","R5BIO-006","6/21/2001 0:00:00","NotRecorded",1,"NoInvasivesDetected",NA,572,533,93.1818181818182,"Adequate","Selected","RefCal","Reference"
"111WER022","111WER022_111WER022_8/5/2003 0:00:00_BMI_RWB_1","111WER022","8/5/2003 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,496,477,96.1693548387097,"Adequate","Selected","RefVal","Reference"
"111WER046","111WER046_111WER046_10/1/2003 0:00:00_BMI_RWB_1","111WER046","10/1/2003 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,492,457,92.8861788617886,"Adequate","Selected","RefCal","Reference"
"111WER047","111WER047_111WER047_10/1/2003 0:00:00_BMI_TRC_1","111WER047","10/1/2003 0:00:00","BMI_TRC",1,"NoInvasivesDetected",NA,512,501,97.8515625,"Adequate","Selected","RefCal","Reference"
"111WER077","111WER077_111WER077_9/22/2004 0:00:00_BMI_TRC_2","111WER077","9/22/2004 0:00:00","BMI_TRC",2,"NoInvasivesDetected",NA,504,381,75.5952380952381,"Adequate","Selected","RefVal","Reference"
"111WER159","111WER159_111WER159_6/29/2004 0:00:00_BMI_TRC_1","111WER159","6/29/2004 0:00:00","BMI_TRC",1,"NoInvasivesDetected",NA,479,407,84.9686847599165,"Adequate","Selected","RefCal","Reference"
"112WE1063","112WE1063_112WE1063_9/10/2002 0:00:00_BMI_TRC_1","112WE1063","9/10/2002 0:00:00","BMI_TRC",1,"NoInvasivesDetected",NA,487,486,99.7946611909651,"Adequate","Selected","RefCal","Reference"
"114CE0131","114CE0131_114CE0131_6/28/2005 0:00:00_BMI_RWB_1","114CE0131","6/28/2005 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,478,463,96.8619246861925,"Adequate","Selected","RefVal","Reference"
"114CE0291","114CE0291_114CE0291_7/11/2007 0:00:00_BMI_TRC_1","114CE0291","7/11/2007 0:00:00","BMI_TRC",1,"NoInvasivesDetected",NA,617,613,99.3517017828201,"Adequate","Selected","RefVal","Reference"
"114DLCURx","114DLCURx_114DLCURx_6/20/2002 0:00:00_BMI_CSBP_Trans_1","114DLCURx","6/20/2002 0:00:00","BMI_CSBP_Trans",1,"NoInvasivesDetected",NA,491,416,84.7250509164969,"Adequate","Selected","RefCal","Reference"
"114PS0145","114PS0145_114PS0145_6/20/2011 0:00:00_BMI_RWB_1","114PS0145","6/20/2011 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,593,575,96.964586846543,"Adequate","Selected","RefCal","Reference"
"114WE0614","114WE0614_114WE0614_8/20/2003 0:00:00_BMI_RWB_1","114WE0614","8/20/2003 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,495,422,85.2525252525252,"Adequate","Selected","RefCal","Reference"
"114WE0810","114WE0810_114WE0810_7/26/2001 0:00:00_BMI_CSBP_Trans_1","114WE0810","7/26/2001 0:00:00","BMI_CSBP_Trans",1,"NoInvasivesDetected",NA,820,808,98.5365853658537,"Adequate","Selected","RefCal","Reference"
"115EBAG01","115EBAG01_115EBAG01_7/1/2010 0:00:00_BMI_RWB_1","115EBAG01","7/1/2010 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,578,563,97.4048442906574,"Adequate","Selected","RefCal","Reference"
"200COYCOI","200COYCOI_205CYCBBC_6/28/2010 0:00:00_BMI_RWB_1","205CYCBBC","6/28/2010 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,599,518,86.4774624373957,"Adequate","Selected","RefCal","Reference"
"201LAG335","201LAG335_201LAG335_4/19/2001 0:00:00_BMI_CSBP_Trans_1","201LAG335","4/19/2001 0:00:00","BMI_CSBP_Trans",1,"NoInvasivesDetected",NA,850,827,97.2941176470588,"Adequate","Selected","RefCal","Reference"
"201MRS020","201MRS020_201MRS020_9/13/2010 0:00:00_BMI_RWB_1","201MRS020","9/13/2010 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,582,544,93.4707903780069,"Adequate","Selected","RefCal","Reference"
"202BUT040","202BUT040_202BUT040_4/9/2002 0:00:00_BMI_CSBP_Trans_1","202BUT040","4/9/2002 0:00:00","BMI_CSBP_Trans",1,"NoInvasivesDetected",NA,856,853,99.6495327102804,"Adequate","Selected","RefCal","Reference"
"202BUT050","202BUT050_202BUT050_6/16/2009 0:00:00_BMI_RWB_1","202BUT050","6/16/2009 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,582,540,92.7835051546392,"Adequate","Selected","RefCal","Reference"
"202PES170","202PES170_202PES170_4/10/2002 0:00:00_BMI_CSBP_Trans_1","202PES170","4/10/2002 0:00:00","BMI_CSBP_Trans",1,"NoInvasivesDetected",NA,889,871,97.9752530933633,"Adequate","Selected","RefCal","Reference"
"202SPE090","202SPE090_202SPE090_6/15/2009 0:00:00_BMI_RWB_1","202SPE090","6/15/2009 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,567,535,94.3562610229277,"Adequate","Selected","RefVal","Reference"
"204AHOACR","204AHOACR_204AHOACR_5/13/2004 0:00:00_BMI_CSBP_Trans_1","204AHOACR","5/13/2004 0:00:00","BMI_CSBP_Trans",1,"NoInvasivesDetected",NA,866,711,82.1016166281755,"Adequate","Selected","RefCal","Reference"
"204CE0116","204CE0116_204CE0116_8/9/2005 0:00:00_BMI_RWB_1","204CE0116","8/9/2005 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,490,490,100,"Adequate","Selected","RefCal","Reference"
"205CYCAHH","205CYCAHH_205CYCAHH_6/10/2008 0:00:00_BMI_RWB_1","205CYCAHH","6/10/2008 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,572,530,92.6573426573427,"Adequate","Selected","RefVal","Reference"
"206BEA035","206BEA035_206BEA035_4/25/2001 0:00:00_NotRecorded_1","206BEA035","4/25/2001 0:00:00","NotRecorded",1,"NoInvasivesDetected",NA,1648,1567,95.0849514563107,"Adequate","Selected","RefCal","Reference"
"206CON130","206CON130_206CON130_5/3/2000 0:00:00_NotRecorded_1","206CON130","5/3/2000 0:00:00","NotRecorded",1,"NoInvasivesDetected",NA,1710,1592,93.0994152046784,"Adequate","Selected","RefCal","Reference"
"206DRY040","206DRY040_206DRY040_4/23/2001 0:00:00_NotRecorded_1","206DRY040","4/23/2001 0:00:00","NotRecorded",1,"NoInvasivesDetected",NA,1913,1849,96.6544694197595,"Adequate","Selected","RefVal","Reference"
"206DRY060","206DRY060_206DRY060_4/23/2001 0:00:00_NotRecorded_1","206DRY060","4/23/2001 0:00:00","NotRecorded",1,"NoInvasivesDetected",NA,1809,1733,95.7987838584854,"Adequate","Selected","RefCal","Reference"
"206DRY100","206DRY100_206DRY100_5/3/2000 0:00:00_NotRecorded_1","206DRY100","5/3/2000 0:00:00","NotRecorded",1,"NoInvasivesDetected",NA,1467,1359,92.638036809816,"Adequate","Selected","RefCal","Reference"
"206NOV080","206NOV080_206NOV080_4/15/2004 0:00:00_NotRecorded_1","206NOV080","4/15/2004 0:00:00","NotRecorded",1,"NoInvasivesDetected",NA,881,877,99.5459704880817,"Adequate","Selected","RefCal","Reference"
"206RED125","206RED125_206RCCBDC_7/20/2010 0:00:00_BMI_RWB_1","206RCCBDC","7/20/2010 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,593,529,89.2074198988196,"Adequate","Selected","RefVal","Reference"
"206RIT020","206RIT020_206RIT020_4/27/2000 0:00:00_NotRecorded_1","206RIT020","4/27/2000 0:00:00","NotRecorded",1,"NoInvasivesDetected",NA,1636,1582,96.6992665036675,"Adequate","Selected","RefVal","Reference"
"206TUL120","206TUL120_206TUL120_6/13/2011 0:00:00_BMI_RWB_1","206TUL120","6/13/2011 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,575,540,93.9130434782609,"Adequate","Selected","RefCal","Reference"
"304WADRED","304WADRED_304WDCAH1_6/29/2010 0:00:00_BMI_RWB_1","304WDCAH1","6/29/2010 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,595,496,83.3613445378151,"Adequate","Selected","RefCal","Reference"
"305LGCACR","305LGCACR_305LGCACR_7/16/2008 0:00:00_BMI_RWB_1","305LGCACR","7/16/2008 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,594,588,98.989898989899,"Adequate","Selected","RefCal","Reference"
"305LLAOSP","305LLAOSP_305LGCBRC_6/30/2010 0:00:00_BMI_RWB_1","305LGCBRC","6/30/2010 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,565,546,96.6371681415929,"Adequate","Selected","RefVal","Reference"
"305SWACRO","305SWACRO_305SSCAUC_6/29/2010 0:00:00_BMI_RWB_1","305SSCAUC","6/29/2010 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,563,514,91.2966252220249,"Adequate","Selected","RefCal","Reference"
"305UVASWA","305UVASWA_305UVCASC_6/29/2010 0:00:00_BMI_RWB_1","305UVCASC","6/29/2010 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,598,549,91.8060200668896,"Adequate","Selected","RefCal","Reference"
"307CARLOS","307CARLOS_307CMRADC_6/22/2010 0:00:00_BMI_RWB_1","307CMRADC","6/22/2010 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,479,452,94.3632567849687,"Adequate","Selected","RefCal","Reference"
"307SANCLE","307SANCLE_307SCCARR_6/21/2010 0:00:00_BMI_RWB_1","307SCCARR","6/21/2010 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,500,471,94.2,"Adequate","Selected","RefCal","Reference"
"308BSU","308BSU_308BSUxxx_7/13/2010 0:00:00_BMI_RWB_1","308BSUxxx","7/13/2010 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,606,577,95.2145214521452,"Adequate","Selected","RefCal","Reference"
"308MCWJPB","308MCWJPB_308MWCAH1_6/23/2010 0:00:00_BMI_RWB_1","308MWCAH1","6/23/2010 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,605,590,97.5206611570248,"Adequate","Selected","RefVal","Reference"
"308SALHY1","308SALHY1_308SAMxxx_6/23/2010 0:00:00_BMI_RWB_1","308SAMxxx","6/23/2010 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,617,601,97.4068071312804,"Adequate","Selected","RefCal","Reference"
"308SOBHW1","308SOBHW1_308SBCAH1_6/21/2010 0:00:00_BMI_RWB_1","308SBCAH1","6/21/2010 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,566,554,97.8798586572438,"Adequate","Selected","RefCal","Reference"
"308WER325","308WER325_308WER325_5/5/2004 0:00:00_BMI_TRC_1","308WER325","5/5/2004 0:00:00","BMI_TRC",1,"NoInvasivesDetected",NA,462,457,98.9177489177489,"Adequate","Selected","RefVal","Reference"
"308WLOxxx","308WLOxxx_308WLOxxx_4/7/2004 0:00:00_BMI_CSBP_Trans_1","308WLOxxx","4/7/2004 0:00:00","BMI_CSBP_Trans",1,"NoInvasivesDetected",NA,873,513,58.7628865979381,"Adequate","Selected","RefCal","Reference"
"309CAW126","309CAW126_309CAW126_6/17/2003 0:00:00_BMI_RWB_1","309CAW126","6/17/2003 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,512,512,100,"Adequate","Selected","RefCal","Reference"
"309CAW130","309CAW130_309CAW130_6/12/2003 0:00:00_BMI_TRC_1","309CAW130","6/12/2003 0:00:00","BMI_TRC",1,"NoInvasivesDetected",NA,481,477,99.1683991683992,"Adequate","Selected","RefCal","Reference"
"309CAW174","309CAW174_309CAW174_5/20/2003 0:00:00_BMI_TRC_1","309CAW174","5/20/2003 0:00:00","BMI_TRC",1,"NoInvasivesDetected",NA,506,505,99.802371541502,"Adequate","Selected","RefCal","Reference"
"309CAW178","309CAW178_309CAW178_5/21/2003 0:00:00_BMI_TRC_1","309CAW178","5/21/2003 0:00:00","BMI_TRC",1,"NoInvasivesDetected",NA,470,469,99.7872340425532,"Adequate","Selected","RefCal","Reference"
"309PS0116","309PS0116_309PS0116_6/16/2011 0:00:00_BMI_RWB_2","309PS0116","6/16/2011 0:00:00","BMI_RWB",2,"NoInvasivesDetected",NA,602,589,97.8405315614618,"Adequate","Selected","RefCal","Reference"
"309SARANF","309SARANF_309SARANF_8/26/2008 0:00:00_BMI_RWB_1","309SARANF","8/26/2008 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,584,573,98.1164383561644,"Adequate","Selected","RefCal","Reference"
"309UASIND","309UASIND_309ARSARC_6/23/2010 0:00:00_BMI_RWB_1","309ARSARC","6/23/2010 0:00:00","BMI_RWB",1,"NoInvasivesDetected",NA,593,559,94.2664418212479,"Adequate","Selected","RefCal","Reference"
"310COOxxx","310COOxxx_310COOxxx_3/29/2002 0:00:00_BMI_CSBP_Trans_1","310COOxxx","3/29/2002 0:00:00","BMI_CSBP_Trans",1,"NoInvasivesDetected",NA,903,903,100,"Adequate","Selected","RefCal","Reference"
