StationCode,County,CALWNUM,PSARegion,PSA9c_1987,PSA6c,PSA9c,PSA10c,Eco_III_1987,Eco_III_2010,New_Lat,New_Long,ELEV_RANGE,BDH_AVE,PPT_00_09,LPREM_mean,KFCT_AVE,TEMP_00_09,P_MEAN,N_MEAN,PRMH_AVE,AREA_SQKM,SITE_ELEV,MgO_Mean,S_Mean,SumAve_P,CaO_Mean,FlowStatus,Ag_2000_1K,Ag_2000_5K,Ag_2000_WS,CODE_21_2000_1K,CODE_21_2000_5K,CODE_21_2000_WS,URBAN_2000_1K,URBAN_2000_5K,URBAN_2000_WS,RoadDens_1K,RoadDens_5K,RoadDens_WS,PAVED_INT_1K,PAVED_INT_5K,PAVED_INT_WS,PerManMade_WS,InvDamDist,MINES_5K,MINES_WS,GravelMineDensL_R5K,MaxOfCOND,MaxOfW1_HALL,BPJ_Nonref,Active,UCS_Mean,AtmCa,AtmMg,AtmSO4,MINP_WS,MEANP_WS,TMAX_WS,XWD_WS,MAXWD_WS,LST32AVE,PCT_CENOZ,PCT_NOSED,PCT_QUART,PCT_SEDIM,PCT_VOLCNC,MAFLOWU,MAX_ELEV,NHD_SO,FinalCaty5,final_wgt5,LogWSA,Invasives,W1_Hall_screening,CondQR01,CondQR50,CondQR99,CondQR99c,SiteStatus,W1Hall.PF,Cond.PF,Ag.PF,Urb.PF,AgUrb.PF,Cd21.PF,RoadDens.PF,Intersections.PF,Dams.PF,ManMade.PF,Mines.PF,RegionalStrata,DevelopmentSet,SiteSet
105CE0173,Siskiyou,1105.500101,North_Coast,NC,NC,NC,NC,78,9,41.73986615,-122.6309003,1035.109985,1.4945,41871.69922,-0.3857,0.1901,1950,0.1143,0.1127,2.6414,102.05936,782.8900147,7.5311,0.0605,5112.978,4.1307,Perennial,0,1.1359,2.3689,9.1441,4.7137,2.6529,60.4243,19.4321,6.2539,11.86281221,4.729557701,3.01307327,7,36,51,0,0,3,4,7.60E-05,542,1.340959091,FALSE,TRUE,116.5255,0.0308,0.0081,0.1175,11.7213,592.4869,305.5328,81.0825,11.4825,141.0987,0,0,0,100,0,62.30878,1818,3,NA,NA,2.008852841,Not detected,1.340959091,34,171,595.7060606,595.7060606,Stressed,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,NC,Validation,StressVal
105CE0205,Siskiyou,1105.500103,North_Coast,NC,NC,NC,NC,78,9,41.70114928,-122.6430097,803.3800049,1.4923,43685.80078,-0.483,0.1909,1962.400024,0.099,0.0705,2.5473,32.13378,828.6199951,13.2921,0.073,5100.5205,3.6054,Perennial,0,4.2938,2.1261,8.9139,2.6984,1.5827,13.1148,1.5557,1.367,2.895931966,1.977416036,1.78235117,0,3,3,0,0,0,0,0,743,0,FALSE,TRUE,115.1953,0.0308,0.0081,0.1175,12.125,619.9589,303.325,83.15,11.73,142.81,0,0,0,100,0,25.03305,1632,2,NA,NA,1.506961816,Not detected,0,34,171,594.5371429,594.5371429,Intermediate,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Pass,Pass,NC,Other,Other
105CE0269,Siskiyou,1105.501003,North_Coast,NC,NC,NC,NC,78,9,41.78139287,-122.4749171,179.960022,1.3304,32315.69922,1.1259,0.2526,1922.599976,0.1628,0.5998,0.537,17.49343,806.039978,2.029,0.0787,3661.8538,3.343,Perennial,68.666,61.9768,58.3848,13.03,3.6499,3.4383,10.2378,1.7594,1.6574,2.385618353,1.456944153,1.496347585,0,1,1,0,0,0,0,0,360,0,FALSE,TRUE,51.6711,0.0309,0.0079,0.1175,15.45,418.5122,317.7,69.8364,10,143.7895,0,0,0,0,100,3.05796,986,2,NA,NA,1.242874972,Not detected,0,23,166.9189189,780.4952381,780.4952381,Stressed,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Pass,Pass,NC,Calibration,StressCal
105CE0381,Siskiyou,1105.501003,Deserts_Modoc,DM,DM,DM,DMmo,9,9,41.72769209,-122.3574521,1370.5,1.2937,38237.60156,-0.6179,0.1757,1910.699951,0.2442,0.0168,2.9027,16.507729,870.5,2.9969,0.0178,4622.0938,5.6435,Perennial,0,17.836,10.0436,0,1.3065,0.7357,0,0,0,0.674286687,1.16427734,1.048153436,0,2,2,0,0,0,0,0,106,1.5,FALSE,TRUE,118.7026,0.0309,0.0078,0.1175,16.7368,577.1667,288.7368,80.18,10.84,161.75,0,0,0,0,100,116.46612,2241,3,NA,NA,1.217687331,Not detected,1.5,31,147.4230769,515.45,515.45,Intermediate,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,DMmo,Other,Other
105CE0489,Siskiyou,1105.420408,North_Coast,NC,NC,NC,NC,78,78,41.47335726,-122.8496712,1744.590027,1.4109,53232.60156,-0.7159,0.176,1974.199951,0.1463,0.0746,4.4153,698.526654,842.4099731,8.5608,0.0885,4774.7061,5.0573,Perennial,64.1268,27.7062,3.5665,0,1.9427,2.2616,0,0.3681,0.1393,1.763946285,1.744003173,1.254439571,0,6,61,0,0,0,20,0,200,0,FALSE,TRUE,126.3489,0.031,0.009,0.1212,11.434,965.4052,270.4456,82.4574,11.1319,142.4022,0,60.58474615,0,39.41526046,0,330.9592,2587,4,NA,NA,2.844182982,Not detected,0,18,111,371.38,371.38,Stressed,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Pass,Pass,NC,Calibration,StressCal
105CE0525,Siskiyou,1105.501003,North_Coast,NC,NC,NC,NC,78,9,41.73682044,-122.5530531,635.8699951,1.3484,35119.39844,0.9447,0.244,1981.5,0.1714,0.4968,0.6552,82.201506,757.1300049,2.4035,0.0745,3710.4919,3.5872,Perennial,37.8273,61.8359,51.8621,6.6754,4.5574,2.986,2.0942,5.3893,2.1747,0,1.916107988,1.224686753,0,2,9,0,0,0,1,0,513,1.560609091,FALSE,TRUE,58.401,0.0309,0.0079,0.1175,15.5859,441.3777,317.1111,67.9206,9.6746,141.8228,0,0,0,0,100,39.88842,1393,2,NA,NA,1.914879774,Not detected,1.560609091,23,171,781.3115385,781.3115385,Stressed,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,NC,Validation,StressVal
105CE0557,Siskiyou,1105.420503,North_Coast,NC,NC,NC,NC,78,78,41.53970172,-122.8429526,1751.940002,1.4129,50087.10156,-0.6645,0.175,1999.5,0.15,0.0806,4.5481,773.009679,835.0599976,8.0943,0.0848,4818.1465,5.14,Perennial,48.5981,72.797,3.8763,8.0607,4.4657,2.3535,2.1028,0.3068,0.1458,2.431669929,1.150269385,1.285272526,0,1,64,0,0,0,20,0,276,0.6667,FALSE,TRUE,128.2254,0.031,0.009,0.1212,11.3281,961.7737,270.914,82.0402,11.1472,143.1165,0,59.09398192,0,40.90602078,0,380.83061,2587,4,NA,NA,2.888184932,Not detected,0.6667,17,110,366.798,366.798,Stressed,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Pass,NC,Calibration,StressCal
105CE0685,Siskiyou,1105.500102,North_Coast,NC,NC,NC,NC,78,9,41.77151535,-122.6043587,1076.840027,1.4938,52118.69922,-0.3843,0.1872,1835.900024,0.1342,0.0922,2.5961,132.329992,741.1599731,6.9793,0.0537,4997.6851,4.8562,Perennial,0,5.3275,2.8908,2.656,2.3368,2.4398,1.7264,5.8521,5.5408,1.397052135,2.199858717,2.732719928,0,12,57,0,0,8,12,9.92E-05,250,1.334,FALSE,TRUE,127.1347,0.0308,0.0081,0.1175,11.5987,580.349,308.0828,80.1007,11.3636,140.3317,0,0,0,100,0,71.27809,1818,3,NA,NA,2.121658286,Not detected,1.334,32,166.3033708,597.5609756,597.5609756,Intermediate,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Fail,NC,Other,Other
105CE0765,Siskiyou,1105.500604,North_Coast,NC,NC,NC,NC,78,9,41.45915283,-122.4381444,2851.130005,1.2525,61952,0.1166,0.1607,1851,0.1565,0.2265,6.1893,171.406017,891.8699951,11.6028,0.0694,4471.2524,4.5478,Perennial,50.2176,10.1112,2.7323,3.6554,4.0978,1.7447,1.6536,3.4082,3.1524,1.434616273,2.738941873,2.610049406,1,9,36,0,0,0,2,0,216,0.697,FALSE,TRUE,93.7926,0.0309,0.0084,0.1191,9.1667,1048.6887,265.9019,88.2341,11.8258,153.5681,0,44.54616072,0,0,55.45382912,114.67106,3743,3,NA,NA,2.234026063,Not detected,0.697,20,97.95614035,343.3652941,343.3652941,Stressed,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Pass,NC,Calibration,StressCal
105FCA010,Siskiyou,1105.350301,North_Coast,NC,NC,NC,NC,78,78,42.0008342,-122.7660659,1218.140015,1.532,63236.69922,-1.5129,0.1901,1469.400024,0.2588,0.0093,4.2997,25.072541,1065.859985,3.4229,0.0441,6219.3584,6.2994,Perennial,0,0,0,1.9769,3.758,4.5985,0,0.1701,0.9405,1.254253161,2.349164476,2.457219613,0,0,0,0,0,0,0,0,NA,NA,FALSE,TRUE,193.1693,0.0311,0.0083,0.1195,13.5862,876.6896,242.2759,107.7848,14.8608,150.8974,0,0,0,100,0,19.69664,2284,2,NA,NA,1.39919835,Not detected,0,10,77,219,219,Intermediate,Missing,Missing,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,NC,Other,Other
105FCA020,Humboldt,1105.120104,North_Coast,NC,NC,NC,NC,78,78,41.31808886,-123.5279876,4188.230003,1.2942,132836.0938,-0.5467,0.1698,2112,0.2209,0.1081,5.693,31141.04005,112.7699966,4.5904,0.0549,4907.981,5.8882,Perennial,0,0,7.5802,10.496,5.6484,1.4722,0,0.0242,0.3841,2.311584874,2.29883707,1.360865053,0,4,2697,13.86992513,0.010070493,1,201,6.15E-05,NA,NA,FALSE,TRUE,112.4674,0.0371,0.0095,0.1433,11.5475,777.9435,279.0728,88.0288,11.8743,164.7505,3.471672424,5.240690091,2.920538295,17.29329268,74.54547877,12502.55955,4301,6,NA,NA,4.493333113,Not detected,0,22,110,359.8346154,359.8346154,Intermediate,Missing,Missing,Fail,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Fail,NC,Other,Other
105FCA040,Siskiyou,1105.310604,North_Coast,NC,NC,NC,NC,78,78,41.53949657,-123.526928,4103.009995,1.279,146041.4063,-0.5259,0.1704,2093.399902,0.2282,0.1146,5.8191,28901.24309,197.9900055,4.6157,0.0556,4884.145,5.9108,Perennial,0,0,8.172,12.2943,4.8583,1.4393,0.1936,0.4949,0.4135,0.693866737,0.418371864,1.438246376,1,3,2607,15.32941218,0.010430791,1,158,0,NA,NA,FALSE,TRUE,109.6035,0.0375,0.0094,0.1444,11.8222,714.2481,278.2338,86.6183,11.6372,166.8764,3.740721106,3.711830307,3.146875023,13.0940046,80.04728976,10318.27454,4301,6,NA,NA,4.460916523,Not detected,0,23,117,390.505,390.505,Intermediate,Missing,Missing,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Fail,Fail,NC,Other,Other
105FCA056,Humboldt,1105.110703,North_Coast,NC,NC,NC,NC,1,1,41.4568314,-123.9355768,4290.84,1.3316,188550,-0.6174,0.1703,1777.699951,0.1966,0.0907,5.0871,40509.02008,10.15999985,5.0134,0.056,4790.5557,5.5472,Perennial,0,0,5.826,0,1.2609,1.7077,0,0,0.3197,2.248513831,3.056912601,1.555673452,0,9,4968,9.942568428,0.008427439,0,280,0,NA,NA,FALSE,TRUE,114.4584,0.0361,0.0111,0.1449,10.9032,979.2885,283.4112,90.2722,12.384,154.9244,2.668825111,10.40277126,2.24514441,30.04574259,57.30634154,20210.89324,4301,7,NA,NA,4.607551738,Not detected,0,23,110,330,330,Intermediate,Missing,Missing,Fail,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Pass,NC,Other,Other
105FCA068,Siskiyou,1105.350502,North_Coast,NC,NC,NC,NC,78,78,41.84282507,-122.8986946,3783.809998,1.248,51036.80078,-0.4947,0.1709,1704.699951,0.2475,0.1249,6.19,24490.50904,517.1900024,3.9925,0.0528,4851.126,6.0728,Perennial,0,0,9.2377,9.136,6.6068,1.1361,0.4965,0.0436,0.4699,2.000193705,1.59651606,1.520114485,2,14,2246,18.93720281,0.025113009,0,80,0,NA,NA,FALSE,TRUE,106.3442,0.0386,0.0094,0.1481,12.0622,597.7762,275.999,85.3669,11.3442,171.9636,4.414423963,0.77887642,3.713626362,5.53694861,89.97054884,6580.13135,4301,6,NA,NA,4.388997812,Not detected,0,28,128,427,427,Intermediate,Missing,Missing,Fail,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Pass,NC,Other,Other
105FCA132,Siskiyou,1105.360302,North_Coast,NC,NC,NC,NC,78,78,41.9539989,-122.6598196,726.5100098,1.498,59005,-0.8221,0.1645,1663.199951,0.1629,0.0098,3.309,18.888539,1017.48999,4.9011,0.0507,4992.9336,5.5447,Perennial,0,0,0,0,6.189,6.189,0,0,0,3.990505947,3.318978385,3.318978385,0,0,0,0,0,0,0,0,NA,NA,FALSE,TRUE,171.9277,0.0309,0.0081,0.1182,13.0952,755.0909,272.0952,97.7193,14,147.1786,0,0,0,100,0,14.25358,1744,3,NA,NA,1.276198367,Not detected,0,23,110,343.7274468,343.7274468,Intermediate,Missing,Missing,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,NC,Other,Other
105PS0028,Siskiyou,1105.820105,Deserts_Modoc,DM,DM,DM,DMmo,9,9,41.7509508,-122.0031249,1289.380005,1.2891,31902.69922,-0.2913,0.1431,1677.300049,0.2491,0.1156,7.1335,638.734671,1305.619995,3.2514,0.0242,5445.1162,5.7148,Perennial,6.7896,0.4541,0.2341,4.8617,1.7157,0.9261,0.0838,0.3028,0.1037,1.312064161,0.666793357,0.930625603,0,0,26,0,0,0,0,0,82,1.5,FALSE,TRUE,116.1924,0.0313,0.0081,0.1201,11.9173,762.935,265.8358,82.7828,11.5253,160.999,0,0,0,0,100,227.20498,2595,3,NA,NA,2.805320491,Not detected,1.5,15,80,249,249,Intermediate,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,DMmo,Other,Other
105PS0067,Siskiyou,1105.240407,North_Coast,NC,NC,NC,NC,78,78,41.13924896,-123.1393688,1271.780029,1.4472,84629.60156,-0.8316,0.1583,1928.699951,0.0606,0.1521,2.9408,33.948987,693.2199707,9.6755,0.0613,4746.0947,4.1738,Perennial,0,0,0,8.9314,3.275,3.0355,0,0,0,1.797540466,0.927080282,0.590682959,0,0,0,0,0,0,0,0,494,0.704727273,FALSE,TRUE,102.6092,0.0316,0.011,0.1298,8.3,1090.4546,296.1,93.9429,12.4667,143.5849,0,0,0,100,0,31.24638,1965,3,NA,NA,1.53082682,Not detected,0.704727273,26,131.35,343.7515254,343.7515254,Intermediate,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,NC,Other,Other
105PS0069,Humboldt,1105.110405,North_Coast,NC,NC,NC,NC,1,1,41.29824625,-123.9425508,604.2700043,1.365,192984.9063,-0.6753,0.211,1673.900024,0.1154,0.0589,1.173,28.173157,208.7299957,3.0047,0.0572,6354.418,3.3631,Perennial,0,0,0,0,0.6748,1.1273,0,0,0,1.794786829,2.704892752,3.053357386,2,4,5,0,0,0,0,0,78.3,0.121272727,FALSE,TRUE,101.7499,0.0331,0.0159,0.1492,12.0303,2664.5625,248.7273,124.191,17,113.573,0,0,0,100,0,41.99956,813,3,NA,NA,1.449835515,Not detected,0.121272727,17,70,219,219,Intermediate,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,NC,Other,Other
105PS0092,Siskiyou,1105.8302,Deserts_Modoc,DM,DM,DM,DMmo,9,9,41.5768499,-121.9255001,986.75,1.1709,63144.19922,-0.3473,0.1402,1607.599976,0.2789,0.0075,4.1163,77.947918,1469.25,3.8475,0.018,5929.4878,6.6767,Perennial,0,0,0,0,0,0,0,0,0,3.782310056,0.911679525,1.258714899,1,1,2,0,0,0,0,0,61.4,3.39,FALSE,TRUE,137.7107,0.0314,0.0084,0.1215,10.8913,1126.0791,251.9783,94.8042,13.6375,155.9837,0,0,0,0,100,62.43745,2456,3,NA,NA,1.89180452,Not detected,3.39,10,52,202.6572727,202.6572727,Intermediate,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,DMmo,Other,Other
105PS0107,Siskiyou,1105.410302,North_Coast,NC,NC,NC,NC,78,78,41.71375258,-123.0173222,2050.960022,1.4468,54996.89844,-0.4523,0.1776,1819.300049,0.138,0.1074,3.5764,2002.903974,536.039978,6.7102,0.0671,4645.1465,5.2326,Perennial,0,0,5.0374,2.1179,2.9177,3.101,0,0,0.135,0.355888761,1.555503259,1.484292358,1,2,233,1.747154875,0,1,36,0,209.8,0,FALSE,TRUE,125.6348,0.031,0.0088,0.1202,10.9294,882.4179,283.8185,77.0805,10.8393,146.1391,0,22.87215992,0,63.70894542,13.41889593,847.81728,2587,5,NA,NA,3.301660128,Not detected,0,23,138.9318182,427,427,Intermediate,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Fail,NC,Other,Other
105PS0129,Siskiyou,1105.320102,North_Coast,NC,NC,NC,NC,78,78,41.92376836,-123.4648288,1215.859985,1.5051,141748,-0.9068,0.1673,1846.599976,0.0485,0.0136,2.9129,25.063613,605.1400147,3.9668,0.0482,5650.124,5.3234,Perennial,0,0,0,10.8434,6.3254,4.7309,0,0,0,0.896111446,0.706145621,0.642524337,0,0,0,0,0,0,0,0,NA,NA,FALSE,TRUE,124.9153,0.0318,0.0113,0.1306,9.6129,1801.8306,272.5161,112.2025,15.5949,130.4545,0,0,0,0,100,36.05625,1821,2,NA,NA,1.399043676,Not detected,0,23,101,292,292,Intermediate,Missing,Missing,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,NC,Other,Other
