metric,status_code,status,alteration_type,median_in_iqr,comid,gageid
Peak_5,1,likely_unaltered,none_found,TRUE,22549471,11042400
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22549471,11042400
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22549471,11042400
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22549471,11042400
DS_Dur_WS,NA,not_enough_data,undeterminable,NA,22549093,11042631
DS_Tim,1,likely_unaltered,none_found,TRUE,22549093,11042631
DS_Mag_50,NA,not_enough_data,undeterminable,NA,22549093,11042631
DS_Mag_90,NA,not_enough_data,undeterminable,NA,22549093,11042631
FA_Dur,NA,not_enough_data,undeterminable,NA,22549093,11042631
FA_Mag,NA,not_enough_data,undeterminable,NA,22549093,11042631
FA_Tim,NA,not_enough_data,undeterminable,NA,22549093,11042631
SP_ROC,-1,likely_altered,high,FALSE,22549093,11042631
SP_Dur,1,likely_unaltered,none_found,TRUE,22549093,11042631
SP_Mag,1,likely_unaltered,none_found,TRUE,22549093,11042631
SP_Tim,1,likely_unaltered,none_found,TRUE,22549093,11042631
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22549093,11042631
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,22549093,11042631
Wet_BFL_Mag_50,-1,likely_altered,high,FALSE,22549093,11042631
Wet_Tim,1,likely_unaltered,none_found,TRUE,22549093,11042631
Peak_Dur_10,-1,likely_altered,high,FALSE,22549093,11042631
Peak_Dur_2,-1,likely_altered,high,FALSE,22549093,11042631
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22549093,11042631
Peak_10,1,likely_unaltered,none_found,TRUE,22549093,11042631
Peak_2,1,likely_unaltered,none_found,FALSE,22549093,11042631
Peak_5,1,likely_unaltered,none_found,TRUE,22549093,11042631
Peak_Fre_10,1,likely_unaltered,none_found,FALSE,22549093,11042631
Peak_Fre_2,-1,likely_altered,high,FALSE,22549093,11042631
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22549093,11042631
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22545337,11042700
DS_Tim,1,likely_unaltered,none_found,TRUE,22545337,11042700
DS_Mag_50,1,likely_unaltered,none_found,TRUE,22545337,11042700
DS_Mag_90,-1,likely_altered,low,FALSE,22545337,11042700
FA_Dur,-1,likely_altered,high,FALSE,22545337,11042700
FA_Mag,-1,likely_altered,high,FALSE,22545337,11042700
FA_Tim,1,likely_unaltered,none_found,TRUE,22545337,11042700
SP_ROC,-1,likely_altered,high,FALSE,22545337,11042700
SP_Dur,1,likely_unaltered,none_found,TRUE,22545337,11042700
SP_Mag,-1,likely_altered,high,FALSE,22545337,11042700
SP_Tim,1,likely_unaltered,none_found,FALSE,22545337,11042700
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22545337,11042700
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,22545337,11042700
Wet_BFL_Mag_50,-1,likely_altered,high,FALSE,22545337,11042700
Wet_Tim,1,likely_unaltered,none_found,TRUE,22545337,11042700
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22545337,11042700
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22545337,11042700
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22545337,11042700
Peak_10,1,likely_unaltered,none_found,FALSE,22545337,11042700
Peak_2,1,likely_unaltered,none_found,FALSE,22545337,11042700
Peak_5,1,likely_unaltered,none_found,FALSE,22545337,11042700
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22545337,11042700
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22545337,11042700
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22545337,11042700
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22547091,11042800
DS_Tim,1,likely_unaltered,none_found,TRUE,22547091,11042800
DS_Mag_50,1,likely_unaltered,none_found,TRUE,22547091,11042800
DS_Mag_90,1,likely_unaltered,none_found,FALSE,22547091,11042800
FA_Dur,1,likely_unaltered,none_found,TRUE,22547091,11042800
FA_Mag,1,likely_unaltered,none_found,TRUE,22547091,11042800
FA_Tim,1,likely_unaltered,none_found,TRUE,22547091,11042800
SP_ROC,-1,likely_altered,high,FALSE,22547091,11042800
SP_Dur,1,likely_unaltered,none_found,TRUE,22547091,11042800
SP_Mag,1,likely_unaltered,none_found,TRUE,22547091,11042800
SP_Tim,1,likely_unaltered,none_found,FALSE,22547091,11042800
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22547091,11042800
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,22547091,11042800
Wet_BFL_Mag_50,0,indeterminate,low,FALSE,22547091,11042800
Wet_Tim,1,likely_unaltered,none_found,TRUE,22547091,11042800
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22547091,11042800
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22547091,11042800
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22547091,11042800
Peak_10,1,likely_unaltered,none_found,TRUE,22547091,11042800
Peak_2,1,likely_unaltered,none_found,TRUE,22547091,11042800
Peak_5,1,likely_unaltered,none_found,TRUE,22547091,11042800
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22547091,11042800
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22547091,11042800
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22547091,11042800
DS_Dur_WS,NA,not_enough_data,undeterminable,NA,948070502,11042900
DS_Tim,1,likely_unaltered,none_found,TRUE,948070502,11042900
DS_Mag_50,NA,not_enough_data,undeterminable,NA,948070502,11042900
DS_Mag_90,NA,not_enough_data,undeterminable,NA,948070502,11042900
FA_Mag,1,likely_unaltered,none_found,TRUE,948070502,11042900
FA_Tim,1,likely_unaltered,none_found,TRUE,948070502,11042900
SP_Dur,1,likely_unaltered,none_found,TRUE,948070502,11042900
SP_Mag,-1,likely_altered,high,FALSE,948070502,11042900
SP_Tim,1,likely_unaltered,none_found,FALSE,948070502,11042900
Wet_BFL_Dur,1,likely_unaltered,none_found,FALSE,948070502,11042900
Wet_BFL_Mag_10,0,indeterminate,unknown,TRUE,948070502,11042900
Wet_BFL_Mag_50,-1,likely_altered,high,FALSE,948070502,11042900
Wet_Tim,1,likely_unaltered,none_found,TRUE,948070502,11042900
Peak_10,1,likely_unaltered,none_found,FALSE,948070502,11042900
Peak_2,1,likely_unaltered,none_found,FALSE,948070502,11042900
Peak_5,1,likely_unaltered,none_found,FALSE,948070502,11042900
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22549073,11043000
DS_Tim,1,likely_unaltered,none_found,TRUE,22549073,11043000
DS_Mag_50,1,likely_unaltered,none_found,TRUE,22549073,11043000
DS_Mag_90,1,likely_unaltered,none_found,TRUE,22549073,11043000
FA_Dur,1,likely_unaltered,none_found,TRUE,22549073,11043000
FA_Mag,-1,likely_altered,low,FALSE,22549073,11043000
FA_Tim,1,likely_unaltered,none_found,TRUE,22549073,11043000
SP_ROC,-1,likely_altered,high,FALSE,22549073,11043000
SP_Dur,1,likely_unaltered,none_found,TRUE,22549073,11043000
SP_Mag,1,likely_unaltered,none_found,TRUE,22549073,11043000
SP_Tim,1,likely_unaltered,none_found,TRUE,22549073,11043000
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22549073,11043000
Wet_BFL_Mag_10,1,likely_unaltered,none_found,FALSE,22549073,11043000
Wet_BFL_Mag_50,0,indeterminate,low,FALSE,22549073,11043000
Wet_Tim,1,likely_unaltered,none_found,TRUE,22549073,11043000
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22549073,11043000
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22549073,11043000
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22549073,11043000
Peak_10,1,likely_unaltered,none_found,TRUE,22549073,11043000
Peak_2,1,likely_unaltered,none_found,TRUE,22549073,11043000
Peak_5,1,likely_unaltered,none_found,TRUE,22549073,11043000
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22549073,11043000
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22549073,11043000
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22549073,11043000
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22549075,11044000
DS_Tim,1,likely_unaltered,none_found,TRUE,22549075,11044000
DS_Mag_50,1,likely_unaltered,none_found,TRUE,22549075,11044000
DS_Mag_90,1,likely_unaltered,none_found,TRUE,22549075,11044000
FA_Dur,1,likely_unaltered,none_found,TRUE,22549075,11044000
FA_Mag,1,likely_unaltered,none_found,FALSE,22549075,11044000
FA_Tim,1,likely_unaltered,none_found,TRUE,22549075,11044000
SP_ROC,1,likely_unaltered,none_found,TRUE,22549075,11044000
SP_Dur,1,likely_unaltered,none_found,TRUE,22549075,11044000
SP_Mag,1,likely_unaltered,none_found,TRUE,22549075,11044000
SP_Tim,1,likely_unaltered,none_found,TRUE,22549075,11044000
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22549075,11044000
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,22549075,11044000
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,22549075,11044000
Wet_Tim,1,likely_unaltered,none_found,TRUE,22549075,11044000
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22549075,11044000
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22549075,11044000
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22549075,11044000
Peak_10,1,likely_unaltered,none_found,TRUE,22549075,11044000
Peak_2,1,likely_unaltered,none_found,TRUE,22549075,11044000
Peak_5,1,likely_unaltered,none_found,TRUE,22549075,11044000
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22549075,11044000
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22549075,11044000
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22549075,11044000
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22548475,11044250
DS_Tim,1,likely_unaltered,none_found,TRUE,22548475,11044250
DS_Mag_50,1,likely_unaltered,none_found,FALSE,22548475,11044250
DS_Mag_90,1,likely_unaltered,none_found,FALSE,22548475,11044250
FA_Dur,1,likely_unaltered,none_found,TRUE,22548475,11044250
FA_Mag,1,likely_unaltered,none_found,TRUE,22548475,11044250
FA_Tim,1,likely_unaltered,none_found,TRUE,22548475,11044250
SP_ROC,1,likely_unaltered,none_found,FALSE,22548475,11044250
SP_Dur,1,likely_unaltered,none_found,TRUE,22548475,11044250
SP_Mag,1,likely_unaltered,none_found,TRUE,22548475,11044250
SP_Tim,1,likely_unaltered,none_found,TRUE,22548475,11044250
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22548475,11044250
Wet_BFL_Mag_10,-1,likely_altered,high,FALSE,22548475,11044250
Wet_BFL_Mag_50,1,likely_unaltered,none_found,FALSE,22548475,11044250
Wet_Tim,1,likely_unaltered,none_found,TRUE,22548475,11044250
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22548475,11044250
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22548475,11044250
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22548475,11044250
Peak_10,-1,likely_altered,high,FALSE,22548475,11044250
Peak_2,1,likely_unaltered,none_found,FALSE,22548475,11044250
Peak_5,1,likely_unaltered,none_found,FALSE,22548475,11044250
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22548475,11044250
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22548475,11044250
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22548475,11044250
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22548457,11044300
DS_Tim,1,likely_unaltered,none_found,TRUE,22548457,11044300
DS_Mag_50,1,likely_unaltered,none_found,TRUE,22548457,11044300
DS_Mag_90,1,likely_unaltered,none_found,TRUE,22548457,11044300
FA_Dur,1,likely_unaltered,none_found,TRUE,22548457,11044300
FA_Mag,1,likely_unaltered,none_found,FALSE,22548457,11044300
FA_Tim,1,likely_unaltered,none_found,TRUE,22548457,11044300
SP_ROC,1,likely_unaltered,none_found,TRUE,22548457,11044300
SP_Dur,1,likely_unaltered,none_found,TRUE,22548457,11044300
SP_Mag,1,likely_unaltered,none_found,TRUE,22548457,11044300
SP_Tim,1,likely_unaltered,none_found,TRUE,22548457,11044300
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22548457,11044300
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,22548457,11044300
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,22548457,11044300
Wet_Tim,1,likely_unaltered,none_found,TRUE,22548457,11044300
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22548457,11044300
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22548457,11044300
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22548457,11044300
Peak_10,1,likely_unaltered,none_found,TRUE,22548457,11044300
Peak_2,1,likely_unaltered,none_found,TRUE,22548457,11044300
Peak_5,1,likely_unaltered,none_found,TRUE,22548457,11044300
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22548457,11044300
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22548457,11044300
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22548457,11044300
DS_Dur_WS,1,likely_unaltered,none_found,FALSE,22548429,11044350
DS_Tim,1,likely_unaltered,none_found,FALSE,22548429,11044350
DS_Mag_50,-1,likely_altered,high,FALSE,22548429,11044350
DS_Mag_90,-1,likely_altered,high,FALSE,22548429,11044350
FA_Dur,1,likely_unaltered,none_found,TRUE,22548429,11044350
FA_Mag,1,likely_unaltered,none_found,TRUE,22548429,11044350
FA_Tim,1,likely_unaltered,none_found,TRUE,22548429,11044350
SP_ROC,1,likely_unaltered,none_found,TRUE,22548429,11044350
SP_Dur,1,likely_unaltered,none_found,TRUE,22548429,11044350
SP_Mag,1,likely_unaltered,none_found,TRUE,22548429,11044350
SP_Tim,1,likely_unaltered,none_found,FALSE,22548429,11044350
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22548429,11044350
Wet_BFL_Mag_10,-1,likely_altered,high,FALSE,22548429,11044350
Wet_BFL_Mag_50,-1,likely_altered,high,FALSE,22548429,11044350
Wet_Tim,1,likely_unaltered,none_found,TRUE,22548429,11044350
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22548429,11044350
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22548429,11044350
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22548429,11044350
Peak_10,-1,likely_altered,high,FALSE,22548429,11044350
Peak_2,1,likely_unaltered,none_found,TRUE,22548429,11044350
Peak_5,1,likely_unaltered,none_found,FALSE,22548429,11044350
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22548429,11044350
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22548429,11044350
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22548429,11044350
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22548441,11044800
DS_Tim,1,likely_unaltered,none_found,TRUE,22548441,11044800
DS_Mag_50,1,likely_unaltered,none_found,TRUE,22548441,11044800
DS_Mag_90,-1,likely_altered,high,FALSE,22548441,11044800
FA_Dur,1,likely_unaltered,none_found,TRUE,22548441,11044800
FA_Mag,1,likely_unaltered,none_found,TRUE,22548441,11044800
FA_Tim,1,likely_unaltered,none_found,TRUE,22548441,11044800
SP_ROC,1,likely_unaltered,none_found,TRUE,22548441,11044800
SP_Dur,1,likely_unaltered,none_found,TRUE,22548441,11044800
SP_Mag,0,indeterminate,high,FALSE,22548441,11044800
SP_Tim,1,likely_unaltered,none_found,TRUE,22548441,11044800
Wet_BFL_Dur,1,likely_unaltered,none_found,FALSE,22548441,11044800
Wet_BFL_Mag_10,1,likely_unaltered,none_found,FALSE,22548441,11044800
Wet_BFL_Mag_50,-1,likely_altered,high,FALSE,22548441,11044800
Wet_Tim,1,likely_unaltered,none_found,TRUE,22548441,11044800
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22548441,11044800
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22548441,11044800
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22548441,11044800
Peak_10,-1,likely_altered,high,FALSE,22548441,11044800
Peak_2,1,likely_unaltered,none_found,FALSE,22548441,11044800
Peak_5,-1,likely_altered,high,FALSE,22548441,11044800
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22548441,11044800
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22548441,11044800
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22548441,11044800
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22549115,11045300
DS_Tim,1,likely_unaltered,none_found,TRUE,22549115,11045300
DS_Mag_50,1,likely_unaltered,none_found,TRUE,22549115,11045300
DS_Mag_90,1,likely_unaltered,none_found,TRUE,22549115,11045300
FA_Dur,1,likely_unaltered,none_found,TRUE,22549115,11045300
FA_Mag,1,likely_unaltered,none_found,FALSE,22549115,11045300
FA_Tim,1,likely_unaltered,none_found,FALSE,22549115,11045300
SP_ROC,1,likely_unaltered,none_found,TRUE,22549115,11045300
SP_Dur,1,likely_unaltered,none_found,TRUE,22549115,11045300
SP_Mag,1,likely_unaltered,none_found,TRUE,22549115,11045300
SP_Tim,1,likely_unaltered,none_found,TRUE,22549115,11045300
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22549115,11045300
Wet_BFL_Mag_10,-1,likely_altered,high,FALSE,22549115,11045300
Wet_BFL_Mag_50,1,likely_unaltered,none_found,FALSE,22549115,11045300
Wet_Tim,1,likely_unaltered,none_found,TRUE,22549115,11045300
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22549115,11045300
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22549115,11045300
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22549115,11045300
Peak_10,1,likely_unaltered,none_found,FALSE,22549115,11045300
Peak_2,1,likely_unaltered,none_found,TRUE,22549115,11045300
Peak_5,1,likely_unaltered,none_found,FALSE,22549115,11045300
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22549115,11045300
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22549115,11045300
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22549115,11045300
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22548547,11045600
DS_Tim,0,indeterminate,unknown,TRUE,22548547,11045600
DS_Mag_50,1,likely_unaltered,none_found,TRUE,22548547,11045600
DS_Mag_90,1,likely_unaltered,none_found,FALSE,22548547,11045600
FA_Dur,1,likely_unaltered,none_found,TRUE,22548547,11045600
FA_Mag,-1,likely_altered,low,FALSE,22548547,11045600
FA_Tim,-1,likely_altered,early,FALSE,22548547,11045600
SP_ROC,0,indeterminate,high,FALSE,22548547,11045600
SP_Dur,0,indeterminate,unknown,TRUE,22548547,11045600
SP_Mag,-1,likely_altered,low,FALSE,22548547,11045600
SP_Tim,0,indeterminate,early,FALSE,22548547,11045600
Wet_BFL_Dur,0,indeterminate,unknown,TRUE,22548547,11045600
Wet_BFL_Mag_10,1,likely_unaltered,none_found,FALSE,22548547,11045600
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,22548547,11045600
Wet_Tim,1,likely_unaltered,none_found,TRUE,22548547,11045600
Peak_Dur_10,-1,likely_altered,high,FALSE,22548547,11045600
Peak_Dur_2,1,likely_unaltered,none_found,FALSE,22548547,11045600
Peak_Dur_5,-1,likely_altered,high,FALSE,22548547,11045600
Peak_10,-1,likely_altered,low,FALSE,22548547,11045600
Peak_2,-1,likely_altered,low,FALSE,22548547,11045600
Peak_5,-1,likely_altered,low,FALSE,22548547,11045600
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22548547,11045600
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22548547,11045600
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22548547,11045600
DS_Dur_WS,NA,not_enough_data,undeterminable,NA,22549117,11045700
DS_Tim,NA,not_enough_data,undeterminable,NA,22549117,11045700
DS_Mag_50,NA,not_enough_data,undeterminable,NA,22549117,11045700
DS_Mag_90,NA,not_enough_data,undeterminable,NA,22549117,11045700
FA_Dur,NA,not_enough_data,undeterminable,NA,22549117,11045700
FA_Mag,NA,not_enough_data,undeterminable,NA,22549117,11045700
FA_Tim,NA,not_enough_data,undeterminable,NA,22549117,11045700
SP_ROC,NA,not_enough_data,undeterminable,NA,22549117,11045700
SP_Dur,NA,not_enough_data,undeterminable,NA,22549117,11045700
SP_Mag,NA,not_enough_data,undeterminable,NA,22549117,11045700
SP_Tim,NA,not_enough_data,undeterminable,NA,22549117,11045700
Wet_BFL_Dur,NA,not_enough_data,undeterminable,NA,22549117,11045700
Wet_BFL_Mag_10,NA,not_enough_data,undeterminable,NA,22549117,11045700
Wet_BFL_Mag_50,NA,not_enough_data,undeterminable,NA,22549117,11045700
Wet_Tim,NA,not_enough_data,undeterminable,NA,22549117,11045700
Peak_Dur_10,NA,not_enough_data,undeterminable,NA,22549117,11045700
Peak_Dur_2,NA,not_enough_data,undeterminable,NA,22549117,11045700
Peak_Dur_5,NA,not_enough_data,undeterminable,NA,22549117,11045700
Peak_10,NA,not_enough_data,undeterminable,NA,22549117,11045700
Peak_2,NA,not_enough_data,undeterminable,NA,22549117,11045700
Peak_5,NA,not_enough_data,undeterminable,NA,22549117,11045700
Peak_Fre_10,NA,not_enough_data,undeterminable,NA,22549117,11045700
Peak_Fre_2,NA,not_enough_data,undeterminable,NA,22549117,11045700
Peak_Fre_5,NA,not_enough_data,undeterminable,NA,22549117,11045700
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22548559,11046000
DS_Tim,1,likely_unaltered,none_found,TRUE,22548559,11046000
DS_Mag_50,1,likely_unaltered,none_found,TRUE,22548559,11046000
DS_Mag_90,1,likely_unaltered,none_found,TRUE,22548559,11046000
FA_Dur,1,likely_unaltered,none_found,TRUE,22548559,11046000
FA_Mag,1,likely_unaltered,none_found,FALSE,22548559,11046000
FA_Tim,1,likely_unaltered,none_found,TRUE,22548559,11046000
SP_ROC,1,likely_unaltered,none_found,TRUE,22548559,11046000
SP_Dur,1,likely_unaltered,none_found,TRUE,22548559,11046000
SP_Mag,1,likely_unaltered,none_found,TRUE,22548559,11046000
SP_Tim,1,likely_unaltered,none_found,TRUE,22548559,11046000
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22548559,11046000
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,22548559,11046000
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,22548559,11046000
Wet_Tim,1,likely_unaltered,none_found,TRUE,22548559,11046000
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22548559,11046000
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22548559,11046000
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22548559,11046000
Peak_10,1,likely_unaltered,none_found,TRUE,22548559,11046000
Peak_2,1,likely_unaltered,none_found,FALSE,22548559,11046000
Peak_5,1,likely_unaltered,none_found,TRUE,22548559,11046000
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22548559,11046000
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22548559,11046000
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22548559,11046000
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,20351081,11046090
DS_Tim,1,likely_unaltered,none_found,TRUE,20351081,11046090
DS_Mag_50,1,likely_unaltered,none_found,TRUE,20351081,11046090
DS_Mag_90,-1,likely_altered,low,FALSE,20351081,11046090
FA_Dur,1,likely_unaltered,none_found,FALSE,20351081,11046090
FA_Mag,1,likely_unaltered,none_found,TRUE,20351081,11046090
FA_Tim,0,indeterminate,unknown,TRUE,20351081,11046090
SP_ROC,1,likely_unaltered,none_found,FALSE,20351081,11046090
SP_Dur,1,likely_unaltered,none_found,TRUE,20351081,11046090
SP_Mag,1,likely_unaltered,none_found,FALSE,20351081,11046090
SP_Tim,1,likely_unaltered,none_found,TRUE,20351081,11046090
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,20351081,11046090
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,20351081,11046090
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,20351081,11046090
Wet_Tim,1,likely_unaltered,none_found,TRUE,20351081,11046090
Peak_Dur_10,-1,likely_altered,high,FALSE,20351081,11046090
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,20351081,11046090
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,20351081,11046090
Peak_10,-1,likely_altered,low,FALSE,20351081,11046090
Peak_2,-1,likely_altered,low,FALSE,20351081,11046090
Peak_5,-1,likely_altered,low,FALSE,20351081,11046090
Peak_Fre_10,1,likely_unaltered,none_found,FALSE,20351081,11046090
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,20351081,11046090
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,20351081,11046090
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,20351631,11046100
DS_Tim,0,indeterminate,unknown,TRUE,20351631,11046100
DS_Mag_50,1,likely_unaltered,none_found,TRUE,20351631,11046100
DS_Mag_90,1,likely_unaltered,none_found,TRUE,20351631,11046100
FA_Dur,1,likely_unaltered,none_found,TRUE,20351631,11046100
FA_Mag,1,likely_unaltered,none_found,TRUE,20351631,11046100
FA_Tim,1,likely_unaltered,none_found,TRUE,20351631,11046100
SP_ROC,1,likely_unaltered,none_found,FALSE,20351631,11046100
SP_Dur,1,likely_unaltered,none_found,TRUE,20351631,11046100
SP_Mag,0,indeterminate,unknown,TRUE,20351631,11046100
SP_Tim,1,likely_unaltered,none_found,FALSE,20351631,11046100
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,20351631,11046100
Wet_BFL_Mag_10,1,likely_unaltered,none_found,FALSE,20351631,11046100
Wet_BFL_Mag_50,0,indeterminate,low,FALSE,20351631,11046100
Wet_Tim,1,likely_unaltered,none_found,TRUE,20351631,11046100
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,20351631,11046100
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,20351631,11046100
Peak_Dur_5,1,likely_unaltered,none_found,FALSE,20351631,11046100
Peak_10,1,likely_unaltered,none_found,TRUE,20351631,11046100
Peak_2,-1,likely_altered,low,FALSE,20351631,11046100
Peak_5,1,likely_unaltered,none_found,TRUE,20351631,11046100
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,20351631,11046100
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,20351631,11046100
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,20351631,11046100
DS_Dur_WS,NA,not_enough_data,undeterminable,NA,20351625,11046250
DS_Tim,-1,likely_altered,early,FALSE,20351625,11046250
DS_Mag_50,NA,not_enough_data,undeterminable,NA,20351625,11046250
DS_Mag_90,NA,not_enough_data,undeterminable,NA,20351625,11046250
FA_Dur,1,likely_unaltered,none_found,FALSE,20351625,11046250
FA_Mag,-1,likely_altered,high,FALSE,20351625,11046250
FA_Tim,1,likely_unaltered,none_found,TRUE,20351625,11046250
SP_ROC,1,likely_unaltered,none_found,FALSE,20351625,11046250
SP_Dur,-1,likely_altered,low,FALSE,20351625,11046250
SP_Mag,-1,likely_altered,high,FALSE,20351625,11046250
SP_Tim,1,likely_unaltered,none_found,FALSE,20351625,11046250
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,20351625,11046250
Wet_BFL_Mag_10,1,likely_unaltered,none_found,FALSE,20351625,11046250
Wet_BFL_Mag_50,-1,likely_altered,high,FALSE,20351625,11046250
Wet_Tim,1,likely_unaltered,none_found,TRUE,20351625,11046250
Peak_Dur_10,-1,likely_altered,high,FALSE,20351625,11046250
