agency_cd,site_id,station_nm,site_tp_cd,lat,lon,coord_acy_cd,datum,elev_m,alt_acy_va,alt_datum_cd,huc8,interval,parm_cd,stat_cd,ts_id,date_begin,date_end,count_nu,geometry,total_yrs,total_post1980
USGS,09530400,"RESERVATION DRAIN NO. 11 NR WINTERHAVEN, CA",ST,32.7564352,-114.6860657,T,NAD83,NA,NA,NA,15030107,dv,00060,00003,5899,1979-10-01,2017-09-30,13394,"c(-114.6860657, 32.7564352)",38,37
USGS,09530500,"DRAIN 8-B NEAR WINTERHAVEN, CA",ST,32.74615776,-114.6943992,T,NAD83, 118.,2.5,NGVD29,15030107,dv,00060,00003,5900,1979-10-01,2020-11-17,14659,"c(-114.6943992, 32.74615776)",41,40
USGS,10251300,"AMARGOSA RV AT TECOPA, CA",ST,35.84944444,-116.2308333,D,NAD83, 1292.76,.33,NAVD88,18090202,dv,00060,00003,102473,1961-10-01,2020-11-17,11576,"c(-116.2308333, 35.84944444)",59,40
USGS,10251330,"AMARGOSA RV ABV CHINA RANCH WASH NR TECOPA, CA",ST,35.79052778,-116.2076389,1,NAD83, 1042.49,.33,NAVD88,18090202,dv,00060,00003,102474,2006-06-13,2020-11-17,5272,"c(-116.2076389, 35.79052778)",14,40
USGS,10254050,SALT C NR MECCA,ST,33.44697395,-115.8433289,F,NAD83,NA,NA,NA,18100204,dv,00060,00003,7210,1961-02-01,2020-11-17,21364,"c(-115.8433289, 33.44697395)",59,40
USGS,10254670,ALAMO R AT DROP 3 NR CALIPATRIA CA,ST,33.10444444,-115.5441667,F,NAD83, -190, 20,NGVD29,18100204,dv,00060,00003,7213,1979-07-01,2003-09-29,8848,"c(-115.5441667, 33.10444444)",24,23
USGS,10254730,ALAMO R NR NILAND CA,ST,33.19892768,-115.5969343,F,NAD83,NA,NA,NA,18100204,dv,00060,00003,7216,1960-10-01,2020-11-17,21963,"c(-115.5969343, 33.19892768)",60,40
USGS,10254970,NEW R AT INTERNATIONAL BOUNDARY AT CALEXICO CA,ST,32.6658925,-115.5030501,F,NAD83, -30,2.5,NGVD29,18100204,dv,00060,00003,7219,1979-10-01,2020-11-17,15024,"c(-115.5030501, 32.6658925)",41,40
USGS,10255550,NEW R NR WESTMORLAND CA,ST,33.10476565,-115.6644382,F,NAD83, -217,1.6,NAVD88,18100204,dv,00060,00003,7223,1943-01-01,2020-11-17,28431,"c(-115.6644382, 33.10476565)",77,40
USGS,10255805,COYOTE C BL BOX CANYON NR BORREGO SPRINGS CA,ST,33.36503449,-116.41668,F,NAD83, 1100, 20,NGVD29,18100203,dv,00060,00003,7226,1983-10-01,1993-08-26,3331,"c(-116.41668, 33.36503449)",10,13
USGS,10255885,SAN FELIPE C NR WESTMORLAND CA,ST,33.1239345,-115.8530559,F,NAD83, -180, 10,NGVD29,18100203,dv,00060,00003,7230,1960-12-01,1991-09-29,11260,"c(-115.8530559, 33.1239345)",31,11
USGS,10256500,SNOW C NR WHITE WATER CA,ST,33.8705722,-116.681127,F,NAD83, 2000, 40,NGVD29,18100201,dv,00060,00003,7242,1921-07-21,2020-11-17,25170,"c(-116.681127, 33.8705722)",99,40
USGS,10256501,SNOW C AND DIV COMBINED CA,ST,33.8705722,-116.681127,F,NAD83,NA,NA,NA,18100201,dv,00060,00003,222409,1959-10-01,2020-10-31,22312,"c(-116.681127, 33.8705722)",61,40
USGS,10256550,SNOW C DIV NR WHITE WATER CA,ST,33.8705722,-116.681127,F,NAD83,NA,NA,NA,18100201,dv,00060,00003,224997,1978-10-01,2020-10-31,14641,"c(-116.681127, 33.8705722)",42,40
USGS,10257499,FALLS C DIV NR WHITE WATER CA,ST,33.86946114,-116.6716824,S,NAD83, 1940, 40,NGVD29,18100201,dv,00060,00003,224913,1994-10-01,2020-10-31,9528,"c(-116.6716824, 33.86946114)",26,40
USGS,10257501,COMBINED FLOW FALLS C NR WHITE WATER + DIV CA,ST,33.86946114,-116.6716824,F,NAD83, 1940, 40,NGVD29,18100201,dv,00060,00003,222410,1994-10-01,2020-10-31,9521,"c(-116.6716824, 33.86946114)",26,40
USGS,10257548,WHITEWATER R A WINDY POINT MAIN CHANNEL CA,ST,33.8989045,-116.6211256,S,NAD83, 1040, 10,NGVD29,18100201,dv,00060,00003,7248,1998-10-01,2020-11-17,8037,"c(-116.6211256, 33.8989045)",22,40
USGS,10257549,WHITEWATER R A WINDY POINT OVERFLOW CHANNEL CA,ST,33.8989045,-116.6211256,S,NAD83, 1040, 10,NGVD29,18100201,dv,00060,00003,7249,1998-10-01,2020-11-17,8082,"c(-116.6211256, 33.8989045)",22,40
USGS,10257550,WHITEWATER R A WINDY PT NR WHITE WATER CA,ST,33.8989045,-116.6211256,F,NAD83, 1040, 10,NGVD29,18100201,dv,00060,00003,224906,1984-10-01,2020-11-17,12784,"c(-116.6211256, 33.8989045)",36,40
USGS,10257720,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,ST,33.8441843,-116.6052929,F,NAD83, 2100, 20,NGVD29,18100201,dv,00060,00003,7253,1986-10-01,2020-11-17,12467,"c(-116.6052929, 33.8441843)",34,40
USGS,10259050,PALM CYN WASH NR CATHEDRAL CITY CA,ST,33.79724196,-116.481958,F,NAD83, 330, 10,NGVD29,18100201,dv,00060,00003,7260,1987-10-01,2020-11-17,12087,"c(-116.481958, 33.79724196)",33,40
USGS,10259100,WHITEWATER R A RANCHO MIRAGE CA,ST,33.749466,-116.4227903,F,NAD83,NA,NA,NA,18100201,dv,00060,00003,7261,1989-03-30,2020-11-17,11556,"c(-116.4227903, 33.749466)",31,40
USGS,10259300,WHITEWATER R A INDIO CA,ST,33.7372434,-116.236118,F,NAD83, 0,  5,NGVD29,18100201,dv,00060,00003,7263,1966-03-01,2020-11-17,19982,"c(-116.236118, 33.7372434)",54,40
USGS,10259540,WHITEWATER R NR MECCA,ST,33.52474915,-116.0775023,F,NAD83,NA,NA,NA,18100201,dv,00060,00003,7264,1960-10-01,2020-11-17,21902,"c(-116.0775023, 33.52474915)",60,40
USGS,10260500,DEEP C NR HESPERIA CA,ST,34.34305858,-117.2264316,F,NAD83, 3030.00, 20,NGVD29,18090208,dv,00060,00003,7271,1904-10-01,2020-11-17,39859,"c(-117.2264316, 34.34305858)",116,40
USGS,10260550,WF MOJAVE R AB SILVERWOOD LAKE NR HESPERIA CA,ST,34.28500486,-117.3719912,S,NAD83, 3550, 20,NGVD29,18090208,dv,00060,00003,213378,1995-10-01,2019-09-30,8036,"c(-117.3719912, 34.28500486)",24,39
USGS,10260620,HOUSTON C AB LK GREGORY A CRESTLINE CA,ST,34.2425064,-117.280877,F,NAD83, 4540.00, 20,NGVD29,18090208,dv,00060,00003,7282,1979-03-08,1993-12-05,5342,"c(-117.280877, 34.2425064)",14,13
USGS,10260630,ABONDIGAS C AB LK GREGORY A CRESTLINE CA,ST,34.23778436,-117.265043,F,NAD83, 4550.00, 20,NGVD29,18090208,dv,00060,00003,7283,1979-03-08,1993-09-30,5321,"c(-117.265043, 34.23778436)",14,13
USGS,10260650,HOUSTON C BL LK GREGORY A CRESTLINE CA,ST,34.2483395,-117.2689321,F,NAD83, 4440.00, 20,NGVD29,18090208,dv,00060,00003,7285,1979-03-08,1993-09-29,5320,"c(-117.2689321, 34.2483395)",14,13
USGS,10260700,EF OF WF MOJAVE R AB SILVERWOOD LK NR HESPERIA CA,ST,34.2702832,-117.292822,S,NAD83, 3590, 20,NGVD29,18090208,dv,00060,00003,213379,1995-10-01,2019-09-30,8401,"c(-117.292822, 34.2702832)",24,39
USGS,10260776,EB CALIFORNIA AQUEDUCT A ALAMO PP NR GORMAN CA,ST,34.81553377,-118.6850897,S,NAD83, 2932.5,.10,NGVD29,18090206,dv,00060,00003,7287,1995-10-01,2015-09-30,6575,"c(-118.6850897, 34.81553377)",20,35
USGS,10260780,EB CA AQUEDUCT A MOJAVE SIPHON PP NR HESPERIA CA,ST,34.30694847,-117.324212,S,NAD83, 3182, 20,NGVD29,18090208,dv,00060,00003,7289,1995-10-01,2014-09-29,6573,"c(-117.324212, 34.30694847)",19,34
USGS,10260820,WF MOJAVE R BL SILVERWOOD LK CA,ST,34.3041708,-117.3192118,S,NAD83, 3180, 20,NGVD29,18090208,dv,00060,00003,213381,1980-10-01,2019-09-30,9496,"c(-117.3192118, 34.3041708)",39,39
USGS,10260822,LAS FLORES REL FROM EB CA AQUEDUCT NR HESPERIA CA,ST,34.3091706,-117.3167118,S,NAD83, 3160, 20,NGVD29,18090208,dv,00060,00003,213382,1995-10-01,2019-09-30,8401,"c(-117.3167118, 34.3091706)",24,39
USGS,10260950,WF MOJAVE R AB MOJAVE R FORKS RES NR HESPERIA CA,ST,34.33889196,-117.2578213,S,NAD83, 3050, 20,NGVD29,18090208,dv,00060,00003,7297,1974-10-01,2020-11-17,16850,"c(-117.2578213, 34.33889196)",46,40
USGS,10261100,MOJAVE R BL FORKS RES NR HESPERIA CA,ST,34.34583624,-117.2380986,S,NAD83, 2956, 20,NGVD29,18090208,dv,00060,00003,7309,1971-10-01,1997-09-29,7303,"c(-117.2380986, 34.34583624)",26,17
USGS,10261500,MOJAVE R A LO NARROWS NR VICTORVILLE CA,ST,34.57304916,-117.3206018,F,NAD83, 2643.01, 10,NGVD29,18090208,dv,00060,00003,7314,1899-03-01,2020-11-17,34867,"c(-117.3206018, 34.57304916)",121,40
USGS,10262000,MOJAVE R NR HODGE CA,ST,34.83581727,-117.1917113,F,NAD83,NA,NA,NA,18090208,dv,00060,00003,7324,1930-10-01,1993-09-29,9130,"c(-117.1917113, 34.83581727)",63,13
USGS,10262500,MOJAVE R A BARSTOW CA,ST,34.90692668,-117.022818,F,NAD83, 2090.00, 10,NGVD29,18090208,dv,00060,00003,7325,1930-10-01,2020-11-17,32921,"c(-117.022818, 34.90692668)",90,40
USGS,10263000,MOJAVE R A AFTON CA,ST,35.03720565,-116.3841887,F,NAD83, 1398.15,.01,NGVD29,18090208,dv,00060,00003,7328,1929-10-01,2020-11-17,25248,"c(-116.3841887, 35.03720565)",91,40
USGS,10264675,ROGERS LK TRIB A EDWARDS AFB CA,ST,34.9683085,-117.8922893,F,NAD83,NA,NA,NA,18090206,dv,00060,00003,7367,1988-10-01,2001-09-29,4672,"c(-117.8922893, 34.9683085)",13,21
USGS,10265150,HOT C A FLUME NR MAMMOTH LAKES CA,ST,37.66882166,-118.8176312,F,NAD83, 6950.00,  5,NGVD29,18090102,dv,00060,00003,7376,1982-11-17,2020-10-31,13844,"c(-118.8176312, 37.66882166)",38,40
USGS,10268225,MCGEE C DIV NR BISHOP CA,ST,37.27548809,-118.6201142,S,NAD83, 8630, 20,NGVD29,18090102,dv,00060,00003,213262,1986-10-01,2019-09-30,7139,"c(-118.6201142, 37.27548809)",33,39
USGS,10270680,GREEN C COND OUTLET NR BISHOP CA,ST,37.17048855,-118.5648314,S,NAD83, 9800, 20,NGVD29,18090102,dv,00060,00003,213288,1987-10-01,2016-09-30,6200,"c(-118.5648314, 37.17048855)",29,36
USGS,10270800,SF BISHOP C BL S LK NR BISHOP CA,ST,37.17715504,-118.563165,F,NAD83, 9580, 20,NGVD29,18090102,dv,00060,00003,213294,1985-10-01,2019-09-30,12418,"c(-118.563165, 37.17715504)",34,39
USGS,10270830,SF BISHOP C BL SF DIV DAM NR BISHOP CA,ST,37.2407648,-118.56539,S,NAD83, 7130, 20,NGVD29,18090102,dv,00060,00003,213313,1994-08-16,2019-09-30,8791,"c(-118.56539, 37.2407648)",25,39
USGS,10270872,MF BISHOP C BL LK SABRINA NR BISHOP CA,ST,37.213822,-118.6103894,S,NAD83, 9060, 20,NGVD29,18090102,dv,00060,00003,213303,1985-10-01,2019-09-30,12418,"c(-118.6103894, 37.213822)",34,39
USGS,10270877,MF BISHOP C BL INTAKE NO 2 RES NR BISHOP CA,ST,37.2479873,-118.5823349,S,NAD83, 8080, 20,NGVD29,18090102,dv,00060,00003,240782,1988-10-01,2019-09-30,10234,"c(-118.5823349, 37.2479873)",31,39
USGS,10270885,BISHOP C BL INTAKE NO 3 DIV DAM NR BISHOP CA,ST,37.2740981,-118.5723357,S,NAD83, 7130, 20,NGVD29,18090102,dv,00060,00003,213309,1994-08-18,2019-09-30,7779,"c(-118.5723357, 37.2740981)",25,39
USGS,10270900,BIRCH-MCGEE C DIV TO BISHOP C PP NR BISHOP CA,ST,37.2738205,-118.5801136,F,NAD83, 7950, 20,NGVD29,18090102,dv,00060,00003,213311,1989-10-01,2019-09-30,10252,"c(-118.5801136, 37.2738205)",30,39
USGS,10270940,BISHOP C BL INTAKE NO 4 DIV DAM NR BISHOP CA,ST,37.3022222,-118.531111,S,NAD83, 6340, 20,NGVD29,18090102,dv,00060,00003,213312,1994-08-16,2019-09-30,7454,"c(-118.531111, 37.3022222)",25,39
USGS,10270960,COYOTE C NR BISHOP CA,ST,37.31187456,-118.5109472,S,NAD83, 5560, 20,NGVD29,18090102,dv,00060,00003,7405,1986-10-01,1996-09-29,3652,"c(-118.5109472, 37.31187456)",10,16
USGS,10270970,BISHOP C BL INTAKE NO 5 DIV DAM NR BISHOP CA,ST,37.3240966,-118.500114,S,NAD83, 5280, 20,NGVD29,18090102,dv,00060,00003,216934,1994-09-30,2019-09-30,7098,"c(-118.500114, 37.3240966)",25,39
USGS,10271060,BISHOP C PP NO 6 CONDUIT NR BISHOP CA,ST,37.3379854,-118.4776134,F,NAD83,NA,NA,NA,18090102,dv,00060,00003,213315,1989-10-01,2019-09-30,10957,"c(-118.4776134, 37.3379854)",30,39
USGS,10271200,BISHOP C AB PP NO 6 NR BISHOP CA,ST,37.34992977,-118.462613,F,NAD83,NA,NA,NA,18090102,dv,00060,00003,213317,1988-10-01,2019-09-30,11322,"c(-118.462613, 37.34992977)",31,39
USGS,10271210,BISHOP C BL PP NO 6 NR BISHOP CA (ACTUAL) CA,ST,37.34965199,-118.4623352,F,NAD83,NA,NA,NA,18090102,dv,00060,00003,7410,1969-10-01,1990-09-29,7669,"c(-118.4623352, 37.34965199)",21,10
USGS,10287069,MILL C BL LUNDY LK NR LEE VINING CA,ST,38.0329787,-119.2165424,F,NAD83, 7760, 20,NGVD29,18090101,dv,00060,00003,213352,1988-10-01,2019-09-30,11189,"c(-119.2165424, 38.0329787)",31,39
USGS,10287070,MILL C BL LUNDY LK NR MONO LK(ACTUAL) CA,ST,38.0327009,-119.215709,F,NAD83,NA,NA,NA,18090101,dv,00060,00003,7439,1969-10-01,1990-09-29,7669,"c(-119.215709, 38.0327009)",21,10
USGS,10287145,UP CONWAY D NR LEE VINING CA,ST,38.04214527,-119.1726516,F,NAD83, 7020, 20,NGVD29,18090101,dv,00060,00003,213357,1986-10-01,2019-09-30,12053,"c(-119.1726516, 38.04214527)",33,39
USGS,10287195,LUNDY PP TAILRACE NR LEE VINING CA,ST,38.0427008,-119.1726516,F,NAD83, 7020, 20,NGVD29,18090101,dv,00060,00003,213362,1986-10-01,2019-09-30,12053,"c(-119.1726516, 38.0427008)",33,39
USGS,10287262,RUSH C CONTROLLED REL BL WAUGH LK NR JUNE LAKE CA,ST,37.7510421,-119.1815348,S,NAD83, 9375, 10,NGVD29,18090101,dv,00060,00003,213365,1999-08-11,2019-09-30,1535,"c(-119.1815348, 37.7510421)",20,39
USGS,10287281,RUSH C CONTROLLED REL BL GEM LAKE NR JUNE LAKE CA,ST,37.75132009,-119.1415343,S,NAD83, 9000, 20,NGVD29,18090101,dv,00060,00003,213376,1999-10-19,2019-09-30,6976,"c(-119.1415343, 37.75132009)",20,39
USGS,10287289,RUSH C AT FLUME BL AGNEW LAKE NR JUNE LAKE CA,ST,37.7590977,-119.130701,F,NAD83, 8440, 20,NGVD29,18090101,dv,00060,00003,213392,1988-10-01,2019-09-30,10993,"c(-119.130701, 37.7590977)",31,39
USGS,10287290,RUSH C BL AGNEW LK NR JUNE LAKE CA (ACTUAL) CA,ST,37.7588199,-119.130701,F,NAD83, 8480, 20,NGVD29,18090101,dv,00060,00003,7449,1969-10-01,1990-09-29,7669,"c(-119.130701, 37.7588199)",21,10
USGS,10287300,RUSH C PP TAILRACE NR JUNE LAKE CA,ST,37.76631976,-119.1223677,F,NAD83, 7230, 20,NGVD29,18090101,dv,00060,00003,213393,1986-10-01,2019-09-30,12053,"c(-119.1223677, 37.76631976)",33,39
USGS,10287655,LEE VINING C BL SADDLEBAG LK NR LEE VINING CA,ST,37.9643687,-119.2732103,S,NAD83, 10050, 20,NGVD29,18090101,dv,00060,00003,213394,1997-10-01,2019-09-30,8035,"c(-119.2732103, 37.9643687)",22,39
USGS,10287720,GLACIER C BL TIOGA LK NR LEE VINING CA,ST,37.92798117,-119.2512636,F,NAD83, 9620, 20,NGVD29,18090101,dv,00060,00003,213395,1997-10-01,2019-09-30,5615,"c(-119.2512636, 37.92798117)",22,39
USGS,10287762,POOLE PP CONDUIT INTAKE NR LEE VINING CA,ST,37.9357588,-119.2307076,F,NAD83, 9450, 20,NGVD29,18090101,dv,00060,00003,213396,1989-10-01,2019-09-30,10957,"c(-119.2307076, 37.9357588)",30,39
USGS,10287770,LEE VINING C BL RHINEDOLLAR DAM NR LEE VINING CA,ST,37.93603659,-119.2309854,F,NAD83, 9450, 20,NGVD29,18090101,dv,00060,00003,213397,1987-10-01,2019-09-30,11688,"c(-119.2309854, 37.93603659)",32,39
USGS,10289000,"VIRGINIA CK NR BRIDGEPORT, CA",ST,38.19186474,-119.2101533,S,NAD83, 6700.,20.,NGVD29,16050301,dv,00060,00003,102483,1953-10-01,2009-09-30,9836,"c(-119.2101533, 38.19186474)",56,29
USGS,10289500,"GREEN CK NR BRIDGEPORT, CA",ST,38.17380969,-119.2337656,S,NAD83, 6880.,20.,NGVD29,16050301,dv,00060,00003,102484,1953-10-01,2015-10-12,12044,"c(-119.2337656, 38.17380969)",62,35
USGS,10290500,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",ST,38.17214225,-119.3246032,U,NAD83, 7050.00,.01,NGVD29,16050301,dv,00060,00003,102489,1953-10-01,2015-10-13,15872,"c(-119.3246032, 38.17214225)",62,35
USGS,10292000,"SWAUGER CK NR BRIDGEPORT, CA",ST,38.28269628,-119.29988,S,NAD83, 6620., 20,NGVD29,16050301,dv,00060,00003,102491,1953-10-01,2006-09-30,8503,"c(-119.29988, 38.28269628)",53,26
USGS,10293000,"E WALKER RV NR BRIDGEPORT, CA",ST,38.3276958,-119.2148759,F,NAD83, 6400.00, 20,NGVD29,16050301,dv,00060,00003,102494,1921-10-01,2020-11-17,35911,"c(-119.2148759, 38.3276958)",99,40
USGS,10296000,"W WALKER RV BLW L WALKER RV NR COLEVILLE, CA",ST,38.3796366,-119.4501649,S,NAD83, 6591.39,1.0,NGVD29,16050302,dv,00060,00003,102502,1938-04-01,2020-11-17,30182,"c(-119.4501649, 38.3796366)",82,40
USGS,10296500,"W WALKER RV NR COLEVILLE, CA",ST,38.51324495,-119.4498872,S,NAD83, 5520.00, 20,NGVD29,16050302,dv,00060,00003,102503,1902-10-01,2020-11-16,34098,"c(-119.4498872, 38.51324495)",118,40
USGS,103087835,UNNAMED TRIB 1 TO LEVIATHAN C AT LEVIATHAN MINE CA,ST,38.7033333,-119.6591667,U,NAD83, 7090, 40,NGVD29,16050201,dv,00060,00003,7468,2010-03-25,2020-11-16,2767,"c(-119.6591667, 38.7033333)",10,40
USGS,103087855,LEVIATHAN MINE PIT JUNCTION BOX NR MARKLEEVILLE CA,ST,38.7058333,-119.6566667,U,NAD83, 7110, 40,NGVD29,16050201,dv,00060,00003,7472,2009-12-12,2020-09-29,2916,"c(-119.6566667, 38.7058333)",11,40
USGS,103087865,UNNAMED TRIB 2 TO LEVIATHAN C AT LEVIATHAN MINE CA,ST,38.70555556,-119.6622222,U,NAD83, 6950, 40,NGVD29,16050201,dv,00060,00003,7473,2010-03-20,2020-09-30,3015,"c(-119.6622222, 38.70555556)",10,40
USGS,103087885,LEVIATHAN C CHANNEL UNDERDRAIN NR MARKLEEVILLE CA,ST,38.7093506,-119.6623949,S,NAD83, 6800, 40,NGVD29,16050201,dv,00060,00003,7474,1999-11-03,2012-10-08,4697,"c(-119.6623949, 38.7093506)",13,32
USGS,103087889,4L C NR MARKLEEVILLE CA,ST,38.7108333,-119.6630556,S,NAD83, 6780, 40,NGVD29,16050201,dv,00060,00003,7477,2003-10-01,2020-08-26,6175,"c(-119.6630556, 38.7108333)",17,40
USGS,10308789,LEVIATHAN C AB ASPEN C NR MARKLEEVILLE CA,ST,38.7168505,-119.6601726,S,NAD83, 6700, 40,NGVD29,16050201,dv,00060,00003,7478,1998-10-24,2020-11-17,8049,"c(-119.6601726, 38.7168505)",22,40
USGS,103087891,ASPEN C ABV LEVIATHAN MINE NR MARKLEEVILLE CA,ST,38.7086111,-119.648611,S,NAD83, 7190, 40,NGVD29,16050201,dv,00060,00003,7479,2003-10-01,2020-09-30,6210,"c(-119.648611, 38.7086111)",17,40
USGS,103087892,ASPEN C OVERBURDEN SEEP NR MARKLEEVILLE CA,ST,38.71240619,-119.6540613,S,NAD83, 7100, 40,NGVD29,16050201,dv,00060,00003,7480,1998-11-07,2012-10-07,4857,"c(-119.6540613, 38.71240619)",14,32
USGS,10308792,LEVIATHAN C AB MOUNTAINEER C NR MARKLEEVILLE CA,ST,38.73573925,-119.6454497,S,NAD83, 6220, 40,NGVD29,16050201,dv,00060,00003,7481,1999-12-29,2020-11-17,7630,"c(-119.6454497, 38.73573925)",21,40
USGS,10308794,BRYANT C BL MOUNTAINEER C NR MARKLEEVILLE CA,ST,38.73573925,-119.6454497,S,NAD83, 6300, 40,NGVD29,16050201,dv,00060,00003,7482,1998-11-07,2020-11-17,8046,"c(-119.6454497, 38.73573925)",22,40
