agency_cd,site_id,station_nm,site_tp_cd,lat,lon,coord_acy_cd,datum,elev_m,alt_acy_va,alt_datum_cd,huc8,interval,parm_cd,stat_cd,ts_id,date_begin,date_end,count_nu,geometry,total_yrs,total_post1980
USGS,10259600,COTTONWOOD WASH NR COTTONWOOD SPRINGS CA,ST,33.74446164,-115.8272154,S,NAD83, 3080, 20,NGVD29,18100204,dv,00060,00003,7265,1959-10-01,1972-09-29,4748,"c(-115.8272154, 33.74446164)",13,-8
USGS,10259920,WASTEWAY NO 1 NR MECCA,ST,33.52780386,-115.9738878,F,NAD83,NA,NA,NA,18100204,dv,00060,00003,7266,1966-02-25,1981-09-29,5696,"c(-115.9738878, 33.52780386)",15,1
USGS,10260200,PIPES C NR YUCCA VALLEY CA,ST,34.17195164,-116.5466836,F,NAD83, 4440, 20,NGVD29,18100100,dv,00060,00003,7267,1958-09-01,1971-09-29,4777,"c(-116.5466836, 34.17195164)",13,-9
USGS,10260400,CUSHENBURY C NR LUCERNE VALLEY CA,ST,34.3477816,-116.8458638,F,NAD83,NA,NA,NA,18100100,dv,00060,00003,7268,1957-08-01,1971-09-29,5173,"c(-116.8458638, 34.3477816)",14,-9
USGS,10260470,LITTLE BEAR C AB LK ARROWHEAD A LAKE ARROWHEAD CA,ST,34.2486111,-117.2025,5,NAD83, 5120, 20,NGVD29,18090208,dv,00060,00003,7269,2008-10-01,2011-10-14,1109,"c(-117.2025, 34.2486111)",3,31
USGS,10260480,WILLOW C BL LK ARROWHEAD A LAKE ARROWHEAD CA,ST,34.265,-117.1855556,5,NAD83, 5110, 20,NGVD29,18090208,dv,00060,00003,7270,2008-10-01,2013-02-25,1609,"c(-117.1855556, 34.265)",5,33
USGS,10260500,DEEP C NR HESPERIA CA,ST,34.34305858,-117.2264316,F,NAD83, 3030.00, 20,NGVD29,18090208,dv,00060,00003,7271,1904-10-01,2020-11-17,39859,"c(-117.2264316, 34.34305858)",116,40
USGS,10260550,WF MOJAVE R AB SILVERWOOD LAKE NR HESPERIA CA,ST,34.28500486,-117.3719912,S,NAD83, 3550, 20,NGVD29,18090208,dv,00060,00003,213378,1995-10-01,2019-09-30,8036,"c(-117.3719912, 34.28500486)",24,39
USGS,10260620,HOUSTON C AB LK GREGORY A CRESTLINE CA,ST,34.2425064,-117.280877,F,NAD83, 4540.00, 20,NGVD29,18090208,dv,00060,00003,7282,1979-03-08,1993-12-05,5342,"c(-117.280877, 34.2425064)",14,13
USGS,10260630,ABONDIGAS C AB LK GREGORY A CRESTLINE CA,ST,34.23778436,-117.265043,F,NAD83, 4550.00, 20,NGVD29,18090208,dv,00060,00003,7283,1979-03-08,1993-09-30,5321,"c(-117.265043, 34.23778436)",14,13
USGS,10260650,HOUSTON C BL LK GREGORY A CRESTLINE CA,ST,34.2483395,-117.2689321,F,NAD83, 4440.00, 20,NGVD29,18090208,dv,00060,00003,7285,1979-03-08,1993-09-29,5320,"c(-117.2689321, 34.2483395)",14,13
USGS,10260700,EF OF WF MOJAVE R AB SILVERWOOD LK NR HESPERIA CA,ST,34.2702832,-117.292822,S,NAD83, 3590, 20,NGVD29,18090208,dv,00060,00003,213379,1995-10-01,2019-09-30,8401,"c(-117.292822, 34.2702832)",24,39
USGS,10260776,EB CALIFORNIA AQUEDUCT A ALAMO PP NR GORMAN CA,ST,34.81553377,-118.6850897,S,NAD83, 2932.5,.10,NGVD29,18090206,dv,00060,00003,7287,1995-10-01,2015-09-30,6575,"c(-118.6850897, 34.81553377)",20,35
USGS,10260778,PEARBLOSSOM PUMPING PLANT NR PALMDALE CA,ST,34.5105494,-117.9208996,S,NAD83, 2922,.10,NGVD29,18090206,dv,00060,00003,7288,1995-10-01,1996-09-30,366,"c(-117.9208996, 34.5105494)",1,16
USGS,10260780,EB CA AQUEDUCT A MOJAVE SIPHON PP NR HESPERIA CA,ST,34.30694847,-117.324212,S,NAD83, 3182, 20,NGVD29,18090208,dv,00060,00003,7289,1995-10-01,2014-09-29,6573,"c(-117.324212, 34.30694847)",19,34
USGS,10260782,MOJAVE SIPHON PP BYPASS NR HESPERIA CA,ST,34.30361527,-117.3247675,S,NAD83, 3380, 20,NGVD29,18090208,dv,00060,00003,7290,1998-10-01,1999-09-30,365,"c(-117.3247675, 34.30361527)",1,19
USGS,10260820,WF MOJAVE R BL SILVERWOOD LK CA,ST,34.3041708,-117.3192118,S,NAD83, 3180, 20,NGVD29,18090208,dv,00060,00003,213381,1980-10-01,2019-09-30,9496,"c(-117.3192118, 34.3041708)",39,39
USGS,10260822,LAS FLORES REL FROM EB CA AQUEDUCT NR HESPERIA CA,ST,34.3091706,-117.3167118,S,NAD83, 3160, 20,NGVD29,18090208,dv,00060,00003,213382,1995-10-01,2019-09-30,8401,"c(-117.3167118, 34.3091706)",24,39
USGS,10260865,GRASS VALLEY C BL GRASS VLY LK NR LK ARROWHEAD CA,ST,34.2636111,-117.2180556,5,NAD83, 5130.00,.01,NGVD29,18090208,dv,00060,00003,7296,2008-10-01,2013-02-25,1609,"c(-117.2180556, 34.2636111)",5,33
