StationCode,County,CALWNUM,PSARegion,PSA9c_1987,PSA6c,PSA9c,PSA10c,Eco_III_1987,Eco_III_2010,New_Lat,New_Long,ELEV_RANGE,BDH_AVE,PPT_00_09,LPREM_mean,KFCT_AVE,TEMP_00_09,P_MEAN,N_MEAN,PRMH_AVE,AREA_SQKM,SITE_ELEV,MgO_Mean,S_Mean,SumAve_P,CaO_Mean,FlowStatus,Ag_2000_1K,Ag_2000_5K,Ag_2000_WS,CODE_21_2000_1K,CODE_21_2000_5K,CODE_21_2000_WS,URBAN_2000_1K,URBAN_2000_5K,URBAN_2000_WS,RoadDens_1K,RoadDens_5K,RoadDens_WS,PAVED_INT_1K,PAVED_INT_5K,PAVED_INT_WS,PerManMade_WS,InvDamDist,MINES_5K,MINES_WS,GravelMineDensL_R5K,MaxOfCOND,MaxOfW1_HALL,BPJ_Nonref,Active,UCS_Mean,AtmCa,AtmMg,AtmSO4,MINP_WS,MEANP_WS,TMAX_WS,XWD_WS,MAXWD_WS,LST32AVE,PCT_CENOZ,PCT_NOSED,PCT_QUART,PCT_SEDIM,PCT_VOLCNC,MAFLOWU,MAX_ELEV,NHD_SO,FinalCaty5,final_wgt5,LogWSA,Invasives,W1_Hall_screening,CondQR01,CondQR50,CondQR99,CondQR99c,SiteStatus,W1Hall.PF,Cond.PF,Ag.PF,Urb.PF,AgUrb.PF,Cd21.PF,RoadDens.PF,Intersections.PF,Dams.PF,ManMade.PF,Mines.PF,RegionalStrata,DevelopmentSet,SiteSet
105WE0598,Siskiyou,1105.240604,North_Coast,NC,NC,NC,NC,78,78,41.24439272,-123.3293252,1033.219971,1.502,101476.1016,-0.9288,0.158,2062.699951,0.0454,0.0141,2.98,7.009857,523.7800293,2.6191,0.0448,4548.6001,5.3871,Perennial,0,0,0,1.0901,5.3794,5.3794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0.33335,FALSE,TRUE,126.0445,0.0318,0.0117,0.133,4,1428.1177,307,96.2381,13.3333,129.5455,0,0,0,100,0,8.85915,1557,2,NA,NA,0.845709159,Not detected,0.33335,26,151,343.9579781,343.9579781,Reference,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,NC,Validation,RefVal
105WE0811,Siskiyou,1105.310504,North_Coast,NC,NC,NC,NC,78,78,41.57203027,-123.6418454,883.4299927,1.3104,170164.4063,-0.6839,0.1515,1929.5,0.0824,0.0078,3.7726,16.343135,700.5700073,20.7481,0.0966,7833.6064,4.0999,Perennial,0,0,0,0,2.9183,2.9183,0,0.0165,0.0165,0,0.316230572,0.316230572,0,0,0,0,0,0,0,0,145,0.636363636,FALSE,TRUE,121.8141,0.0321,0.0124,0.1352,18.3889,3225.0769,285.8333,126.0612,17.5918,117.9184,0,0,0,100,0,21.49948,1584,3,NA,NA,1.213335368,Not detected,0.636363636,21,96.68987342,244.7433333,244.7433333,Reference,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,NC,Validation,RefVal
105WE0833,Siskiyou,1105.380105,Deserts_Modoc,DM,DM,DM,DMmo,9,4,41.86158299,-122.209015,666.920044,1.3175,63191.89844,-0.3241,0.1327,1240.300049,0.2819,0.0068,15.3157,26.210907,1719.079956,3.9231,0.0181,6760.4707,6.7652,Perennial,0,0,0,0,0,0,0,0,0,1.069625495,1.232123998,1.280033891,0,1,1,0,0,0,0,0,82.6,0,FALSE,TRUE,139.3699,0.031,0.0078,0.118,15.3871,703.7119,244.3226,84.3457,11.6173,182.7831,0,0,0,0,100,28.96744,2386,2,NA,NA,1.418482049,Not detected,0,14,85,262.2494444,262.2494444,Reference,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,DMmo,Calibration,RefCal
105WE1091,Siskiyou,1105.240104,North_Coast,NC,NC,NC,NC,78,78,41.05030234,-122.9345206,1076.160034,1.4156,139362.4063,-0.7922,0.1508,1577.400024,0.1419,0.0792,5.3572,24.423083,1517.839966,6.8267,0.0524,6856.3027,5.1,Perennial,0,0,0,1.759,0.845,0.7074,0,0,0,0.810923016,0.328866599,0.275297468,0,0,0,0,0,0,0,0,64,0,FALSE,TRUE,148.8204,0.0317,0.0117,0.1335,7.0968,1678.2075,222.2581,114.5325,16,130.4545,0,100,0,0,0,23.99782,2594,2,NA,NA,1.387800485,Not detected,0,10,51,202.4016667,202.4016667,Reference,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,NC,Calibration,RefCal
105WER052,Siskiyou,1105.230301,North_Coast,NC,NC,NC,NC,78,78,41.31565299,-123.060801,1634.869995,1.4772,99842,-0.5955,0.1544,1837.5,0.1707,0.0175,4.8887,264.248722,769.1300049,4.1938,0.0373,5560.6196,6.6244,Perennial,0,0,0,2.7547,1.8347,0.6246,0,0,0.002,0.95851631,0.407979461,0.271297948,1,2,2,0,0,0,0,0,93,0.121218182,FALSE,TRUE,162.8116,0.0312,0.0096,0.1236,11.2595,1432.7384,265.4684,99.8291,14.5463,150.4697,0,39.06384082,0,60.93615098,0,243.66162,2404,4,NA,NA,2.422012896,Not detected,0.121218182,15,72.03448276,227.239,227.239,Reference,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,NC,Calibration,RefCal
106CE0521,Humboldt,1106.110203,North_Coast,NC,NC,NC,NC,78,78,41.04590374,-123.5394091,1100.98999,1.4691,174244.9063,-0.9151,0.1808,2004.800049,0.2086,0.0138,3.8768,9.914438,707.0100098,3.1488,0.0501,5126.8833,5.1163,Perennial,0,0,0,2.0611,0.6401,0.6259,0,0,0,1.454827712,0.345585493,0.337933018,0,0,0,0,0,0,0,0,118,0,FALSE,TRUE,184.7271,0.0325,0.0143,0.1429,12.2143,1971.7142,286,127.3226,18.5484,129.5333,0,100,0,0,0,10.02698,1808,2,NA,NA,0.996268101,Not detected,0,21,89,257.5507143,257.5507143,Reference,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,NC,Calibration,RefCal
106FS0040,Trinity,1106.230104,North_Coast,NC,NC,NC,NC,78,78,40.16912433,-123.0251519,707.4699707,1.4676,146223.9063,-0.6753,0.147933333,1672.199951,0.1154,0.0589,3.149533333,9.592668,1219.530029,3.0047,0.0572,2616.2251,3.3631,Perennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,TRUE,101.7499,0.034466667,0.032633333,0.194466667,3,1839.666667,251.8,97.35706667,14.24866667,125.9774,0,0,0,100,0,8.46032,1927,1,NA,NA,0.981939414,Not detected,0,21,138,290,290,Reference,Missing,Missing,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,NC,Calibration,RefCal
106PS0115,Trinity,1106.40051,North_Coast,NC,NC,NC,NC,78,78,41.17290127,-122.8695878,862.8399658,1.4379,123763.2031,-0.6043,0.156,1623.900024,0.1292,0.0146,5.2473,8.837062,1504.160034,14.1498,0.0725,6311.5073,5.2087,Perennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,TRUE,129.7164,0.0313,0.01,0.126,13.2727,1294.5714,234.6364,105.3462,15.3462,137.7692,0,100,0,0,0,5.84783,2367,2,NA,NA,0.946307902,Not detected,0,10,58,209.5064,209.5064,Reference,Missing,Missing,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,NC,Calibration,RefCal
106PS0124,Trinity,1106.230104,North_Coast,NC,NC,NC,NC,78,78,40.17054647,-123.0286717,1172.430054,1.4823,146223.9063,-0.5825,0.1309,1672.199951,0.1278,0.0523,3.9409,26.210742,1204.569946,3.267,0.0545,2860.6042,3.3823,Perennial,0,0,0,0,0.7924,0.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,TRUE,101.101,0.0344,0.0286,0.1936,3,1813.9672,245.1,91.5513,13.4359,123.9125,0,0,0,100,0,25.21292,2377,3,NA,NA,1.418479316,Not detected,0,14,106,290,290,Reference,Missing,Missing,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,NC,Calibration,RefCal
106PS0166,Humboldt,1106.110204,North_Coast,NC,NC,NC,NC,78,78,41.04411616,-123.6117049,1693,1.458433333,162630,-1.371633333,0.207033333,2117.399902,0.152633333,0.034633333,2.6523,70.84226243,238.1900024,2.185566667,0.0664,4463.5289,2.2681,Perennial,0,0,0,0,0.1305,0.2731,0,0,0,1.21210878,1.835573395,0.873721362,0,2,2,0,0,0,0,0,NA,NA,FALSE,TRUE,134.4211333,0.032633333,0.032633333,0.1442,7.509733333,1805.3422,322.7337333,119.0657,17.1971,117.6075667,0,63.67599964,0,57.54933358,0,55.70308,1931,3,NA,NA,1.850292422,Not detected,0,23,103,343.4587671,343.4587671,Reference,Missing,Missing,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,NC,Calibration,RefCal
